,Percentage,Prevalence,Other_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.23800174520069808,0.1848597314703635,0.20553453169347208,6546,1.0,1.0,1.0,1.0,1.0,0.050578732043504715,0.00816567987203598
1.4677992676220687e-05,0.22694880744618964,0.1923370811046829,0.21417730999684642,6242,1.0,1.0,1.0,1.0,1.0,0.06997664272785187,0.00011110823834314942
2.1544346900318854e-05,0.22164048865619546,0.19959611396135793,0.22050417849258908,6096,1.0,1.0,1.0,1.0,1.0,0.08176230639219284,0.0001022240612655878
3.16227766016838e-05,0.15946771378708552,0.24140377688025325,0.2572926521602018,4386,1.0,1.0,1.0,1.0,1.0,0.084157794713974,4.249213816365227e-05
4.6415888336127784e-05,0.1564499709133217,0.2547756795109704,0.27288315988647116,4303,1.0,1.0,1.0,1.0,1.0,0.09576037526130676,7.289863424375653e-05
6.81292069057961e-05,0.1087478184991274,0.3147036349743478,0.3162645853043204,2991,1.0,1.0,1.0,1.0,1.0,0.102424755692482,0.004274638369679451
9.999999999999991e-05,0.09794938917975567,0.3473419932321799,0.3437302901292968,2694,1.0,1.0,1.0,1.0,1.0,0.11169284582138062,7.357881258940324e-05
0.00014677992676220703,0.07562536358347877,0.39919222792271586,0.39254178492589087,2080,1.0,1.0,1.0,1.0,1.0,0.1208767220377922,7.157239451771602e-05
0.0002154434690031884,0.05846422338568935,0.4470036022268311,0.4243633711762851,1608,1.0,1.0,1.0,1.0,1.0,0.12956294417381287,7.194071804406121e-05
0.00031622776601683783,0.03908522396742292,0.5095513590219408,0.47802349416587825,1075,1.0,1.0,1.0,1.0,1.0,0.13789954781532288,5.473300188896246e-05
0.00046415888336127795,0.029959278650378125,0.5677873594585744,0.5103082623777988,824,1.0,1.0,1.0,1.0,1.0,0.15145501494407654,6.30215072305873e-05
0.0006812920690579617,0.02163321698662013,0.6339919222792272,0.5542021444339326,595,0.9999857344943022,0.9999158693656502,0.9985825842219642,0.9986903852450071,0.9987993887797424,0.163582444190979,5.679474998032674e-05
0.0010000000000000002,0.01592495636998255,0.6732343630608013,0.5817762535477767,438,0.9999031826021563,0.9994183789628848,0.9937501709948006,0.9946518227461253,0.9947061070785351,0.18056398630142212,6.198492337716743e-05
0.0014677992676220694,0.008835078534031414,0.7230651675581269,0.5893842636392306,243,0.9997655319288975,0.9985241532754098,0.9898118719497458,0.992343869627037,0.9913680069930069,0.1995946764945984,2.2534151867148466e-05
0.0021544346900318843,0.008435136707388016,0.7445693701560965,0.605625197098707,232,0.9997434360472119,0.9984845922185094,0.9889090667340672,0.9915782565897407,0.990603146853147,0.22439099848270416,5.6272496294695884e-05
0.003162277660168382,0.003999418266433973,0.777480624385984,0.5469193472090823,110,0.9992057487950494,0.997192856830565,0.9849736374181646,0.9884026258205689,0.987268455275668,0.25129035115242004,0.0018061893060803413
0.004641588833612781,0.002981384525887144,0.8093002947276499,0.5414892778303374,82,0.9988973810799217,0.9964443570348487,0.9812838848819981,0.9862953623506194,0.9841374029099661,0.281194269657135,1.639941729081329e-05
0.006812920690579613,0.0019269924374636417,0.7918349525161008,0.4701592557552822,53,0.9983293340432933,0.9955335563340989,0.9784328506884131,0.9846272098385856,0.9817166630172979,0.3181955814361572,9.987324119720142e-06
0.010000000000000004,0.001272542175683537,0.8119200960593822,0.36451434878587197,35,0.9962801443334833,0.9890859727040445,0.9499400662012448,0.9642461810936462,0.9575158010442429,0.35635966062545776,0.0011587567860260606
0.014677992676220709,0.0007635253054101221,0.8332059818797074,0.36451434878587197,21,0.9954461979954171,0.9870918790487089,0.9446693335209536,0.9603236174221434,0.9530356357237132,0.3955411911010742,0.0008588649798184633
0.02154434690031885,0.0006180919139034322,0.8406287523196158,0.35722169662567016,17,0.9953404475789988,0.9862569221274761,0.9415070162361479,0.9572535991140643,0.9503600681655764,0.4348682165145874,0.0006822719005867839
0.0316227766016838,0.00036358347876672484,0.909507695666412,0.2863548565121413,10,0.9945152965636519,0.9803534769130322,0.9237590887152304,0.9418862076599513,0.9353118988733168,0.4746655821800232,0.000639190140645951
0.04641588833612786,0.0004363001745200698,0.9185678419386529,0.20732812992746769,12,0.9956212954866637,0.9822878847669265,0.9265962792093895,0.9390390719054394,0.9378074106459722,0.5181890726089478,0.0006919120205566287
0.0681292069057962,0.00029086678301337986,0.9293199432376378,0.1916390728476821,8,0.9932491530586157,0.9632608405940077,0.8898869460960016,0.9060490463215258,0.9067408376963351,0.5641587972640991,0.00035895753535442054
0.10000000000000002,0.00018179173938336242,0.9627769894116363,0.21548801639861243,5,0.9899646099277816,0.9422387062468066,0.8594677591965229,0.8804928579217097,0.8809731616844863,0.6100411415100098,0.0005186902708373964
