lambda,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history,log_lambda_range
1e-05,0.057724550898203594,0.6771269177126917,0.6843478260869564,964,0.9998697939851499,0.9957653971137241,0.9782018790084175,0.9927536231884058,0.9785714285714285,0.0020357556641101837,0.017780976369976997,-11.512925464970229
1.5e-05,0.05467065868263473,0.7071129707112971,0.7078260869565217,913,0.9997774256156408,0.9944897920927503,0.9745941030196815,0.9856115107913669,0.9750889679715302,0.002612817334011197,0.020470773801207542,-11.129161282804555
2.2e-05,0.03592814371257485,0.7280334728033473,0.7295652173913043,600,0.9997407008422214,0.9942722314338063,0.9818699459722592,0.9928057553956835,0.9822064056939502,0.003262941725552082,0.02818974480032921,-10.745397100638879
3.2e-05,0.028622754491017963,0.8054393305439331,0.811304347826087,478,0.9998341820836524,0.9944257456303409,0.9673182600671039,0.9784172661870504,0.9679715302491103,0.0038747775834053755,0.002515470841899514,-10.361632918473205
4.6e-05,0.024191616766467066,0.8396094839609484,0.8408695652173913,404,0.9998219404925126,0.9948084518344981,0.9745941030196815,0.9856115107913669,0.9750889679715302,0.0049590859562158585,0.002287661423906684,-9.977868736307531
6.8e-05,0.011377245508982036,0.8033472803347281,0.8104347826086957,190,0.9998186018767472,0.9944889582465458,0.9711988746639126,0.971830985915493,0.971830985915493,0.006158390082418919,0.004572252742946148,-9.594104554141857
0.0001,0.009640718562874252,0.8716875871687587,0.8747826086956522,161,0.999754055305283,0.993202284129542,0.9709002985207994,0.9855072463768116,0.9714285714285714,0.007651541382074356,0.004527839366346598,-9.210340371976184
0.000147,0.00437125748502994,0.902370990237099,0.9060869565217391,73,0.9987947597086946,0.9721253281332682,0.9461892235313072,0.9440559440559441,0.9473684210526315,0.009203573688864708,0.0201631598174572,-8.826576189810508
0.000215,0.003473053892215569,0.9400278940027894,0.9417391304347826,58,0.998486494186357,0.9686879699263814,0.9499669266459452,0.9444444444444444,0.951048951048951,0.011377288028597832,0.014235183596611023,-8.442812007644834
0.000316,0.002694610778443114,0.9316596931659693,0.9373913043478261,45,0.9995136749701751,0.9881371351342145,0.9674931332149319,0.9716312056737588,0.9681978798586572,0.014189008623361588,0.010229609906673431,-8.05904782547916
0.000464,0.002335329341317365,0.9400278940027894,0.9408695652173913,39,0.9998275048521216,0.9933866160241657,0.9527665741619485,0.9640287769784173,0.9537366548042705,0.01795182377099991,0.008590270765125751,-7.6752836433134854
0.000681,0.002155688622754491,0.9358437935843793,0.9391304347826087,36,0.9998341820836524,0.9941728331622275,0.9708276850962788,0.9926470588235294,0.9712230215827339,0.022944781929254532,0.007012885995209217,-7.291519461147811
0.001,0.001976047904191617,0.9442119944211994,0.9478260869565217,33,0.9997974573102331,0.9930486059963194,0.9709002985207994,0.9855072463768116,0.9714285714285714,0.029505647718906403,0.0042212968692183495,-6.907755278982137
0.001468,0.0017365269461077845,0.9442119944211994,0.9478260869565217,29,0.9997117661722548,0.9913444409170256,0.9600424171145262,0.9712230215827338,0.9608540925266903,0.03804241493344307,0.004529923666268587,-6.523991096816463
0.002154,0.0016766467065868263,0.9623430962343096,0.9626086956521739,28,0.9996906216057406,0.9910825652111521,0.9637743643729071,0.9714285714285714,0.9645390070921985,0.04899349808692932,0.0035471590235829353,-6.140226914650788
0.003162,0.0011377245508982037,0.9218967921896792,0.9182608695652174,19,0.9992310055020388,0.989446588522282,0.9637743643729071,0.9714285714285714,0.9645390070921985,0.06250520795583725,0.0048079402185976505,-5.756462732485113
0.004642,0.001437125748502994,0.9623430962343096,0.9626086956521739,24,0.9990663004576129,0.9870703170080827,0.9639985933298908,0.9647887323943662,0.9647887323943662,0.07956673949956894,0.0017921600956469774,-5.3726985503194395
0.006813,0.0011976047904191617,0.9330543933054394,0.9330434782608695,20,0.9984241733587365,0.9815842110471724,0.934058128405364,0.9558823529411765,0.9352517985611511,0.0988227128982544,0.0016371250385418534,-4.988934368153766
0.01,0.0008982035928143712,0.9218967921896792,0.9182608695652174,15,0.9972445291216325,0.9696123619290257,0.9263646761592637,0.9552238805970149,0.927536231884058,0.11857869476079941,0.0020774351432919502,-4.605170185988091
0.014678,0.00047904191616766467,0.9721059972105996,0.9739130434782608,8,0.962260287388045,0.6255203825409165,0.5535155651965846,0.8088235294117647,0.5238095238095238,0.1345256119966507,0.00020847241103183478,-4.221406003822416
0.021544,0.00011976047904191617,1.0,1.0,2,0.618237633767205,0.02737710860531596,0.0,0.0,0.0,0.1476668119430542,0.0005871057510375977,-3.8376418216567423
0.031623,0.00011976047904191617,1.0,1.0,2,0.618237633767205,0.02737710860531596,0.0,0.0,0.0,0.16550594568252563,0.0005311965942382812,-3.4538776394910684
0.1,0.0017365269461077845,1.0,1.0,29,0.8860786399814818,0.21135235606213798,0.12342740304511071,0.5714285714285714,0.053691275167785234,0.27219682931900024,0.07521949708461761,-2.3025850929940455
