,Accuracy,Precision,F1-score,ROC-AUC
0,0.9997898174174888,1.0,0.7002356902356902,0.9999864193591396
0,0.987970125921145,0.6876908096215028,0.48151004299138905,0.9881598387799752
0,0.9941643350752761,0.8769047571023917,0.852314376695011,0.9980526036968966
0,0.9956417961062748,0.9504629864952656,0.954530195637183,0.9994009313754925
0,0.9872159387864148,0.9679865158883191,0.9759819559322842,0.9983205044519504
0,0.9934781573708891,0.9062941899893886,0.9178357485204837,0.9987610232390848
0,0.9953574331780146,0.831606928233534,0.7665567822674508,0.9963727793594807
0,0.951293303106682,0.7957735552504915,0.7718497227409107,0.9798434026042578
0,0.9996043622538255,0.8289411764705882,0.6501916783543712,0.9975881507444198
0,0.9534136311686339,0.7798828397770775,0.7342505476252768,0.9766973985166348
0,0.9754580728115968,0.6464231542923355,0.2627316118390028,0.9517940568771692
0,0.9864494113495101,0.9148939722763391,0.8963466447283265,0.9942647065022061
0,0.9994436341268518,0.4809523809523809,0.20405270092226618,0.9971196114349652
0,0.9820726498058647,0.0,0.0,0.7147789902508432
0,0.9788766452984653,0.8734469224312187,0.8505170020618238,0.9911487990816965
0,0.9965567106036609,0.8287628500531726,0.19389190673403775,0.890640953438702
0,0.9998330906393227,0.9033613445378151,0.8261202711441538,0.9898524379207376
0,0.9978549005708939,0.32,0.01720345640219953,0.9244231012893322
0,0.9995116341942951,0.9458333333333332,0.5897369897369897,0.9944872002179721
0,0.9929341467041232,0.8194081281974415,0.7859643104107146,0.9957604233961332
0,0.9866657478413433,0.9309174979344427,0.9375904959035435,0.998086709835461
0,0.9974654415743881,0.8192663851286766,0.7702614962522414,0.9981095102564925
0,0.9985781758047196,0.8324001024964037,0.7777493851631807,0.997393860770206
0,0.999888726519643,0.9862612612612611,0.9750519599793606,0.9976451835848927
0,0.9978054440134809,0.9226343332616347,0.9226204098711147,0.9798944573894965
0,0.9840755690128582,0.0,0.0,0.8849310100655045
0,0.9999505451623035,0.9866518353726363,0.9727587165017102,0.999521702812239
0,0.9969956227181467,0.9102055789054123,0.9019008419289675,0.9986758778024105
0,0.9985225382046827,0.7899174899174899,0.5724916381156164,0.9765779107262192
0,0.991246497931464,0.8372869409739467,0.798273992510093,0.9867947013735445
0,0.9998578176760118,0.9816605255209907,0.9867231788569223,0.9999710717117031
