,Lambda,Feature_no,Odds_ratio,P-value
0,0.02154434690031885,7,349.1145833333333,0.003543139351355971
0,0.010000000000000004,14,372.3222222222222,2.192778727259136e-05
0,0.004641588833612781,21,398.8452380952381,1.4305106172921433e-07
0,0.0021544346900318843,31,256.32397959183675,4.819578260657567e-07
0,0.0010000000000000002,56,198.04142011834318,1.6319968523977436e-08
0,0.00046415888336127795,120,121.03623188405797,3.2235725112900656e-09
0,0.0002154434690031884,210,67.71544715447155,5.341464613484603e-08
