,Lambda,Feature_no,Odds_ratio,P-value
0,0.02154434690031885,13,1063.4285714285713,9.573979725911427e-16
0,0.010000000000000004,16,1002.017094017094,5.132766648862611e-18
0,0.004641588833612781,28,984.9411764705883,2.723931137779685e-27
0,0.0021544346900318843,55,601.4069319640565,1.3386484093639511e-31
0,0.0010000000000000002,117,311.2778101339546,1.8342007419059856e-31
0,0.00046415888336127795,231,187.56056338028168,5.869938640452933e-31
0,0.0002154434690031884,513,103.01763145576533,1.6209648332780287e-28
