,Lambda,Feature_no,Odds_ratio,P-value
0,0.014677992676220709,14,5587.166666666667,4.853194070297601e-07
0,0.006812920690579613,21,inf,2.115583928373402e-10
0,0.003162277660168382,36,inf,1.1357345299688789e-09
0,0.0021544346900318843,44,inf,2.106676206569724e-09
0,0.0014677992676220694,57,inf,4.654284642421483e-09
0,0.0010000000000000002,68,inf,7.971774748448226e-09
0,0.0006812920690579617,88,inf,1.7455317140149143e-08
0,0.00046415888336127795,118,inf,4.245738344554247e-08
