,Lambda,Feature_no,Odds_ratio,P-value
0,0.02154434690031885,5,3867.6923076923076,8.902542864898136e-10
0,0.010000000000000004,8,2793.1666666666665,2.4144172903352207e-12
0,0.004641588833612781,12,1396.4166666666667,1.7053835579407412e-11
0,0.0010000000000000002,36,898.2796934865901,1.0022474804984286e-17
0,0.0021544346900318843,36,898.2796934865901,1.0022474804984286e-17
0,0.00046415888336127795,77,371.68888888888887,2.859582296040152e-15
0,0.0002154434690031884,136,201.3359173126615,1.7115009661472804e-13
