,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,MCC
ASDC,0.999486907157606,0.0,0.0,0.0,0.9393868525610548,0.009071853936266638,-0.00010921646103745389
B_intermediate,0.9904243191367922,0.7513133573127286,0.5450325753542729,0.6303103982305343,0.9929414291024401,0.7071937715958297,0.6345973207397633
B_memory,0.9953141582364644,0.900775611001778,0.8648401826484019,0.8820803191070421,0.9986501052341538,0.9504649631305672,0.8800689870495013
B_naive,0.9945970648095809,0.9442838536065375,0.9426001262596584,0.9433333538167691,0.9990945483036686,0.9822625687139986,0.9405566569267945
CD14_Mono,0.9886253999410496,0.9723350940889853,0.9849379245724995,0.9785892028750638,0.998488321089129,0.9935047491012166,0.9708888225600836
CD16_Mono,0.993719253382942,0.9145001897144622,0.9272151898734178,0.9205059876278578,0.9982267769862243,0.9498560957837036,0.917427966253498
CD4_CTL,0.9961548941078178,0.8590201629064159,0.7696114478783663,0.8104284317365547,0.9966959665531274,0.8895244234881238,0.8104697475262851
CD4_Naive,0.9647017101975021,0.8479573145692678,0.8291654635749666,0.8367733025145208,0.98819561371682,0.9100880790067825,0.818119161698457
CD4_Proliferating,0.9996538169004425,0.7633857370699476,0.7238095238095238,0.732874790714512,0.9907131219045665,0.8028486901654821,0.7380187477735861
CD4_TCM,0.956084196990157,0.7940637630451549,0.7232830252441316,0.7518754634506776,0.9801310232740384,0.8393432820349485,0.7319101017874804
CD4_TEM,0.9759402573835982,0.650800480202226,0.200149947109565,0.3044190079663068,0.9560790292834713,0.4523859025292758,0.3509485498739565
CD8_Naive,0.9879206930576017,0.9251565724624402,0.8917170271793671,0.9078009689033214,0.9952687208820723,0.9634343510168952,0.9017029457510881
CD8_Proliferating,0.9995178160012372,0.5755952380952382,0.5035087719298245,0.5335294117647059,0.9987586136770551,0.558980691932066,0.5362835501404092
CD8_TCM,0.9894414223423649,0.7570156136899048,0.6260849942229926,0.6811980778797568,0.9848279344742688,0.7434484071541233,0.6811657939798139
CD8_TEM,0.9792351923940661,0.8729118003536614,0.83771998611255,0.8535861706913461,0.9920033668393508,0.9248853760092025,0.8434159708421177
Doublet,0.9967607125257075,0.9037037037037037,0.15206611570247935,0.2579193281115325,0.9008529442337352,0.4757255667616723,0.36642519022592807
Eryth,0.9995116343853748,0.553968253968254,0.20514705882352943,0.29406926406926404,0.9859829113831751,0.26395790223427035,0.33312444559298743
HSPC,0.9980650835355643,0.5785714285714285,0.24326340326340326,0.3349436002348086,0.9817428218636135,0.4529875970619626,0.3695479156474505
ILC,0.9991778147086221,0.0,0.0,0.0,0.7374388430459241,0.0017595991644851392,-3.213551960510983e-05
MAIT,0.9940407000829101,0.838070259255422,0.8114022964752076,0.8237383826308122,0.9968769970565894,0.8829999774759963,0.8212243940828877
NK,0.9826599082808789,0.9080506853308064,0.9323356553482217,0.9197355656178411,0.9967488137475355,0.9682259488545695,0.9103061296320369
NK_CD56bright,0.9978610806581196,0.8447407989073478,0.778396937971406,0.8093573475601179,0.9991008946129366,0.9006777853447618,0.8093990198399771
NK_Proliferating,0.9985967216077052,0.8183505489290909,0.7571643035863219,0.7852688576278958,0.9987284373736631,0.8583366682134376,0.7858162496403243
Plasmablast,0.999678543746052,0.9712554112554113,0.885190670122177,0.9256444003704182,0.9981856308004543,0.9448223462152411,0.926776538071042
Platelet,0.998417448442064,0.969075235405058,0.9175528726774551,0.9424024205402647,0.9821710729263182,0.952196888304611,0.9420688980774738
Treg,0.9843352049044292,0.02,0.00039840637450199205,0.00078125,0.8176166438027304,0.05786139836417118,0.0012099258190048996
cDC1,0.999950545353383,0.9686999022482894,0.9800000000000001,0.9736342835607956,0.9998964617558188,0.9932734158382361,0.9739679003555912
cDC2,0.9976694455983104,0.9312957163087239,0.9172375249500998,0.9240917325522346,0.9993691877624791,0.9726589147125925,0.9229985207811044
dnT,0.9985843558919454,0.8437673196368849,0.45207355242566505,0.5780993616864917,0.9701852831228109,0.6091165312049001,0.6105567402241585
gdT,0.9923777787290993,0.8659534070022102,0.7892583197098672,0.8246378043382379,0.9879502568283206,0.8695034607813195,0.8222913909132707
pDC,0.9998330900660839,0.9828001914702134,0.986059954294932,0.984290652457231,0.9999922833274786,0.9985315089322532,0.984277205879464
