,Accuracy,Precision,F1-score,ROC-AUC
B,0.9988625406437756,0.9937666255094845,0.9933285095645898,0.999919504432448
CD4_T,0.9613387802787395,0.9240500372818371,0.9243333026026621,0.9921661782663737
CD8_T,0.9702158890598618,0.9201944619448981,0.9036498620061524,0.9882120034012172
DC,0.9980527197306003,0.9613012422824829,0.9558953821708848,0.9994161216685921
Mono,0.9910486856506229,0.9763821136988842,0.985365647274166,0.9978277665600755
NK,0.9900966743881165,0.9567391969325559,0.9572181381329082,0.9985509035875314
other,0.9932803393576602,0.9342127699296583,0.8188540121320035,0.9532999092184369
other_T,0.982152993232756,0.8468223449764126,0.7682682625474618,0.9824649419146452
