,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.3704915648632926,0.09818768619662363,0.09843125192248539,10190,0.9917016254420692,0.9668582023096804,0.8663261822738128,0.7980769230769231,0.8721541155866901,0.46384915709495544,0.0001076890475815162
1.4677992676220687e-05,0.3386780104712042,0.1112214498510427,0.11165795139956937,9315,0.991131078069359,0.9666336147668015,0.877297080806188,0.8209944751381215,0.8834720570749108,0.4704853296279907,8.422812970820814e-05
2.1544346900318816e-05,0.3110456660849331,0.12338629592850049,0.12396185788988004,8555,0.9928111031038498,0.970869669487415,0.8901940441335933,0.8376259798432251,0.895808383233533,0.4773941934108734,6.86054045218043e-05
3.16227766016838e-05,0.27479639325189065,0.14026812313803377,0.14026453398954167,7558,0.9930135844269724,0.9716536734738269,0.8907384052863113,0.8385650224215246,0.896345116836429,0.48519089818000793,8.075914229266346e-05
4.6415888336127784e-05,0.24323734729493893,0.15690168818272096,0.15718240541371886,6690,0.9928775169778341,0.9708783954341593,0.9003469651164321,0.8609501738122828,0.9060975609756098,0.493281751871109,0.0001050244172802195
6.81292069057961e-05,0.16404886561954624,0.20729890764647468,0.20762842202399262,4512,0.9926951937953243,0.9704604381742113,0.9114502934993416,0.8841099163679809,0.9169764560099132,0.49540144205093384,0.00018168614769820124
9.999999999999991e-05,0.12849040139616055,0.24379344587884808,0.24515533681944018,3534,0.9934782415669978,0.9720268427860971,0.9248455319682869,0.9069767441860465,0.9297365119196989,0.501815915107727,0.00019106864056084305
0.00014677992676220676,0.12994473531122747,0.2509930486593843,0.25161488772685325,3574,0.9926971736127059,0.9724043544342278,0.9214435415218444,0.898428053204353,0.92643391521197,0.5206773281097412,0.00011992544023087248
0.0002154434690031884,0.07104421175101804,0.3560079443892751,0.35681328821900954,1954,0.9933025177757603,0.9688955046958798,0.9172356348886067,0.9078455790784558,0.9227848101265822,0.5262451171875,0.0001605923316674307
0.00031622776601683783,0.06726294357184409,0.36817279046673285,0.369424792371578,1850,0.9925989026772171,0.9631775522351985,0.9134148153049603,0.9082914572864321,0.919262555626192,0.5388081669807434,0.00022514323063660413
0.00046415888336127757,0.04821116928446771,0.4473684210526316,0.44832359274069516,1326,0.9935033192538321,0.9601557136917332,0.9047989227702109,0.8925925925925926,0.9111531190926276,0.5481184720993042,0.00017432942695450038
0.0006812920690579611,0.029086678301337987,0.5419563058589871,0.5415256844047985,800,0.991029627427166,0.9345741868176538,0.8998231854917397,0.8848039215686274,0.90646578782172,0.5581276416778564,0.0001845325023168698
0.0009999999999999994,0.01977894124490983,0.6189175769612711,0.6205782836050446,544,0.9951433279794273,0.9757244735881591,0.9214288590926578,0.9105590062111801,0.9266750948166877,0.5693391561508179,8.877144864527509e-05
0.0014677992676220694,0.012689063408958697,0.7120158887785502,0.7160873577360812,349,0.9955217730716519,0.9815383106339404,0.9445684190348556,0.9405063291139241,0.9483088704530951,0.5807117819786072,8.037210500333458e-05
0.0021544346900318825,0.008253344968004653,0.7790466732869911,0.7822208551215011,227,0.9956697194250802,0.9814595248161145,0.944417283820939,0.9427480916030534,0.9481765834932822,0.5925958156585693,0.0005551170324906707
0.003162277660168379,0.005344677137870855,0.7879841112214498,0.7880652107043986,147,0.9949244681670564,0.9793261471788198,0.9411701573683707,0.9481865284974094,0.9451258876694641,0.6023085713386536,0.0005300939665175974
0.004641588833612776,0.003526759744037231,0.8214995034756704,0.8203629652414641,97,0.993879724534209,0.9768965923928854,0.9335890174656348,0.9534574468085106,0.9378678875081753,0.6116532683372498,0.0005328914267010987
0.006812920690579607,0.0025814426992437464,0.8728897715988083,0.8735773608120578,71,0.9929543698889215,0.9660612499440846,0.9056547705978232,0.9257294429708223,0.9118223383409536,0.6217528581619263,0.00042145641054958105
0.009999999999999995,0.0017815590459569516,0.9299900695134061,0.9329437096278068,49,0.9911301781523674,0.9545603976643392,0.8915483485467909,0.913563829787234,0.8986265533028122,0.6322917938232422,0.0003982298367191106
0.014677992676220683,0.001054392088423502,0.9267626613704072,0.9258689633958782,29,0.9889917354023265,0.9429679343315757,0.8584466687906454,0.8891891891891892,0.8675016479894528,0.6429837942123413,0.0003949698293581605
0.02154434690031883,0.0005090168702734148,0.8861717974180734,0.8831128883420486,14,0.984700691208243,0.8945612493076668,0.8129734279818499,0.8654390934844193,0.8240053944706676,0.6532991528511047,0.00039363274117931724
0.0316227766016838,0.0003999418266433973,0.9299900695134061,0.9332513072900646,11,0.982113369862764,0.8851191376302344,0.8006122325006108,0.8539007092198582,0.8124156545209177,0.6637063026428223,0.00040782298310659826
0.046415888336127774,0.0002181500872600349,0.9649950347567031,0.9666256536450323,6,0.974716772124939,0.8298481145950566,0.7529254241538276,0.8138528138528138,0.7673469387755103,0.6729859709739685,0.00033483622246421874
0.06812920690579607,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6817700266838074,0.00031453371047973633
0.0999999999999999,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6898748874664307,0.00029061734676361084
0.14677992676220672,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.21544346900318834,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.3162277660168378,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.4641588833612774,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.6812920690579604,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
1.0,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
