,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.1633216986620128,1.0,1.0,4492,0.9938002271425882,0.9748031031031072,0.9448817196570088,0.9425907752698724,0.9540600943630494,0.001913268817588687,0.011332312598824501
1.4677992676220687e-05,0.14899650959860383,1.0,1.0,4098,0.9932805789665199,0.974127762862704,0.9439107815039811,0.9429414658140679,0.9532570860268523,0.002603469882160425,0.010789928026497364
2.1544346900318854e-05,0.13568935427574172,1.0,1.0,3732,0.9923108525173914,0.9724148430885203,0.9389455231224908,0.9416130628401781,0.9491271820448878,0.003532698377966881,0.011811144649982452
3.16227766016838e-05,0.12325479930191972,1.0,1.0,3390,0.9923380514559634,0.9739684153460184,0.9392008570141996,0.9425173439048563,0.9493386573496382,0.00478197680786252,0.013306116685271263
4.6415888336127784e-05,0.11303810354857476,1.0,1.0,3109,0.992088027540523,0.973035174032771,0.9392302314916186,0.942079207920792,0.9493639311549016,0.006452871020883322,0.006682745646685362
6.81292069057961e-05,0.10416666666666667,1.0,1.0,2865,0.9914362594510022,0.9725751951895736,0.9356045865373488,0.9395441030723488,0.9463438981781882,0.008670820854604244,0.006780876778066158
9.999999999999991e-05,0.09554973821989529,1.0,1.0,2628,0.9909659014883128,0.9725787550072607,0.940371023900978,0.9439484126984127,0.9503121098626717,0.011570217087864876,0.005386053118854761
0.00014677992676220703,0.08987783595113438,1.0,1.0,2472,0.9905028150272399,0.971656429823702,0.9401143955507739,0.9430411094601288,0.9500998003992017,0.015332669951021671,0.005298159085214138
0.0002154434690031884,0.07911576497963932,1.0,1.0,2176,0.9900810176116775,0.9702136900823661,0.9360848257355789,0.9417910447761194,0.9467366841710427,0.020042579621076584,0.0035831930581480265
0.00031622776601683783,0.06882635253054101,1.0,1.0,1893,0.9898387935768637,0.968990168320787,0.9370583081181796,0.941439205955335,0.9475524475524476,0.025817930698394775,0.006012298166751862
0.00046415888336127795,0.05588278068644561,1.0,1.0,1537,0.9896822172635109,0.968133686110019,0.9329352812910734,0.9415,0.944096264728002,0.032524820417165756,0.005252566188573837
0.0006812920690579617,0.041339441535776615,1.0,1.0,1137,0.9889796744672015,0.9648322711970849,0.9288630758129778,0.9406737053795877,0.9406737053795877,0.03980866074562073,0.0027856214437633753
0.0010000000000000002,0.024650959860383945,1.0,1.0,678,0.9945084814643889,0.9694961199607961,0.9383210156201104,0.9523568170299037,0.9485108531044927,0.047127604484558105,0.002884221263229847
0.0014677992676220694,0.013525305410122163,1.0,1.0,372,0.9949162390948233,0.9758757275670294,0.9476841721481983,0.9535232383808095,0.956390977443609,0.05447772145271301,0.002647068817168474
0.0021544346900318843,0.00807155322862129,1.0,1.0,222,0.9961183265039089,0.9764871116804278,0.9517399512909115,0.9538232373386296,0.9597801648763428,0.06272392719984055,0.0026668463833630085
0.003162277660168382,0.005162885398487493,1.0,1.0,142,0.9965780665645838,0.9767596915368737,0.951451927425039,0.9533498759305211,0.9595404595404595,0.07276169955730438,0.002293926663696766
0.004641588833612781,0.003017742873763816,1.0,1.0,83,0.996376779322607,0.9749364717827739,0.9488951575325141,0.9486673247778875,0.9574097135740971,0.0854630321264267,0.001428567455150187
0.006812920690579613,0.002108784176847004,1.0,1.0,58,0.9963725019687151,0.9745696208262891,0.9484784879025708,0.9504214179474467,0.9570644033949076,0.10193410515785217,0.001334742410108447
0.010000000000000004,0.0016361256544502618,1.0,1.0,45,0.9962748776563564,0.9736232251380244,0.9486093840335457,0.9481993093241243,0.9571713147410358,0.1234607845544815,0.0018541761673986912
0.014677992676220709,0.0013089005235602095,1.0,1.0,36,0.995733867871733,0.9718623310222277,0.9467869195975541,0.9471604938271605,0.9556552067762831,0.15146075189113617,0.0016721516149118543
0.02154434690031885,0.001199825479930192,1.0,1.0,33,0.9956843008883963,0.9720327345557198,0.9464467818260608,0.9475766567754699,0.9553727250062329,0.18769130110740662,0.0013024413492530584
0.0316227766016838,0.000981675392670157,1.0,1.0,27,0.995910648391999,0.9714674355631198,0.9465292089551036,0.9462524654832347,0.9554393826238486,0.23410189151763916,0.0008162085432559252
0.04641588833612786,0.0007998836532867946,1.0,1.0,22,0.9954725467098368,0.967144997407004,0.9447751279449189,0.9356866537717602,0.953906827705201,0.2923567295074463,0.0008913365309126675
0.0681292069057962,0.0005817335660267597,1.0,1.0,16,0.9952827831624631,0.9642714784890084,0.9447751279449189,0.9356866537717602,0.953906827705201,0.36397671699523926,0.000881361891515553
0.10000000000000002,0.00036358347876672484,1.0,1.0,10,0.9944230853519803,0.9577009979088444,0.9380028990661576,0.9261744966442953,0.9482208588957055,0.4481622576713562,0.0006061515887267888
