,Percentage,Prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.16575770796974987,0.2374074074074074,4559,1.0,1.0,1.0,1.0,1.0,0.026298394426703453,0.00019269675249233842
1.4677992676220687e-05,0.13827079697498545,0.27185185185185184,3803,1.0,1.0,1.0,1.0,1.0,0.030179839581251144,0.000232238948228769
2.1544346900318854e-05,0.1257998836532868,0.29685185185185187,3460,1.0,1.0,1.0,1.0,1.0,0.03556143119931221,0.0003756653459277004
3.16227766016838e-05,0.09587696335078534,0.35685185185185186,2637,0.9999839576626371,0.999878949200947,0.9986767390800443,0.9990735593848434,0.9987959618412522,0.03859589993953705,0.00014207890490069985
4.6415888336127784e-05,0.07966114019778942,0.3987037037037037,2191,0.9999761080970139,0.9998014238859243,0.9975560604868376,0.9987012987012988,0.9977757182576461,0.043938908725976944,0.00015592254931107163
6.81292069057961e-05,0.06689936009307737,0.4438888888888889,1840,0.9996766522656021,0.9975728289317836,0.9790800748841206,0.9843371247436137,0.9809532658180805,0.04873775318264961,0.00045574543764814734
9.999999999999991e-05,0.04552065154159395,0.5274074074074074,1252,0.9985909995725215,0.9897765348723166,0.9496332025404739,0.9639009639009639,0.954073519782995,0.05567760020494461,0.00020045024575665593
0.00014677992676220703,0.03454043048283886,0.5964814814814815,950,0.9979065718194476,0.9848832956308802,0.9383773322110659,0.9573252048009144,0.9437505869095689,0.05997472256422043,0.0003343028947710991
0.0002154434690031884,0.024360093077370564,0.6511111111111112,670,0.997059212909443,0.978394331648589,0.9274142915872086,0.9479107040641099,0.9337468283056105,0.06600521504878998,0.0009600596386007965
0.00031622776601683783,0.016070389761489237,0.7160185185185186,442,0.9959141175966874,0.9714346640743728,0.914925692986284,0.9381344570005746,0.9223236983334903,0.07251706719398499,0.0003959436435252428
0.00046415888336127795,0.009089586969168121,0.7169444444444444,250,0.9946816576379672,0.9645695439581393,0.9030291729436474,0.9301966833783263,0.9113924050632912,0.0796675831079483,0.002263532718643546
0.0006812920690579617,0.006071844095404305,0.7731481481481481,167,0.9929772892697457,0.9544846361307068,0.8848091581413482,0.9204545454545454,0.8945163747143945,0.08796581625938416,0.0015722326934337616
0.0010000000000000002,0.004690226876090751,0.8044444444444444,129,0.9924204492398155,0.9490911952230245,0.8797246366887614,0.9140960562280359,0.8899448773997338,0.09751895815134048,0.0022877370938658714
0.0014677992676220694,0.0031631762652705063,0.7894444444444444,87,0.9911692488679295,0.9413560437786435,0.8671627183109496,0.9072246348203711,0.8782725014332123,0.10853616893291473,0.0027477804105728865
0.0021544346900318843,0.002181500872600349,0.8500925925925926,60,0.9870573575575686,0.9233868453765446,0.8457416491099048,0.8940822467402206,0.8583533943187289,0.12105908244848251,0.0011999366106465459
0.003162277660168382,0.0017452006980802793,0.8663888888888889,48,0.986211762251269,0.9158774468595532,0.8287476340028137,0.8822695035460993,0.8425737784228351,0.1361103355884552,0.0007210387848317623
0.004641588833612781,0.0013452588714368819,0.8516666666666667,37,0.9848955871848875,0.911533045743236,0.8258745160011598,0.8813593813593814,0.8398293581539654,0.15374140441417694,0.0004628326278179884
0.006812920690579613,0.0008726003490401396,0.8882407407407407,24,0.9786569019429543,0.890391576716544,0.8057643923148503,0.8751311647429171,0.8204623708804722,0.17373508214950562,0.0008794948807917535
0.010000000000000004,0.0007998836532867946,0.9031481481481481,22,0.9765288303331683,0.8677141842669291,0.7751392539444929,0.8524450138799915,0.7918278290191412,0.19674603641033173,0.0015480367001146078
0.014677992676220709,0.0005817335660267597,0.9103703703703704,16,0.9710825774303581,0.8414542012571541,0.7483046615374562,0.8315652738688027,0.7667431879429086,0.2229173481464386,0.000751358165871352
0.02154434690031885,0.0006180919139034322,0.9105555555555556,17,0.9710922585612934,0.8414159398746018,0.7489907187660853,0.8320709803072928,0.7673884841832153,0.25230857729911804,0.0010912226280197501
0.0316227766016838,0.0004363001745200698,0.9625925925925927,12,0.9203282851451557,0.6975531199583247,0.6303786740342849,0.8058035714285714,0.6429207479964381,0.2807229459285736,0.0004487475089263171
0.04641588833612786,0.0004363001745200698,0.9625925925925927,12,0.9203282851451557,0.6975531199583247,0.6303786740342849,0.8058035714285714,0.6429207479964381,0.3089424967765808,0.0006953547126613557
0.0681292069057962,0.00036358347876672484,0.9975925925925926,10,0.8721460304644701,0.42538799912603636,0.30765072379031266,0.5786963434022258,0.29971181556195964,0.33282309770584106,0.0002557780244387686
0.10000000000000002,0.00018179173938336242,0.9955555555555555,5,0.7737534617943631,0.21248160682191733,0.04751610769963231,0.254278728606357,0.035806507144086765,0.3506363034248352,0.0005991648649796844
