,Percentage,Prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.08849621873182083,0.4286649929047047,2434,1.0,1.0,1.0,1.0,1.0,0.006060718093067408,0.0027455599047243595
1.4677992676220687e-05,0.08198807446189645,0.44285558345158826,2255,1.0,1.0,1.0,1.0,1.0,0.007854913361370564,0.0008182436577044427
2.1544346900318854e-05,0.06253635834787667,0.5100971509660517,1720,1.0,1.0,1.0,1.0,1.0,0.00884619727730751,0.0009698371286503971
3.16227766016838e-05,0.0516652123327516,0.5575810501037005,1421,1.0,1.0,1.0,1.0,1.0,0.010567860677838326,0.0012791426852345467
4.6415888336127784e-05,0.03781268179173938,0.6266237310337299,1040,1.0,1.0,1.0,1.0,1.0,0.012650737538933754,0.008548286743462086
6.81292069057961e-05,0.02621436881908086,0.6751446348651894,721,0.9999991738248717,0.9999955199946035,0.9998066910406819,0.9998908296943232,0.9998362534796136,0.01466019544750452,0.02596224844455719
9.999999999999991e-05,0.015852239674229204,0.7023250736819124,436,0.999959166724585,0.9996814361168938,0.9972940168764508,0.9975990396158463,0.9977079240340537,0.016963932663202286,0.004773123189806938
0.00014677992676220703,0.013125363583478766,0.8120292544482044,361,0.9999100867583715,0.9993272578385632,0.9942049610861703,0.9943324250681199,0.9950916230366492,0.019744873046875,0.003234568051993847
0.0002154434690031884,0.011234729493891798,0.8372448422661282,309,0.9998677237680705,0.9991115903287259,0.9913025779572325,0.992470536883457,0.9926330150068212,0.023133883252739906,0.0006502486648969352
0.00031622776601683783,0.0062899941826643395,0.8264381617727322,173,0.9998011994582632,0.9987664421744583,0.989167840880212,0.9916894477856752,0.9908226810881677,0.027110297232866287,0.0010250868508592248
0.00046415888336127795,0.004872018615474113,0.8319506604082523,134,0.999756512850414,0.9984742654176072,0.9878142361768496,0.9904876448720752,0.9896760801879063,0.031899429857730865,0.0014976967358961701
0.0006812920690579617,0.0034904013961605585,0.8726667394389258,96,0.9996272874422654,0.9978423500262045,0.9852219238737671,0.9895856171892129,0.9874747032762676,0.03762279450893402,0.0015138395829126239
0.0010000000000000002,0.0024360093077370566,0.9049230433358804,67,0.9994794042458035,0.9973139240232796,0.9827691409276994,0.9875027406270555,0.9853962697587924,0.04454180225729942,0.001395159400999546
0.0014677992676220694,0.0019997091332169866,0.9162755157733872,55,0.9990806800805148,0.9959750296180149,0.9753307421534654,0.9820977484898408,0.9790868279864229,0.05272185057401657,0.0015125578502193093
0.0021544346900318843,0.0016361256544502618,0.9355965505949132,45,0.9983764948735316,0.9951470483391556,0.9745910349086422,0.9795427196149218,0.9784722981094962,0.06266216188669205,0.0011571567738428712
0.003162277660168382,0.0014543339150668994,0.9389804606484009,40,0.9981915026442251,0.9949230477654522,0.9742549908411461,0.9799517966695881,0.9781836076330036,0.07471580803394318,0.001370101934298873
0.004641588833612781,0.0013089005235602095,0.9446566968671543,36,0.9973390943041386,0.9908577528930989,0.9525852513900365,0.9629711020766949,0.9598072500273792,0.08881097286939621,0.0009251502342522144
0.006812920690579613,0.0011634671320535194,0.9545355310555617,32,0.9971648746239656,0.9902898241962117,0.9517319641986164,0.9626127116780294,0.9590797041906327,0.10615302622318268,0.0012018631678074598
0.010000000000000004,0.001054392088423502,0.9599388713022596,29,0.9971061365844427,0.9895947053296612,0.9489170635283428,0.9594861660079052,0.9567026109803491,0.1279161274433136,0.0008931110496632755
0.014677992676220709,0.0009089586969168121,0.9627769894116363,25,0.9970823259590663,0.9884027624066951,0.9447626602711667,0.9549687739673496,0.9531933508311461,0.15482202172279358,0.0008658194565214217
0.02154434690031885,0.0007635253054101221,0.9747844121820762,21,0.996679098709029,0.9863748413640341,0.9384342940862669,0.9472364548130383,0.9478564415839426,0.18721547722816467,0.000817802851088345
0.0316227766016838,0.0006180919139034322,0.9795873812902521,17,0.995455793675292,0.9767590646630757,0.9199225386014643,0.9261014758160078,0.9322272825851226,0.22493204474449158,0.0005960693815723062
0.04641588833612786,0.0004726585223967423,0.9838445584543172,13,0.9927854278439125,0.9583425554419049,0.8840247528533612,0.8993594615134078,0.901807097757457,0.26763758063316345,0.0009026267216540873
0.0681292069057962,0.00036358347876672484,0.9968889859185679,10,0.9884039866254639,0.9294472929691717,0.8462189631848864,0.87001638448935,0.8697313823979034,0.31506744027137756,0.0003563300706446171
0.10000000000000002,0.0002545084351367074,0.9985809409453117,7,0.9701529690789157,0.8071590559457031,0.7219326137040439,0.7457785144514658,0.765281173594132,0.3644084930419922,0.0005115048261359334
