,Percentage,Prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.1990983129726585,0.39043052438277903,5476,1.0,1.0,1.0,1.0,1.0,0.02054561674594879,0.0002194663684349507
1.4677992676220687e-05,0.1859002326934264,0.4120587635176495,5113,1.0,1.0,1.0,1.0,1.0,0.026854101568460464,0.00012016544496873394
2.1544346900318854e-05,0.15641361256544503,0.4652111813915527,4302,1.0,1.0,1.0,1.0,1.0,0.02923273853957653,0.00015579447790514678
3.16227766016838e-05,0.13234438627108785,0.5108141195674352,3640,1.0,1.0,1.0,1.0,1.0,0.03068486601114273,0.0004223434079904109
4.6415888336127784e-05,0.11765561372891216,0.5427463782901448,3236,0.9999906258500605,0.9999493816455904,0.9992074352242126,0.9989805280864512,0.9993371067258172,0.035352617502212524,0.00023994952789507806
6.81292069057961e-05,0.0595913321698662,0.6753723729851051,1639,0.9998983425065117,0.9994489339073329,0.9911806453740403,0.9899543378995433,0.9926234929032914,0.037069886922836304,0.009137490764260292
9.999999999999991e-05,0.06322716695753346,0.7106712915731483,1739,0.9998555590735488,0.9991882568892702,0.9898506392785077,0.9881446955111967,0.991510345178181,0.03990868479013443,0.00016520351346116513
0.00014677992676220703,0.05173792902850494,0.7559681697612732,1423,0.9994985613846648,0.9969505870824241,0.9770034170192211,0.9755728272938327,0.9807702065046425,0.043216247111558914,0.00020828991546295583
0.0002154434690031884,0.022760325770796976,0.8537033258518669,626,0.9986561077718912,0.9907925935912061,0.9657597908880304,0.961888566569971,0.9713621900095964,0.04560181125998497,0.005408130586147308
0.00031622776601683783,0.01977894124490983,0.9032340338706386,544,0.9982774352887848,0.987678470216295,0.9614425660521813,0.9562749003984063,0.9677451869771192,0.04826068878173828,0.00017610183567740023
0.00046415888336127795,0.010107620709714951,0.9399102224035911,278,0.9978359724969813,0.9836612394890791,0.9580480821897863,0.9525797793021175,0.9649060973767685,0.05102267861366272,0.0002614156110212207
0.0006812920690579617,0.008289703315881327,0.9731687410732504,228,0.9973520867381155,0.9792252399000658,0.9541778731850487,0.9465415019762846,0.9616504367031422,0.054116684943437576,0.0006002145237289369
0.0010000000000000002,0.007962478184991274,0.9860232605590695,219,0.9972638092500805,0.9785143147333759,0.9542194710534309,0.9459246102230117,0.9616773675762441,0.05796632915735245,0.0002389287546975538
0.0014677992676220694,0.003454043048283886,0.987757600489696,95,0.9968212141473132,0.9751931503175676,0.9525326510682683,0.9427841132520645,0.9602483228196655,0.06270827353000641,0.0024207148235291243
0.0021544346900318843,0.0026905177428737637,0.9896959804121608,74,0.9967123147513297,0.9740338034167094,0.9501596521425647,0.9412575027058939,0.9582769847232657,0.06894245743751526,0.0032181902788579464
0.003162277660168382,0.0018906340895869691,0.98979800040808,52,0.9964762299519101,0.9722213351803766,0.9482729293155545,0.9400354470263883,0.9567090890870829,0.07645764946937561,0.0018612233689054847
0.004641588833612781,0.0014179755671902268,0.98979800040808,39,0.9959516115463052,0.9687523828634643,0.9444751230523174,0.9339594951570297,0.9535034710083404,0.08607418835163116,0.0013015314470976591
0.006812920690579613,0.001054392088423502,0.9929606202815752,29,0.9953993757504488,0.9658478363671015,0.9401841316777566,0.9287454917633298,0.9499027964707643,0.09801233559846878,0.001078861765563488
0.010000000000000004,0.0009453170447934846,0.9942358702305651,26,0.9950472514790761,0.9625386297425715,0.9360696351299022,0.9214340935446463,0.9464019851116625,0.11349105834960938,0.0011292787967249751
0.014677992676220709,0.0006908086096567772,0.9929606202815752,19,0.9944930769061736,0.9579400803373779,0.9348903524796421,0.9191559067257661,0.9453914767096134,0.13364526629447937,0.00032058398937806487
0.02154434690031885,0.0005817335660267597,0.9943889002244439,16,0.9944077177663603,0.9576853959113759,0.9335787553717472,0.9180959722489882,0.9443012884043607,0.15965873003005981,0.0009578510653227568
0.0316227766016838,0.0005817335660267597,0.9962762701489492,16,0.9942568108555385,0.9561628057248523,0.9327349385783705,0.9175019275250579,0.9436019427098821,0.19258007407188416,0.0005449184682220221
0.04641588833612786,0.0003999418266433973,0.9977555600897776,11,0.9941069425752771,0.9562245468912979,0.9293978998876993,0.9142362113774184,0.9408152146996187,0.23319615423679352,0.0004948246059939265
0.0681292069057962,0.00029086678301337986,0.997959600081616,8,0.9935351907075394,0.9534373344952117,0.9244879044867622,0.9126269956458636,0.9367830362020162,0.2826542854309082,0.00014424396795220673
0.10000000000000002,0.0002545084351367074,0.9981636400734544,7,0.9931851396242263,0.9545230143272203,0.9188820367080153,0.9112345318133099,0.9321704460503365,0.3413824439048767,0.00023557257372885942
