,Lambda,Feature_no,Odds_ratio,P-value
0,0.006812920690579613,13,63.55324074074074,0.017351656086609407
0,0.004641588833612781,28,60.30989010989011,0.0006510965750839226
0,0.003162277660168382,39,67.2328431372549,1.980776101693173e-05
0,0.0021544346900318843,62,40.98903290129611,8.024286953250014e-05
0,0.0014677992676220694,82,55.580357142857146,8.418308290231087e-08
0,0.0010000000000000002,105,53.505376344086024,5.657646547513231e-09
0,0.00046415888336127795,186,65.98065934065934,7.364444324980812e-16
