,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,MCC
ASDC,0.9998299988759879,0.9345959595959595,0.6871794871794872,0.7904761904761906,0.9999539115696828,0.9272519378769379,0.8005238730292911
B_intermediate,0.9944286012908548,0.8658326126320018,0.7460154241645245,0.8008491697932213,0.9974285857313803,0.894495538513308,0.8006352856105343
B_memory,0.9964454329432486,0.9157828571028592,0.9086844106463878,0.912144249657714,0.9994134444226208,0.9721057569164854,0.9103768973504336
B_naive,0.9947531505739795,0.9418269894955541,0.9486539937926102,0.9452170139486272,0.9991046435012976,0.9797762469413609,0.9424746291845205
CD14_Mono,0.9911444960502284,0.9788775761983015,0.9877606201853448,0.9832980496868091,0.9988296995163377,0.9947052143089463,0.9772925920664151
CD16_Mono,0.99379497031847,0.9039346002596826,0.9414546705605924,0.9222535128298942,0.998567026368763,0.9550002663170352,0.9192622176756634
CD4_CTL,0.9940576925159311,0.8203295500242695,0.5716255876165494,0.6736323956372331,0.99556361406145,0.7940351588293095,0.681964423024727
CD4_Naive,0.9784871447647813,0.9056423266394178,0.8940850430898013,0.8998136734079993,0.9952222965930814,0.9611071072120421,0.8877951513991663
CD4_Proliferating,0.9995595427323188,0.7236308789249966,0.5588235294117647,0.6253354100260793,0.9973760690564003,0.6989604419680988,0.6329773642273968
CD4_TCM,0.9665870756375432,0.8332844336430766,0.796322432229693,0.8143595022932884,0.988879556084688,0.8948238476552367,0.796273641545036
CD4_TEM,0.98402763903688,0.7907127940845448,0.5394079717392692,0.6412551595578008,0.9864222018342073,0.7389410347540156,0.6455658131567021
CD8_Naive,0.9939649624859722,0.9619455079720511,0.9468297671120315,0.9543044876039737,0.998759066216385,0.9890130051498387,0.9511213890763409
CD8_Proliferating,0.9995981790257211,0.7319696969696969,0.4523809523809524,0.5530578117534639,0.9993950141562431,0.6942790966289827,0.5718223554517123
CD8_TCM,0.991445858123696,0.855123556525071,0.6270605027654919,0.7232611922756627,0.9924919530843151,0.8291869802678693,0.7281039869763083
CD8_TEM,0.9897226677347761,0.9387648509750992,0.9181407635693214,0.9283346281644663,0.9978731702988635,0.9777668773392669,0.922867946815248
Doublet,0.9971022511252906,0.7716135477837606,0.3139390034364261,0.4442867348359866,0.857687363438786,0.389237259255959,0.48975417275051514
Eryth,0.9998377265526388,0.8664102564102565,0.8032967032967033,0.8319395515917256,0.9819012021261818,0.8587087350168121,0.8333116478962161
HSPC,0.9998609080898401,0.9959183673469388,0.9354136429608128,0.964625965737636,0.9999653974088037,0.9910209618301387,0.9650781936619758
ILC,0.9995904528418219,0.9549450549450549,0.5285714285714286,0.6717857142857143,0.9993113031355947,0.8349432800317608,0.7050884960321799
MAIT,0.9968704333648762,0.9102860982434408,0.9075054164357332,0.9088431686569383,0.9993810876141751,0.9625817698778809,0.9072783212928167
NK,0.989034941234533,0.9392780348169489,0.9587274777460021,0.9488865318740203,0.9985474049914048,0.986434237054198,0.9428186008819888
NK_CD56bright,0.9984622645956426,0.898779274386194,0.8328388520971302,0.8634011754527412,0.9996341581008006,0.9467417736326054,0.8638435171030876
NK_Proliferating,0.9989568105245248,0.8763539802183417,0.8058254963427377,0.8394396089695573,0.9997397270591014,0.931713279140822,0.839746644373675
Plasmablast,0.9998995443832424,0.9932203389830508,0.9625365283459966,0.9774186860685716,0.9999848646807772,0.9867578100186588,0.9775992044776249
Platelet,0.9986708996246545,0.9770275618194162,0.9280177483956464,0.9518720180163115,0.9771532772238795,0.951677541060341,0.9515328172442568
Treg,0.9934704159599892,0.888400587418962,0.662014118931527,0.7586402543016576,0.994430433992472,0.8562505851156743,0.7638307302660037
cDC1,0.9999304538956448,0.9833043478260869,0.942,0.9614821247647996,0.9995502681310748,0.9757020445955945,0.9620329296151826
cDC2,0.9976740759105345,0.9311795683936873,0.9175461346633416,0.9242253510754097,0.9988502252384499,0.9662674217477052,0.9231152253596997
dnT,0.9985704457991986,0.8622712842712843,0.4175438596491228,0.561344537815126,0.9737477680257755,0.6198232142727552,0.5987059310071907
gdT,0.994042239551032,0.8976003266389402,0.8307655255057684,0.8628537875041431,0.9906157264010578,0.9019616595391229,0.8605050995454698
pDC,0.9998686360650414,0.9841619375307207,0.9913043478260869,0.9877151110207281,0.9999907105677407,0.998094228691279,0.9876581895869647
