,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,MCC
ASDC,0.9999227271146449,0.9714285714285715,0.8705128205128204,0.913469139556096,0.9999722973843577,0.9672119090346645,0.9171742748162377
B_intermediate,0.9948613314789855,0.8537875385106302,0.7948586118251928,0.8229978247313605,0.997551970237233,0.8997888511877564,0.821074269518866
B_memory,0.9975736220850788,0.9430854513294886,0.9372225239905848,0.94004852679462,0.9993985657109615,0.9850398347034337,0.9388652695479618
B_naive,0.9955181550349336,0.9528927658920525,0.9531894566237312,0.9530315993474929,0.9993713899584662,0.9861802431907483,0.9506836570934956
CD14_Mono,0.9908276810118615,0.9779705483188204,0.9874970684201061,0.9827076504096508,0.9988368304063793,0.994663523398209,0.9764904791302135
CD16_Mono,0.9944054227391567,0.9263761787375205,0.9309703928720829,0.928584408509078,0.9991773718434119,0.9790971840473078,0.9257213832262382
CD4_CTL,0.9966540706592134,0.8688053171893102,0.8106874788977482,0.8386370430022175,0.9977860996647777,0.918122570956891,0.8375137713711501
CD4_Naive,0.9850940016901472,0.9272240037067933,0.9355646224265423,0.9313443519615667,0.9972839474415685,0.9784072474582691,0.9230154116726961
CD4_Proliferating,0.999721817075331,0.8161090225563911,0.7568627450980392,0.7828934506353862,0.9998488885856552,0.8698240606604516,0.7845496842095329
CD4_TCM,0.9684648138870255,0.8387468343393977,0.8138694073222974,0.8261091474318787,0.9895161818282014,0.9006898626180625,0.8088915562022466
CD4_TEM,0.9819258002543727,0.7243402570468028,0.5122521333872444,0.5999309945365374,0.9826945379080463,0.6885672805962393,0.6003564240446883
CD8_Naive,0.9942972349674932,0.9637625133853019,0.9500801144318549,0.9568483276761782,0.9984278413730359,0.9893989539500552,0.953837117404553
CD8_Proliferating,0.9996290885381237,0.718968253968254,0.5999999999999999,0.6366816591704147,0.9995982138369245,0.6874497645501161,0.6476734101542604
CD8_TCM,0.9911213118260743,0.8182549122427627,0.645711844193406,0.7215927977183977,0.9882133649613027,0.7942196041039626,0.7224564573482744
CD8_TEM,0.9854803774618353,0.9109507875652978,0.8863787084820967,0.8984761023972307,0.9955099802857346,0.9557017016899776,0.8907673424456174
Doublet,0.9967931616737224,0.7732551184725098,0.20027920962199314,0.3173526209822225,0.91132777064268,0.4007717244452425,0.39177338758050195
Eryth,0.9998531819059406,0.869942338363391,0.8626373626373626,0.8608578088578088,0.9988419674955683,0.9095179607798048,0.8634920359964416
HSPC,0.9999613634080472,0.9962264150943396,0.9847605224963715,0.9903641456582634,0.9999921109666665,0.9975443607480136,0.990409706586289
ILC,0.9997759096176863,0.9083574879227052,0.8129870129870131,0.8545159828086657,0.9908230665741975,0.9216770305160997,0.8574769647749146
MAIT,0.9971563439661961,0.9213358923552943,0.912888597772963,0.9170359855649487,0.9994192253767752,0.9726844990791804,0.9156288723290474
NK,0.9866162865180079,0.9321552422994233,0.9425682854234525,0.9373084053840135,0.9981198984537818,0.9833164861803132,0.9298505503258472
NK_CD56bright,0.9989568120172765,0.9283257483257483,0.8912406181015452,0.9086888493872071,0.9997856643752654,0.9674456317082318,0.9087176059187103
NK_Proliferating,0.9989954474150279,0.8820923634145978,0.812617554858934,0.8449210750590913,0.9996315391038829,0.9338819703870185,0.8456413436732824
Plasmablast,0.9999149997365443,0.9862653419053184,0.9761542957334892,0.9811371367771133,0.9999781124091587,0.9961372333016362,0.981131044642175
Platelet,0.9985395341969442,0.9703037687167745,0.9252974196334183,0.947239169017249,0.980947755253385,0.9555050839758132,0.9467874859274297
Treg,0.9945831482557661,0.8660208611797712,0.7696864803166213,0.8149046962283641,0.9950394190468017,0.8835548668475746,0.813677885493534
cDC1,0.9999768181642485,0.9923076923076923,0.9833333333333334,0.9875677930746767,0.9994846984814499,0.9914822789212432,0.9876827755955417
cDC2,0.9974113504290196,0.9319363815184613,0.8985561097256858,0.9148144461939738,0.9994477551118675,0.9712088762449088,0.9137228956362066
dnT,0.9988331739676666,0.8479070533948583,0.5719298245614036,0.6827580341195483,0.9818217468532392,0.6938639187059616,0.695675515195194
gdT,0.992813592105491,0.8961247895207762,0.7708134589628515,0.8287350804662559,0.9882768592192959,0.8771922780810941,0.8275410234764926
pDC,0.9998918184978935,0.9884472049689441,0.9913043478260869,0.9898654989052236,0.9999927379828579,0.9985379566008866,0.9898163124279089
