,accuracy,precision,recall,f1,roc_auc,pr_auc,mcc
B,0.9994513672012187,0.9973701057828166,0.996195652173913,0.9967823568098393,0.9979753315088529,0.9939010640766959,0.9964827863535826
CD4_T,0.9687664189618659,0.9356023821036608,0.9415871502336423,0.9385834449862713,0.9597906863851107,0.8957563663631326,0.917651927992916
CD8_T,0.973526414626759,0.9089073290797615,0.924515337423313,0.9166429229709211,0.953600056187714,0.8521857751576114,0.9009562910555762
DC,0.9983695435214092,0.9650539944995545,0.9613355552189062,0.9631869366648165,0.9802726479772204,0.9286124363721224,0.9623573473738232
Mono,0.9926513723925744,0.9787992947235867,0.9973474690368811,0.9879862769171485,0.9939788193516936,0.9770068544816827,0.9827836448890632
NK,0.9927440994374919,0.9663452924509899,0.9709328501201119,0.968630296248775,0.9832608183166803,0.9416101802290863,0.9645335256695209
other,0.9948459068728605,0.9824287764810602,0.7715921465104768,0.8641937294296806,0.8856460628666504,0.7628998710019943,0.8682181418968773
other_T,0.989081373566475,0.9052672669212571,0.8263648238600843,0.8639519386317437,0.9112869597191967,0.7553704885236445,0.8592812667661123
