,Percentage,Prevalence,Other_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.07962478184991274,0.4038095238095238,0.4463207296555388,2190,1.0,1.0,1.0,1.0,1.0,0.0054763928055763245,0.0011965985177084804
1.4677992676220687e-05,0.07013525305410122,0.44,0.47739307535641545,1929,1.0,1.0,1.0,1.0,1.0,0.00649200240150094,0.0007345942431129515
2.1544346900318854e-05,0.05035631180919139,0.5285714285714286,0.5508899318161693,1385,1.0,1.0,1.0,1.0,1.0,0.00768432579934597,0.00213099317625165
3.16227766016838e-05,0.046465968586387435,0.5566666666666666,0.5738510581776322,1278,1.0,1.0,1.0,1.0,1.0,0.009606827981770039,0.0010585569543763995
4.6415888336127784e-05,0.03664921465968586,0.6057142857142858,0.605516691755955,1008,1.0,1.0,1.0,1.0,1.0,0.01198892667889595,0.0008458984084427357
6.81292069057961e-05,0.02065154159394997,0.6933333333333334,0.660940405560967,568,1.0,1.0,1.0,1.0,1.0,0.01366929430514574,0.004827182739973068
9.999999999999991e-05,0.0191608493310064,0.7533333333333333,0.7246967147790667,527,1.0,1.0,1.0,1.0,1.0,0.01649177074432373,0.000985694001428783
0.00014677992676220703,0.014325189063408959,0.8114285714285714,0.7535464447002569,394,0.9999431927911518,0.9986016373690099,0.9965996736344729,0.999043062200957,0.9966587112171837,0.019509438425302505,0.0014134891098365188
0.0002154434690031884,0.007780686445607912,0.8566666666666667,0.7769237580802266,214,0.9993219735782385,0.9876560469604736,0.956990985373573,0.9660852713178295,0.957732949087416,0.022730205208063126,0.0026771551929414272
0.00031622776601683783,0.005926410703897615,0.8704761904761905,0.7991144957053041,163,0.9991395596935312,0.9808579841564191,0.9343313862676994,0.9463937621832359,0.9354527938342967,0.026611559092998505,0.010251488536596298
0.00046415888336127795,0.004253926701570681,0.8914285714285715,0.8298769149030373,117,0.9981008715892273,0.9480653751597521,0.8686035166916656,0.8928928928928929,0.8706686188384578,0.030955813825130463,0.0004018307663500309
0.0006812920690579617,0.0030541012216404886,0.9280952380952381,0.8610112459045426,84,0.9972539752817802,0.9287419087744291,0.8462837757893379,0.8810256410256411,0.8483950617283951,0.03603319078683853,0.0017963781720027328
0.0010000000000000002,0.0025087260034904013,0.9657142857142857,0.8536792703444611,69,0.9971908767757524,0.924661311277306,0.8462377041678542,0.8738647830474269,0.8486036256736894,0.04226457700133324,0.0005806576227769256
0.0014677992676220694,0.0019269924374636417,0.9885714285714285,0.9260426813070043,53,0.996414399143169,0.904645088876247,0.8261935559525916,0.8636363636363636,0.8285431119920714,0.04941532015800476,0.0016266610473394394
0.0021544346900318843,0.0015270506108202443,0.9952380952380953,0.9494996900734969,42,0.9949506858441599,0.8646972791071401,0.7832418013407018,0.8411316648531012,0.7851701371254444,0.05755867436528206,0.0016010490944609046
0.003162277660168382,0.001272542175683537,0.9952380952380953,0.9471885238643407,35,0.9942330562969898,0.8519917801629769,0.7808113103131787,0.8436123348017621,0.7824310520939735,0.06636177003383636,0.0013929905835539103
0.004641588833612781,0.000981675392670157,0.9961904761904762,0.9518108562826529,27,0.9856665359493659,0.6208174405478712,0.5368346061350273,0.667144906743185,0.5323411562678878,0.07477526366710663,0.0013519602362066507
0.006812920690579613,0.0007998836532867946,0.9976190476190476,0.9943859027716284,22,0.9824187591976488,0.5839748639790909,0.5161696792266707,0.663093415007657,0.5085143863769818,0.08347849547863007,0.003089625621214509
0.010000000000000004,0.0007271669575334497,0.9985714285714287,0.9950323209067564,20,0.9757717928931955,0.4762454026801335,0.413055295171089,0.6075697211155379,0.3930412371134021,0.09235692024230957,0.0012974905548617244
0.014677992676220709,0.0004726585223967423,0.9990476190476191,0.997449747631276,13,0.9555165652553413,0.22698582564173453,0.10518945173529112,0.32,0.06808510638297872,0.10124874114990234,0.0006912949029356241
0.02154434690031885,0.0005090168702734148,1.0,0.9991144957053042,14,0.9463901700589915,0.2582692130462954,0.1534568520326391,0.4024390243902439,0.10873146622734763,0.11066418141126633,0.0008560619316995144
0.0316227766016838,0.00018179173938336242,1.0,0.9994155671655007,5,0.7725001159588958,0.04374926769949403,0.0,0.0,0.0,0.1191692054271698,0.00034530999255366623
0.04641588833612786,0.00014543339150668993,0.9971428571428571,0.9972992119011777,4,0.7733746568670858,0.04354980953603024,0.0,0.0,0.0,0.12867148220539093,0.00016695100930519402
0.0681292069057962,3.635834787667248e-05,1.0,0.9999645798282122,1,0.7720329323263884,0.04491172292037353,0.0,0.0,0.0,0.1416415274143219,0.00012922286987304688
0.10000000000000002,3.635834787667248e-05,1.0,0.9999645798282122,1,0.7720329323263884,0.04491172292037353,0.0,0.0,0.0,0.159959077835083,3.248453140258789e-05
