,Percentage,Prevalence,Other_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.07111692844677138,0.4883855981416957,0.44501102288817596,1956,1.0,1.0,1.0,1.0,1.0,0.004550798796117306,0.002869597403332591
1.4677992676220687e-05,0.05130162885398488,0.5609756097560976,0.4970336780599717,1411,1.0,1.0,1.0,1.0,1.0,0.005308700725436211,0.004501818213611841
2.1544346900318854e-05,0.0570826061663758,0.5679442508710801,0.5105568798953274,1570,1.0,1.0,1.0,1.0,1.0,0.0069687990471720695,0.0015134336426854134
3.16227766016838e-05,0.046611401977894124,0.622822299651568,0.5607692721309125,1282,1.0,1.0,1.0,1.0,1.0,0.00820065476000309,0.0009170119883492589
4.6415888336127784e-05,0.03788539848749273,0.6689895470383276,0.599546538096177,1042,1.0,1.0,1.0,1.0,1.0,0.009868563152849674,0.000829446769785136
6.81292069057961e-05,0.03174083769633508,0.7195121951219512,0.6444356818955783,873,1.0,1.0,1.0,1.0,1.0,0.011649161577224731,0.010769978165626526
9.999999999999991e-05,0.017306573589296104,0.8095238095238095,0.6989855358199057,476,1.0,1.0,1.0,1.0,1.0,0.013450250029563904,0.004848322831094265
0.00014677992676220703,0.013525305410122163,0.8469802555168409,0.7467603462799992,372,0.9999968462318184,0.9999053579535782,0.9985038570085079,0.9982588508415554,0.9985486211901307,0.01570194587111473,0.004937019199132919
0.0002154434690031884,0.009453170447934846,0.895760743321719,0.7944096929722366,260,0.9998673647922854,0.9960614888253998,0.968528022251835,0.970879440885265,0.9694678685664437,0.018215756863355637,0.0005129952332936227
0.00031622776601683783,0.00512652705061082,0.8861788617886179,0.7282275554281002,141,0.9996695621172946,0.9910120053661415,0.9516647575999925,0.9561659848042081,0.9531022429362074,0.02125353366136551,0.003112185513600707
0.00046415888336127795,0.004181210005817336,0.9181184668989547,0.7928772426648504,115,0.9995498646450576,0.9890710298446552,0.9471470306813798,0.952046783625731,0.9487179487179488,0.02498505264520645,0.002894745906814933
0.0006812920690579617,0.002617801047120419,0.9274099883855982,0.796712849282168,72,0.9993907710917406,0.983938034392208,0.9341801699706166,0.9402460456942003,0.9361329833770778,0.029438123106956482,0.002770261839032173
0.0010000000000000002,0.0019997091332169866,0.9291521486643438,0.7454698618106214,55,0.9991245326880579,0.9779706686491292,0.9228372354745239,0.9321933962264151,0.9251023990637799,0.03495020419359207,0.0026166613679379225
0.0014677992676220694,0.001490692262943572,0.9639953542392566,0.8005484558994856,41,0.9984920408362811,0.9680609908231529,0.9170443904991304,0.9273479031305375,0.9194729136163982,0.041819848120212555,0.002377450233325362
0.0021544346900318843,0.001127108784176847,0.9639953542392566,0.7454698618106214,31,0.9982111577070819,0.9586353014179163,0.9058013328940531,0.9206917113893858,0.9085025007355104,0.05033810809254646,0.00230531208217144
0.003162277660168382,0.001199825479930192,0.9796747967479674,0.7454698618106214,33,0.998092605167188,0.9572760510818059,0.9064204526123082,0.9248798076923077,0.9090372120496161,0.06117141991853714,0.009144102223217487
0.004641588833612781,0.0008362420011634672,0.9883855981416957,0.8476690624271862,23,0.9977473768403043,0.9506740522491951,0.8960476592694406,0.9116417910447762,0.8990285546070063,0.0736415833234787,0.000672078225761652
0.006812920690579613,0.0005453752181500873,0.9936120789779327,0.9586328033982757,15,0.9956246722761274,0.9107467312880992,0.869646829295063,0.9046728971962616,0.8728584310189359,0.08792911469936371,0.0009423423907719553
0.010000000000000004,0.0005453752181500873,0.9936120789779327,0.9586328033982757,15,0.9956246722761274,0.9107467312880992,0.869646829295063,0.9046728971962616,0.8728584310189359,0.10307227075099945,0.0006906171911396086
0.014677992676220709,0.00029086678301337986,0.9973867595818815,0.8586381804168981,8,0.9762651570046763,0.45860201864969175,0.3656538545325412,0.5452352231604343,0.35437083496667976,0.11659212410449982,4.552240716293454e-05
0.02154434690031885,0.0002545084351367074,1.0,0.9930815693725019,7,0.9671947219534925,0.33044813145522145,0.17395301397160623,0.34523809523809523,0.15633423180592992,0.1311190128326416,0.001733513898216188
0.0316227766016838,0.00018179173938336242,1.0,0.9998924596275518,5,0.9550768100761041,0.23812605194367364,0.026086609388840967,0.09578544061302682,0.025214321734745335,0.1474114954471588,1.4409424693440087e-05
0.04641588833612786,0.00014543339150668993,1.0,0.9999283064183679,4,0.9506705067281117,0.2256546895572939,0.038107801254347824,0.12363636363636364,0.03405107661492238,0.16417834162712097,9.915630653267726e-05
0.0681292069057962,0.00010907504363001745,1.0,0.999964153209184,3,0.7650889020188343,0.0738426942602318,-0.003945887237533114,0.0,0.0,0.17741529643535614,0.0002015872159972787
0.10000000000000002,0.00010907504363001745,1.0,0.999964153209184,3,0.7650889020188343,0.0738426942602318,-0.003945887237533114,0.0,0.0,0.19474676251411438,2.4978209694381803e-05
