,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.41601221640488656,0.18344519015659955,0.18233618233618235,11442,0.8718266926740891,0.24690504193987065,0.2930237745092693,0.29591836734693877,0.29896907216494845,0.6598951816558838,0.0003151320852339268
1.4677992676220687e-05,0.387761780104712,0.203579418344519,0.2022792022792023,10665,0.8846148929020193,0.25806107168772763,0.31273185640779644,0.3047619047619048,0.318407960199005,0.6629557013511658,0.00012975148274563253
2.1544346900318854e-05,0.3608929610238511,0.22371364653243847,0.2222222222222222,9926,0.8817748969930744,0.2789161722255858,0.3477687802799287,0.3626373626373626,0.3529411764705882,0.666181743144989,0.00017329608090221882
3.16227766016838e-05,0.32777050610820246,0.2483221476510067,0.245014245014245,9015,0.8829739049121884,0.2671656898934392,0.35180581480840195,0.3707865168539326,0.3567567567567567,0.6693056225776672,0.00040376451215706766
4.6415888336127784e-05,0.29119400814426993,0.2751677852348993,0.27350427350427353,8009,0.887727930218287,0.28011796262209093,0.34654745833643336,0.38271604938271603,0.3502824858757062,0.6724365949630737,0.0004763659380842
6.81292069057961e-05,0.25218150087260033,0.3087248322147651,0.30484330484330485,6936,0.9067814719032172,0.31385567505528955,0.39901355446630427,0.4594594594594595,0.4000000000000001,0.6756181120872498,0.0005149558419361711
9.999999999999991e-05,0.21131471785922049,0.3400447427293065,0.33903133903133903,5812,0.8974514917740568,0.2548495089123267,0.2818087324336711,0.34328358208955223,0.2822085889570552,0.6787568926811218,0.00045415826025418937
0.00014677992676220703,0.1705933682373473,0.38926174496644295,0.38746438746438744,4692,0.9269317451272611,0.3291679348537688,0.39356594539682305,0.4473684210526316,0.3953488372093023,0.6817702054977417,0.0008850586018525064
0.0002154434690031884,0.13070826061663757,0.44742729306487694,0.4472934472934473,3595,0.9144668113146898,0.32475620506808045,0.34290752703330774,0.36363636363636365,0.34782608695652173,0.684495747089386,0.0006266417913138866
0.00031622776601683783,0.09293193717277487,0.5167785234899329,0.5128205128205128,2556,0.9039533473598084,0.3078757517378024,0.3585554704581347,0.37362637362637363,0.3636363636363636,0.6868839263916016,0.0006500646704807878
0.00046415888336127795,0.059664048865619546,0.5838926174496645,0.5811965811965812,1641,0.8851445384413081,0.23391418198019276,0.295969217342664,0.2517985611510791,0.2978723404255319,0.6887655258178711,0.0006512224790640175
0.0006812920690579617,0.032322571262361835,0.6711409395973155,0.6695156695156695,889,0.8636240356798456,0.29559596730598414,0.2922556655760022,0.211340206185567,0.2827586206896552,0.6901382803916931,0.00042556479456834495
0.0010000000000000002,0.014906922629435718,0.7874720357941835,0.7834757834757835,410,0.931778001811753,0.4663620976022782,0.5221587626368588,0.6027397260273972,0.5207100591715976,0.6910564303398132,0.0005343487719073892
0.0014677992676220694,0.007053519488074462,0.8579418344519015,0.8561253561253561,194,0.9483193799129189,0.5380892419707305,0.5805662875228295,0.7258064516129032,0.5696202531645569,0.6916710138320923,0.0005257449811324477
0.0021544346900318843,0.0036358347876672484,0.9172259507829977,0.915954415954416,100,0.9563188539201075,0.5663822234028515,0.5836007352719514,0.803921568627451,0.5578231292517007,0.6920948028564453,0.00048403575783595443
0.003162277660168382,0.0016724840023269343,0.9250559284116331,0.9202279202279202,46,0.9642589710996172,0.5790139291520157,0.533128959164423,0.8095238095238095,0.4927536231884058,0.6924061179161072,0.00035409280098974705
0.004641588833612781,0.0007635253054101221,0.8120805369127517,0.8062678062678063,21,0.9569060299231467,0.5405594259853136,0.42625060279408444,0.7666666666666667,0.36507936507936506,0.6926155090332031,0.0003617086331360042
0.006812920690579613,0.0007271669575334497,0.8456375838926175,0.8433048433048433,20,0.9538907030770579,0.5425547927491895,0.4102482260215564,0.7777777777777778,0.34146341463414637,0.6928576231002808,0.0002823149843607098
0.010000000000000004,0.0014179755671902268,0.9440715883668904,0.9401709401709402,39,0.9552148169252799,0.5579765252046212,0.5109834905885209,0.8157894736842105,0.4626865671641791,0.6931228041648865,8.090410847216845e-05
0.014677992676220709,0.00010907504363001745,0.9172259507829977,0.9173789173789174,3,0.9396345628415301,0.09455503378935518,0.0,0.0,0.0,0.6931471824645996,8.409372094320133e-05
0.02154434690031885,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.0316227766016838,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.04641588833612786,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.0681292069057962,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.10000000000000002,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
