,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.3782722513089005,0.11353032659409021,0.11485148514851486,10404,0.9993413543997909,0.9599714673412397,0.8503869617316945,0.7771084337349398,0.8486842105263158,0.6421271562576294,3.0553571832570015e-06
1.4677992676220687e-05,0.3424956369982548,0.1290824261275272,0.12871287128712872,9420,0.9995753553051895,0.9684061099077488,0.8785054696463812,0.7976190476190477,0.8758169934640523,0.6457490921020508,2.804586756610661e-06
2.1544346900318854e-05,0.3114819662594532,0.14307931570762053,0.14257425742574256,8567,0.9995524015379024,0.9690902050248278,0.880082814761086,0.81875,0.8791946308724833,0.6495499014854431,3.4883844364230754e-06
3.16227766016838e-05,0.2801410703897615,0.15863141524105753,0.15841584158415842,7705,0.99938216109719,0.9653873885159175,0.8834308071340226,0.8376623376623377,0.8835616438356164,0.6534544229507446,2.435406349832192e-05
4.6415888336127784e-05,0.23960151250727166,0.18040435458786935,0.1801980198019802,6590,0.9995058563986815,0.9667280877127018,0.9063291643513532,0.8675496688741722,0.9065743944636678,0.6572897434234619,7.198991625045892e-06
6.81292069057961e-05,0.19720767888307156,0.2099533437013997,0.2099009900990099,5424,0.9994911914918037,0.9665496419793917,0.8912951242511311,0.8590604026845637,0.8919860627177699,0.6611484289169312,2.3201116619020468e-06
9.999999999999991e-05,0.15819517161140198,0.24727838258164853,0.24752475247524752,4351,0.9993094741674478,0.9650884231681449,0.8903786133703445,0.8441558441558441,0.8904109589041096,0.6647156476974487,0.008557580411434174
0.00014677992676220703,0.11914630599185573,0.29237947122861585,0.29306930693069305,3277,0.9989594292163201,0.9643277700860293,0.9032987980338524,0.8618421052631579,0.903448275862069,0.6676737070083618,2.325473587916349e-06
0.0002154434690031884,0.08518760907504364,0.35769828926905134,0.3564356435643564,2343,0.9993611201438435,0.968238194490647,0.8983569870788474,0.8657718120805369,0.8989547038327527,0.6702544689178467,1.1923726788154454e-06
0.00031622776601683783,0.05719168121000582,0.4416796267496112,0.4415841584158416,1573,0.9992393376562928,0.9673009902135264,0.9005434969466091,0.8767123287671232,0.9014084507042253,0.6724742650985718,5.365408242141712e-07
0.00046415888336127795,0.03494037230948226,0.5194401244167963,0.5207920792079208,961,0.9995294477706154,0.9669544740043499,0.8996863557555795,0.8819444444444444,0.900709219858156,0.6744092702865601,1.0730473150033504e-06
0.0006812920690579617,0.0191608493310064,0.6220839813374806,0.6277227722772277,527,0.9992705802839892,0.9454386091097041,0.8740469998148246,0.8601398601398601,0.8754448398576513,0.676264226436615,0.009817717596888542
0.0010000000000000002,0.008616928446771378,0.7262830482115086,0.7306930693069307,237,0.998734673578301,0.9156524984796548,0.8882738529918596,0.8533333333333334,0.888888888888889,0.6779254078865051,5.961122496955795e-06
0.0014677992676220694,0.004363001745200698,0.7768273716951788,0.7762376237623763,120,0.9995504887239619,0.9619416734527988,0.8956667627170597,0.8811188811188811,0.896797153024911,0.6798005700111389,0.0028757683467119932
0.0021544346900318843,0.0022178592204770216,0.8211508553654744,0.8217821782178217,61,0.9996435790024037,0.9728951730371148,0.9113779035875275,0.9191176470588235,0.9124087591240877,0.681726336479187,0.0012791737681254745
0.003162277660168382,0.0014543339150668994,0.8001555209953344,0.802970297029703,40,0.999419779771355,0.9592554865313198,0.907997253621213,0.9124087591240876,0.9090909090909091,0.6835651397705078,0.0008034724160097539
0.004641588833612781,0.0006544502617801048,0.812597200622084,0.8138613861386139,18,0.9958460057256897,0.9479980937859069,0.8818726135128644,0.928,0.8821292775665398,0.6853445172309875,0.0005784849636256695
0.006812920690579613,0.00036358347876672484,0.812597200622084,0.8138613861386139,10,0.9975171675051169,0.9016452827413949,0.8342681402661705,0.8615384615384616,0.835820895522388,0.6871625781059265,0.0004338672151789069
0.010000000000000004,0.00029086678301337986,0.8157076205287714,0.8138613861386139,8,0.9968993286023068,0.8772380585478996,0.8128222736429672,0.8333333333333334,0.8148148148148148,0.6890023946762085,0.0003339232935104519
0.014677992676220709,0.0002181500872600349,0.8157076205287714,0.8138613861386139,6,0.989695990104376,0.7817907699917196,0.6847721731841335,0.7777777777777778,0.6829268292682927,0.6907722353935242,0.00030788968433625996
0.02154434690031885,0.00014543339150668993,0.8157076205287714,0.8138613861386139,4,0.9817080790884803,0.7194883079981055,0.6662716382285863,0.7641509433962265,0.6639344262295083,0.6921473145484924,0.0003248668508604169
0.0316227766016838,7.271669575334496e-05,0.838258164852255,0.8405940594059407,2,0.9636297557336598,0.4706023780272237,0.4676635990091234,0.6282051282051282,0.4537037037037037,0.6930402517318726,0.00023220060393214226
0.04641588833612786,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.0681292069057962,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
0.10000000000000002,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931473612785339,0.0
