,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,MCC
ASDC,0.9998377268511891,0.9191919191919192,0.7217948717948718,0.808008658008658,0.999884580694399,0.9166075743548271,0.8141475415016373
B_intermediate,0.99535587949772,0.8823143936193556,0.7979434447300772,0.8377007604069504,0.998314423399095,0.917218611342802,0.8365964551564542
B_memory,0.997627711641931,0.9443745365659237,0.9387434365381134,0.9414264649840302,0.9997627377961595,0.9893345766779719,0.9402849248119345
B_naive,0.995162696239406,0.9468441148165603,0.9520549347436663,0.9494264306511344,0.9993499763859741,0.9864487182789409,0.9468990631668674
CD14_Mono,0.9920254096899399,0.9806988257719516,0.9892539244375771,0.9849568608141894,0.9989713585658062,0.9953359827978083,0.9795496598364002
CD16_Mono,0.995309519408821,0.937194693752647,0.9432343040780662,0.9401766561301492,0.9993701750022425,0.9836992732798262,0.9377562829349324
CD4_CTL,0.9974113468464157,0.9182305996185514,0.8329870399709114,0.8734913710033354,0.9989476220724394,0.9457187055670551,0.8732652617555037
CD4_Naive,0.9869253705956703,0.9310721673360737,0.9492952545211173,0.9400907645811589,0.99808829690353,0.9840657187770498,0.9328116458582422
CD4_Proliferating,0.9997140896972304,0.8626484626484625,0.6875816993464052,0.7594364108268447,0.9993896412872771,0.8835665229804363,0.7670649412885482
CD4_TCM,0.974183024122123,0.8644093013125689,0.8534124481661136,0.8588597296825343,0.9926682364259507,0.9285019016519144,0.8446831485046431
CD4_TEM,0.9884012986186855,0.8448409916371867,0.6882654125258028,0.7584232234800644,0.9925880598011798,0.8458960551415821,0.7567674075462522
CD8_Naive,0.995595425531886,0.9754224736650403,0.9579745372944982,0.9666115407160072,0.9991386301855609,0.9935315732262862,0.9643036665821105
CD8_Proliferating,0.9995904522447212,0.7052958152958153,0.4942857142857142,0.5754495938843764,0.9994454870311469,0.6867505799862591,0.587231610058133
CD8_TCM,0.9940499666305822,0.9060003760555256,0.7432872261505666,0.8165179879800254,0.9955731321841002,0.9033176288123256,0.8176954256909206
CD8_TEM,0.9908431324840092,0.9422705407179691,0.930718676198125,0.9364519591455572,0.9981053668969022,0.9820972804898874,0.931542920288176
Doublet,0.9973804340499598,0.7892815698688186,0.40689432989690727,0.5345516075940768,0.8754589447863212,0.46235855014676286,0.5642163303250508
Eryth,0.9998686360650412,0.9014260249554367,0.8472527472527472,0.8683216456287985,0.9890908079125638,0.856072241759707,0.871258607265629
HSPC,0.9998995449803431,0.9961538461538462,0.9544267053701017,0.9747166128113932,0.9999860424272761,0.9945632710079341,0.9749542151277651
ILC,0.9996290891352242,0.9647058823529411,0.574891774891775,0.7110424143132054,0.9992402271819154,0.926291215826898,0.7392232990872408
MAIT,0.9975195295427236,0.9301700896701404,0.9254627903461479,0.9277376256259121,0.9996065942618474,0.9795464715292223,0.9265165736779544
NK,0.9900317619631496,0.9495200955815749,0.9569806468774458,0.953231348130274,0.9989785517685391,0.9910350687908462,0.947664687238869
NK_CD56bright,0.9987172635947077,0.9258182502401349,0.8488035320088301,0.8847777396856294,0.9997914913641688,0.965816866857107,0.8854120202866749
NK_Proliferating,0.9991113574894364,0.9124188471235222,0.8173458725182863,0.861653105691812,0.9997596809199483,0.9490744629483256,0.8628305562547618
Plasmablast,0.9999149994379939,0.9862027951234017,0.9760374050263005,0.9810761546649533,0.999993691217534,0.9973533740241697,0.9810556305354583
Platelet,0.9986090811969502,0.9742413170141768,0.9263858489301826,0.9496918245239817,0.9767083753478314,0.9470280148916995,0.9493064288184208
Treg,0.9944131507143579,0.8962497112065311,0.723332216721877,0.8005532064726812,0.9961608237296307,0.8863643127608475,0.802473265655593
cDC1,0.9999459083532958,0.982213438735178,0.9583333333333334,0.9698427382053654,0.998951968443035,0.9858146084939039,0.9700313072102069
cDC2,0.9980527150490619,0.9406430407624617,0.9330349127182046,0.9368000416034971,0.9995388621834864,0.9787471964711744,0.9358312607117476
dnT,0.9988409013457673,0.8650804674643684,0.5614035087719298,0.6804650108199312,0.9796107619762484,0.6854247312758267,0.6961406311906637
gdT,0.9939572383919252,0.9018358454241721,0.8215183627434856,0.8597943915702297,0.9918647418553634,0.9094063324053767,0.8576925460290739
pDC,0.9998686363635917,0.9856206061977429,0.9898444938114885,0.987704419839447,0.999985363370031,0.9961157967874202,0.9876526032087825
