,B_cell,Mono&DC,NK,Progenitor_cells,T_cell
24,1.5977926072565677e-06,3.832631019453732e-09,0.00012523964975654644,4.479810370543831e-06,0.9910511388271618
25,0.00019902886336251813,0.016907082657696897,0.7671725777504803,9.539415838303935e-05,0.00404342885090259
26,0.00010633601408142546,0.000353241634890017,6.20620083001438e-05,9.68046107068486e-05,0.9966134168302114
27,3.817014680473612e-05,0.000957215116257578,5.537503508013592e-05,0.00048936395513683,0.9891368260844007
28,9.253400058059855e-06,0.7185099490972702,2.1271888119471466e-05,0.30242209671579057,0.00023725341126937417
29,0.001297550298909701,0.9997898422134978,0.0005814718473505075,1.3017733131185542e-05,6.809095148086065e-08
30,0.009964524908817015,0.030428230408074988,0.00015649095193343712,0.9999629890217302,0.0006360551688956186
31,0.02908107756636167,2.419579789378762e-06,0.379640415052631,0.0001489586391316848,0.9918413332988717
32,2.819693750733413e-06,6.187150772607478e-05,3.4650246197713234e-06,0.0001340636054164185,0.9978009496667165
33,0.00032686308997537686,0.9986003254474934,0.00010317004454796315,0.022406967807496618,0.00010189207159983026
34,0.0012001707755048526,0.9522997273851943,1.5508581095387115e-05,0.00028646920462075423,7.922184816191582e-05
35,0.0014441089467262498,0.00026853908988590724,5.093726638273826e-06,0.00021272698599073055,0.9846511737670028
36,7.80637489452776e-05,0.3293824749539414,7.731483580984588e-06,0.021446991657025367,2.9666960742737594e-05
37,0.0002210215001839635,0.9937288691432895,2.1560651737163742e-05,0.0039309720900404495,3.244211967484388e-05
38,0.0016615483990787218,0.03299170491347047,8.880563789262995e-05,6.0930882749832244e-05,0.9930299478529061
39,0.00024706669512575925,0.9964336766943503,2.1743299401852067e-05,0.0014367901168347468,6.874245155375092e-05
40,0.0003152380701293522,0.016314988443600294,8.892351116033223e-05,0.9790454050999153,0.00021174383808694681
41,0.0008240457438750849,0.4259074244548126,7.566977161107892e-05,0.9899914077108747,1.6750998288013246e-07
42,0.00129110122543272,0.987441270477529,1.4309699942739381e-05,0.008190678664219651,7.211245068299433e-05
43,0.00030261490397858815,4.064374410944768e-05,8.915651907254071e-05,0.00043484190485830156,0.9960142893874934
44,0.0016478645416918257,0.9974440404872937,1.4750485024531852e-05,0.004170114374995455,6.250844910506892e-05
45,0.03128317783248002,0.0006727563705379866,3.200522488005656e-05,0.001610182068753242,0.9994313978053488
46,8.104792684389694e-06,1.8454860836514243e-09,3.799061316578726e-05,0.017763250297543314,0.9999485041590412
47,0.9944930870296158,0.001012006617045781,0.8950016578304524,0.0005753191077044597,0.04743012590894706
48,0.07312703167783008,0.770911240673047,2.616240745866749e-05,0.013439012557452158,0.0005709878456115811
49,0.07667065123885378,0.0024800011429002835,0.0041468745575746,5.603064525726237e-05,0.9998905742685228
50,8.495058549852357e-06,0.00046152596222868194,3.966123639841359e-05,9.969412575417937e-05,0.9992954821717964
51,7.509588330217646e-05,3.93102513096971e-05,5.089508294225709e-05,0.00022060133469781795,0.9970483344315271
52,9.069508599372337e-05,0.056746553652789904,0.02807462541391348,0.000361705431445911,0.9867097051591424
53,0.00017587425324205896,0.00522078050147431,5.364962578484241e-05,0.0016593957003534028,0.9986226567057985
54,0.029476696404287312,4.679740033720061e-06,0.0016534696727635476,0.007268229242677248,0.9998899907588633
55,0.011755312080894571,0.6191791440646355,0.00037773544548519417,0.043945313334146044,0.0010551006234489565
56,0.0010111560960422124,0.7499333961923759,2.723868406151799e-05,0.0008683025467176948,5.657020976511115e-05
57,4.0747123587251584e-07,0.96593776964887,3.1031016068461145e-05,0.00028470298882782877,0.00014177534233037687
58,4.363685066073073e-05,0.0035324633338775138,3.6912376623214334e-05,1.3683408566712116e-06,0.988210759529885
59,0.0005466057476590904,0.9967835285992104,2.026838153934668e-05,0.0008683710807415306,0.00012750968672779736
60,3.674546417673442e-06,0.00042320398171672276,5.347986865309063e-06,0.0010698863260283724,0.779488296020438
61,0.0007676817830461762,0.1472487864021694,0.2587318043124283,6.201785642725921e-05,0.9995847615145845
62,8.036383127782251e-05,0.00015575234777602336,1.5063020183202496e-05,0.00010301333870573166,0.9996862237639583
63,8.408298838891493e-05,0.9984851672084425,8.709330657287676e-05,0.004686040909479189,5.902860191493309e-07
64,0.8738426245438549,0.005301158500908224,2.7413861737535716e-05,0.0001948147424673258,0.0018053895897235897
65,0.002761943700314282,0.9977732368541538,6.237822751287377e-05,0.0001678272702217427,2.3728477206844884e-06
66,4.935077456354287e-06,0.00015066340173193495,6.495774521983096e-06,6.316790920246332e-05,0.9980894569771863
67,0.00024344091282708054,0.9711229956548273,1.947732719947998e-05,0.04092850293096767,0.000605271648711625
68,0.06035349194413575,0.0035327082620330748,9.37702108447757e-05,0.0008607494713443665,0.748627465944156
69,0.9936421922914828,0.0002149578996620036,7.822330442383628e-06,0.004001379916326683,0.12556297203805933
70,3.231340502650905e-05,0.34587491601948456,0.0009676990738512952,0.0001931563414575469,0.920922443569726
71,4.8463699575524434e-08,0.980152571183426,0.00021401431657636322,0.002305756056954846,6.739540687944765e-06
72,4.383504088220852e-06,6.13164128903099e-05,3.922817075646996e-05,0.00010848418377532617,0.9999687094286561
73,8.359619646561876e-07,0.0012734271076434184,1.1384324716769408e-05,0.00041148273250421187,0.9964037892024383
74,0.0001112646973600991,0.00010860940736603701,4.684559070005537e-06,0.0005017367710800924,0.999456945295994
75,0.0003524782169845046,0.9981733503491779,9.076117958311739e-06,0.0011708617595043733,0.0008865148886358779
76,0.016551512969956512,0.00014582309140488757,0.003443312159461172,0.0008435828159168165,0.9876777050211265
77,0.00044217692431024425,0.015999694198249925,0.00038309355895451086,6.0334398890029774e-05,0.9956107014534834
78,5.4300762534214786e-05,0.00061636314124997,0.0016763123904877323,1.2718675455384501e-06,0.993054914284072
79,0.013757978738193082,0.9839590366701199,1.0091758299951659e-05,0.007497124263108514,0.00040640970065479486
80,0.006757690644467506,0.0009996864341848106,1.3489509945036843e-05,0.0016647172837408318,0.9944753077538033
81,0.0467263097070274,0.008343247567675707,0.00013291679979716132,0.00032587981313211015,0.028200501541792447
82,0.006309931608740046,0.0006724615039804115,0.1026696912392937,2.0751697946648455e-05,0.9981538168508817
83,0.0006406794117349261,6.410503891492301e-05,9.024474010709021e-06,0.00023360857274328756,0.9986901465092431
84,1.741572022998991e-06,0.0045068617235610375,0.006461093600257214,6.98412836047891e-05,0.9997858697850176
85,8.708112608683515e-06,1.7672227422805343e-06,0.8876115084221984,1.0272244734939922e-05,0.8714129164203321
86,0.6938501056574975,0.0009751125987390332,7.21407781139907e-05,0.005784406524444753,0.004415431392609749
87,7.031590928712427e-06,0.010134626331429274,0.6935597402783371,9.298896819963637e-05,0.008523785921682039
88,1.5221969013680417e-05,4.710256216622193e-05,7.14283893937756e-06,0.0007303319732767817,0.9998896583961431
89,0.00019684312562552627,0.9798265994394137,1.555527301331344e-05,4.092214220814214e-05,0.00499340588665569
90,0.014041032084899518,0.8985195376640213,0.000803930147736566,0.0009459955407753366,5.1714294436077075e-05
91,0.0001200313965959599,0.00016425216696014586,1.3830199337224473e-05,0.0001445892211003442,0.9884571533931465
92,3.0687022459199412e-06,0.00013692128309327275,0.00011965600744085938,6.367866864921934e-05,0.9999810771920202
93,0.00021286214801761989,0.07700121195066395,0.00041802822154095087,0.9990927901784883,3.522616190553761e-05
94,0.0002479340886708099,0.998500622608397,2.4924088981984355e-05,0.0011351904952971652,3.3298368870352556e-06
95,0.00013762704215227473,3.869912504638491e-05,2.7163418434613517e-05,1.2678500880765202e-05,0.9997675436342093
96,0.6332812213383933,0.03725294532292298,3.449577629971664e-05,0.001990206734501846,0.008145326151190312
97,3.6349771634655815e-07,0.005779412129365443,0.8471244222385467,4.615532518427205e-06,0.10562138075249668
98,0.0005184383126145512,0.2946630873777074,1.8657166975285372e-05,0.02218002749249782,2.2085151521221015e-05
99,2.584168149411895e-06,0.00018426005469069178,0.00014492449180130747,5.135981194578378e-05,0.9997921303473294
100,2.2801900111315223e-05,4.815773228323718e-05,8.575449986733401e-05,3.664714537130509e-06,0.9988303227459916
101,4.0685562998632714e-05,0.0012576661512932066,0.00014618761313317988,8.940440394069338e-05,0.9999723987394
102,0.0010150795847155111,0.9908863000407816,6.697127059270404e-05,0.004247517188912433,3.230478602322775e-06
103,5.23437559221287e-05,0.11192225691556812,0.00022324578751283167,0.0002927241350111141,0.6239445171317817
104,0.00015688754063674325,2.4844052291225042e-05,0.0006688468433184603,0.0003566645937053672,0.9991653850613491
105,0.6931025872166446,8.40299182572758e-05,6.2028111543262955e-06,0.003867259534962214,0.007395565165814211
106,7.110343154004822e-05,7.686385226363843e-05,1.5460422399958643e-05,0.0002736116804922042,0.9985904192364037
107,0.00015699173691307523,0.001347126778348581,7.540485787067885e-06,0.00019115154443690883,0.9978614681805846
108,0.0002087926623795129,0.00011643408917647702,7.333682629745848e-05,6.347096962537203e-05,0.9999289513522777
109,0.0003856111191873961,1.251765433346637e-07,9.970979938960809e-06,0.0002153015154534096,0.9999991285373948
110,0.00021728386713490753,0.9959078644562775,1.9102182504882278e-05,0.032018406034570394,0.0001663073904225763
111,9.99874787102124e-06,8.21978059800447e-06,1.0123920350854573e-05,9.00087503647447e-05,0.9992143591665184
112,7.077000327722237e-05,0.002613066309527111,3.1653746220236194e-05,0.0008733997396194866,0.9995197067416434
113,0.24006075928353865,9.71524857959482e-06,0.2672318077924754,0.0005446449370028255,0.8352566618164703
114,0.7560063222802974,0.8930680730189168,2.1599484034534036e-05,0.005701417687069512,0.00024043378744878366
115,0.8986157612178003,0.002054040135486289,0.00010362462581956239,8.013230410884672e-05,0.01344403202252361
116,4.741296647155724e-05,0.00029092599343477345,8.35402430079246e-05,2.9442443167499578e-05,0.9999686005331158
117,0.005641012069630985,0.00017350669738712255,0.00013691015372832772,0.9998837012076415,0.005115255795874815
118,7.750437450742294e-05,3.149181164954985e-05,2.7994206717649864e-05,0.0025263519531410748,0.4892289910753245
119,0.00010663729093007719,0.9959602369479683,1.4673913805580475e-05,0.001174882522516189,1.8542066368108854e-05
120,3.360528104064069e-06,2.774634098228956e-05,0.00012766741422390928,0.0017036961797337645,0.9999726342999722
121,0.003076404840568183,0.0025975590686431525,0.0001666306242204082,8.445841507939602e-05,0.9998913265106955
122,0.002791580383529026,0.9947530877337663,1.992855908654833e-05,0.015932998740750517,5.512655379858881e-05
123,2.1050197349808036e-06,8.517263537548941e-05,7.278487625643899e-05,1.894743541879425e-05,0.998753644707869
124,0.00041999815095877666,1.0667263303327815e-05,0.0001584236539560919,0.00026711738900269923,0.9972516698992222
125,1.2696100780506945e-06,0.9618971689158706,1.436749256812321e-05,0.0046104549021749545,0.003372497912582365
126,6.245906641071133e-05,3.7260284616740716e-06,6.339522658450047e-06,0.2178671868805803,0.999585748366138
127,0.00012969271033158442,2.5987775775285288e-08,9.35762439875099e-05,4.5553190427574706e-05,0.9997164656394475
128,3.3255534632973507e-06,0.0001120394436832443,6.901239448841347e-06,8.200254797161558e-05,0.9991515398251771
129,2.0616269839623672e-05,5.47297653202305e-05,1.9148558632183216e-05,0.9997487380192427,0.001282142889906317
130,1.7301455885742234e-07,0.00022627633238782842,2.2535315919764558e-05,2.4619726732280835e-05,0.9947847239574424
131,1.9099108155086176e-05,0.0006134883165816516,1.104726076988123e-05,0.00449039118979098,0.9968946248408722
132,0.0020568267728497433,0.006339053358143658,0.9235049824238316,0.002999620749235213,0.0006064741555822931
133,1.4899152712860176e-05,0.00029974835413098914,0.00015390705455887465,2.150395509384365e-05,0.999681913740003
134,8.47235986434269e-05,0.0008275863370757159,0.06112819030759267,7.749547182679778e-05,0.9815356408795944
135,5.899538309418805e-06,5.639265463057083e-05,5.307081338683724e-05,0.0016222615110361106,0.9995857273683859
136,0.9986126457260885,0.0010268140551557333,7.596804379959227e-06,0.001493523498946752,0.2920415226091977
137,0.004182118203140318,0.034541590234380734,1.3855527517570272e-05,0.7764360303853144,0.005510044395468648
138,3.9485945530473076e-05,4.613672321845206e-05,2.2179215928733802e-05,0.0009394546332282834,0.8744847280160064
139,2.288177289298961e-05,5.082562174428571e-06,1.0929787939541687e-05,0.0013946641713237094,0.999918531677391
140,0.0016903146374775682,0.5675409674408829,0.0007475306610267125,7.119944467875718e-05,2.407691439354434e-07
141,0.1408819688610469,1.1414585275741332e-05,0.00025748036659408054,0.9996845890944658,3.241611123748695e-05
142,4.6995299556814244e-06,5.1158290671171866e-05,0.13340667619726668,4.796369773743795e-05,0.9817062218650937
143,9.04891052042117e-07,5.995645742688823e-07,8.774208732362542e-06,0.12429777463711955,0.9999528116197214
144,0.060904077325453713,0.9350420678240503,1.3475564580696947e-05,0.002687006946569499,0.00011876914135961877
145,0.03277287914121676,0.9906652034879642,1.0569992078870641e-05,0.006561566557362968,0.00015250254707527554
146,0.00034230290999366083,0.9940530240383674,1.5658764602134412e-05,0.00019050942334792847,4.6478202402655235e-05
147,4.726284850405227e-05,0.0002508129581730522,9.147740635212356e-05,0.06257398701141337,0.9999541855346457
148,0.000296599700967812,0.9983203809634567,1.0857885572349479e-05,0.0024542941797840094,0.00023265902571967327
149,4.5610018788089865e-07,1.2283308553701541e-05,8.478706728602226e-06,0.00024031608417541517,0.9793355875671305
150,0.9986741387204777,0.0004753956580399746,1.31518720429251e-05,0.0006505605347415108,0.01861350796779849
151,0.0005349914611376968,0.9977765940962116,0.00042294752443589934,0.01562835636958962,3.1428122791081534e-05
152,2.8764843971262025e-08,0.0013896209799623893,0.35738786495901215,0.0002121820961978728,0.4838089383670892
153,0.8486007868260144,0.005029251577356405,4.5453840828997364e-05,0.0005699730571181687,0.30073470224445703
154,1.8440725692554517e-05,0.12852499798508066,0.006076033415047331,0.9956634408821897,9.199862411612865e-11
155,0.06768843792323935,0.004288351687309807,9.465036944454938e-06,0.9920539846103309,0.032553174971172695
156,0.9652066413876451,0.0009225114870010998,9.681723167517453e-05,0.00039691716445368764,0.0024615144912725983
157,3.2438241152407126e-07,0.9684712368331774,1.3921962645555559e-05,0.0005748096212957048,0.0002764492277135816
158,1.3357038658090453e-05,0.9971349299655698,0.00013439103511234883,6.568347309107406e-05,0.0002601271244788813
159,5.2463572532485704e-05,0.00019482700228228608,9.133303424522599e-05,1.0198413985606666e-05,0.9970157629361025
160,0.8393724830508896,0.0005131436951074166,2.6590819589063315e-05,0.9693994393574288,2.3868936956908922e-05
161,8.04109464977199e-05,0.0002133055634917658,0.00015034037152496257,2.4079244793976327e-05,0.9627295882898446
162,3.9947854887993467e-07,6.214725542753515e-05,0.0008393416402397709,0.9955207011075021,0.034905146861255516
163,0.00012523336261599727,0.9923335446250842,8.720269458610955e-06,0.0006585036433788786,0.00017425260185817526
164,0.9999016940381554,0.09037089899931892,0.0003542941456160647,5.356991744483347e-08,0.8703568158699565
165,0.9969305438273791,0.000857737440384987,0.0002697329308326509,0.0006494117314979198,0.03964586004612662
166,0.004896539841333845,0.00012440739544465257,6.694547646483924e-05,0.00011015586487282802,0.9938739206622693
167,2.3119663439292217e-07,0.00026870229533797007,0.16870450381568514,0.0003165049911587966,0.9658147781736659
168,0.00020698367677743037,0.8718752704832992,1.9102688362561055e-05,0.009768709162678732,0.001168730930762135
169,0.011751473706781259,0.9990152224623281,2.993393194740817e-05,1.479056236207436e-06,5.4825324402410856e-05
170,0.0007223557495355991,0.00035448685538091296,2.419696787230811e-05,0.9999764260912128,0.058326719521574366
171,1.149818072673124e-05,0.04233308109613377,0.9125491596445708,0.004483279359434761,0.012820881953665434
172,0.006253694912713162,0.0003207757974068141,7.4112254018754005e-06,0.00043041655163090733,0.9994275747254973
173,6.001265339830298e-06,3.061430218646086e-05,7.775075187747457e-05,0.001738027300087588,0.8540431875162298
174,2.906030991708091e-07,0.13022348961568148,0.7197117175272089,0.0009709246097194219,0.07744977825930084
175,2.5013499196860043e-05,0.9829624454915452,1.7861419949628895e-05,0.04408667055248615,0.001275861603107572
176,1.2481717325015933e-05,0.9756353545461288,0.00020301456330365598,0.0038757439306671237,0.00024966866622366243
177,1.7483308569723586e-06,0.001342231234679124,1.1600989260739819e-05,0.03792135184062667,0.9929570532722818
178,9.583112766409537e-05,0.3344079574076132,5.611069388503774e-05,9.057641836665246e-05,0.9970738297516745
179,3.97532636315409e-06,3.4385789818740734e-05,0.0005237583317121592,0.9953840545158151,0.05535381901328392
180,6.475446190028329e-06,0.00016333855411744183,0.00011774791001604968,0.00020075196549941004,0.915630662771976
181,0.006737156400370775,0.998346594831224,1.5231260055865941e-05,2.3617797517573114e-05,5.776322057073709e-05
182,2.4996884682644998e-05,0.0030098636296275274,7.052852742785992e-06,0.0038942866236074004,0.9907701766376568
183,1.0900039191601931e-05,0.9738376079183733,1.7720451342576645e-05,0.0006678274998507604,1.788573636454346e-05
184,1.7321247530480128e-05,0.0035908563961087833,1.149007889738494e-05,0.033573540519228125,0.9999577338657979
185,0.0053072989294618116,0.9987644310532011,0.00013915596021445013,0.006587439475044571,5.0220392305899473e-05
186,3.473936129866963e-06,2.3201323987549225e-05,2.6571891456390023e-05,0.001435099186793818,0.9699878566045889
187,5.9321640633875725e-05,0.00029824222138231867,1.3826101118990573e-05,0.000415119071339829,0.9999024759406178
188,0.0013056767418095935,0.9170675923959357,1.4091183154111517e-05,0.028362221077265274,0.001182587948252145
189,3.745618537736151e-05,0.010819418306263968,0.7450905387281206,0.00034049135321877644,0.2138610033346062
190,0.00032342502244211974,7.798302380021017e-06,2.4803270049270258e-05,0.0007152522902366239,0.6741488080124344
191,0.0024532780307411303,5.754739930182996e-10,0.13245408557778804,0.0010289748602664856,0.944693047412457
192,0.9972335329238261,0.0009762749148785883,6.768219076684144e-05,0.00016208296683322378,0.023806797481446443
193,2.897642160656693e-07,0.9900579452106877,3.24785147466494e-05,0.001575252856004358,0.0002947108263525026
194,0.0012842458640660887,0.9921167879734492,1.788237401953054e-05,0.0037581148146276183,0.00022019921174077023
195,0.597163712639036,0.004064494444870833,0.0001573411957375938,0.007760744971413068,0.00039047257219024695
196,5.512063024837756e-05,0.00011782430860886928,1.0920601481506971e-05,0.00011858067340482122,0.9999620403827353
197,1.3863425987580094e-05,0.00012198074304728034,1.1417138510957052e-05,0.0003982258149975852,0.9990796555265348
198,0.0005693805018256632,0.9832486607508888,9.556359361968093e-06,0.002551326074467496,2.346655437913048e-05
199,1.7618464977821892e-06,0.053388629495054254,0.6682777062302134,9.662647651155361e-05,0.16125422271991519
200,0.0998222578125684,0.000655540517819636,1.1330083168794996e-05,0.000518914533861285,0.9980509446319067
201,0.00042783332350020055,0.9602800141536927,6.661263017828805e-06,0.01383414507115041,0.0031040555587176326
202,0.00017149494719668034,7.66498729577633e-05,1.194608093326394e-05,0.001524416014483238,0.9998136291194799
203,5.791263359514978e-06,0.9963977548475492,1.1683837914642232e-05,0.0009788391759938887,0.0001454766321366339
204,1.6462651591998544e-05,0.00012028990684282455,7.23404500981623e-05,0.0014235694210634055,0.9986819257835439
205,0.00011025125323679714,0.00036761649135299445,0.11067659470687681,1.403822241582989e-06,0.9847959318465258
206,0.10703185399696194,0.0007468418548319085,0.00011209332987631197,0.21682650591269767,0.019521729376480893
207,0.9928530582411755,0.027012213475011548,6.448818387578909e-05,0.00024508593348226,0.0015504516349311018
208,0.0036640497371405617,8.266121117845873e-05,1.9629617547942645e-05,0.004673896810335622,0.999252916595128
209,0.002906869693285035,0.054733531238306335,4.409130103195649e-05,0.9956403884804667,0.00031043848579247603
210,0.020853048397589544,0.00032774636313828584,6.934554217977132e-06,0.0006358992995446114,0.9982037763156321
211,0.0002498473650242161,0.003626082499581983,0.9688879147207484,0.0007115435125140131,0.007307674697012862
212,0.002979144444254045,1.613186428854505e-05,0.7859095022561876,0.002015104092121882,0.3891748509112914
213,1.288260509522893e-05,0.00408210904472414,0.0012928337160609028,0.00010957938681351895,0.9998650250890823
214,0.9667196499229038,0.00015996431048241654,7.68334331690718e-06,0.0004939589782451299,0.001426264387023993
215,0.8931223572622549,0.00012986463599069402,0.0005366584803504049,0.0025967316409960836,0.02365307401005494
216,5.669400812286956e-05,0.00015654368579464664,2.0617338247774627e-05,0.00011380515989912214,0.9998428739800073
217,0.007174555840008545,0.0021128655818585655,0.00024312169180009738,0.9700806326445389,0.047137939130444666
218,3.914817432615153e-06,9.327796728218409e-07,0.14775921081361912,0.0011587640014675083,0.833316532922383
219,5.187152420619917e-05,5.406721688694563e-06,5.262538113544025e-05,0.0018225314258422524,0.9997957529583005
220,1.680316026079913e-06,3.6474564428634876e-05,1.2119395721648353e-05,0.00877187231987115,0.9998484129455105
221,0.00502677891404301,0.0004250923150793007,0.00012451887086831426,2.7465790703289162e-05,0.9979796862415761
222,8.684743853322009e-05,0.9518830237401613,1.8156804729664562e-05,2.1225356102178474e-05,9.175073946151029e-05
223,0.0006153162916637947,0.0006338876269999176,1.028608584074802e-05,0.009052969401230192,0.9991682202056252
224,0.006925741848505005,0.005944176521936742,6.628992193442514e-06,0.0010009887632820963,0.9722786120836682
225,0.9543752249971552,0.07042241037795734,9.554080116434545e-05,0.03317119520654325,0.0008988842295911543
226,0.0020370746066944753,0.9921567504757431,4.145664240122838e-06,0.001364848224752898,2.1706937458575406e-05
227,1.4191836576854518e-05,3.0383903460518993e-05,1.1250587227424245e-05,5.5059524008096763e-05,0.9998288638804956
228,0.9046395613727694,0.6072880834861,0.002452176841106241,0.17397515987344245,0.00021463634345111231
229,1.9992906117572096e-05,0.00021939841908261232,1.1400293643703833e-05,0.0009824435675022997,0.9990338084874649
230,3.473722156398063e-05,0.00012459131857507887,0.00019119715379758574,0.0005879808926199784,0.997746887876551
231,1.2336908414122115e-05,0.0009766777876066728,6.069729683725991e-06,0.0009471389232675177,0.9977529501231973
232,0.1703393634770725,0.19986939856281685,0.0006523654520195514,0.9944797291710221,2.0857614509334196e-05
233,0.00016846922562830662,0.0002694800965406772,0.008930123910452744,0.006881208246715509,0.8239835798969078
234,2.143662063236514e-06,0.9902927814638172,0.00201645963483882,0.002313982485329228,2.543185879573747e-06
235,3.292951315771616e-06,5.909659392694555e-07,3.318785082439552e-05,0.0011088784924615934,0.9990716981416929
236,0.4826072941073576,0.0025758878730318398,4.6051738599966354e-05,0.00013983822989690182,0.07415741452983393
237,0.042698622226958485,0.004465843724963252,9.272308217936897e-05,0.9992186946254892,0.00017491970508708052
238,0.0004178767118322328,0.9993936033438544,3.766079912918769e-05,0.0005533914872852975,2.562119607801485e-06
239,5.376840506257499e-05,0.00036375772153815223,1.0025832076669452e-05,0.005812999783509648,0.9997911245857607
240,1.8969064196297266e-05,0.9924644170536889,2.273607681941226e-05,0.0001606753908819307,0.0010228372170475672
241,3.28494203480297e-05,0.0003453717230567083,1.6246118398060334e-05,0.9997390464502787,0.017443855048714124
242,1.3490998562327655e-05,6.89920062582865e-05,2.134715003063585e-06,0.9999886222596168,0.0005580021714432962
243,0.00029798353324815525,0.9018472554015377,0.006339892745309594,0.016793354626130224,6.531426057232974e-06
244,0.0014061011643583025,0.0005260301835018222,9.133332327631365e-06,0.0002672170806029043,0.9969666262081573
245,0.876755937270688,0.0017089364520804632,4.8004678528195866e-05,0.0005641597901367459,0.05140440579955714
246,0.013257323597763448,0.99647257950998,2.4725106061518164e-05,0.0012007624775170758,2.0116735761685297e-05
247,9.005683993331078e-07,0.9880666657287914,3.025750655195871e-05,0.0018632879042149732,0.013602208158520732
248,0.0010684642823166944,3.719361656684688e-05,0.0005656369618969893,0.0003004727724615395,0.9972447695039931
249,0.053651064157441856,0.006613040595747185,2.6938892259529325e-05,0.9004291976940386,0.026255296932593826
250,0.9292558068195199,0.0012504944653239142,2.0275137771391587e-05,0.0011424999488757195,0.01982863657049105
251,3.822958963978003e-06,4.7253137450609654e-07,7.270213525797879e-05,0.005451904943474299,0.999997166918741
252,0.000905271948762187,8.627889947340394e-08,2.5786495014506426e-05,0.8051618276813318,7.476530444570657e-05
253,0.0017729040584053071,0.00011031761259140192,0.00022047743562510702,0.00027531998395132076,0.9711665002909886
254,3.7578179541303806e-05,3.457362766441525e-05,4.2804694283970876e-05,0.0003901987073322696,0.9997821656796217
255,8.144330540080946e-05,0.00036031403791480013,9.169965672410942e-05,0.0008521010898186433,0.9999946084880693
256,0.9959589863929216,0.0003999433008569292,4.194145200270372e-05,0.00027326415679969373,0.1286886634346601
257,4.3859412844395085e-05,0.9807853301069693,1.850488197281395e-05,0.07703310533622747,8.613046653365838e-06
258,1.5020815474128943e-05,0.005969082157262952,0.3017320662886006,0.0010290874385433372,0.7454878356821398
259,3.0248225591909965e-05,0.0006538771900916551,2.1709217846349e-05,0.0026761855552690115,0.9993536367022966
260,0.012219251335213161,0.00031301950153985277,7.666000186207052e-05,0.0006701376643638904,0.9982881276206357
261,0.8963828968070184,0.00042936177058017477,0.0003611389655823074,0.0005583389304288197,0.010619720971438998
262,0.0001944984163118213,0.9892306887217507,0.0004300341249535265,0.0019236752294956548,0.006566448949319252
263,0.0014329352000370349,0.9944494079477677,0.0002799682523423184,0.028605839104152767,9.414964371443393e-05
264,6.594930124819013e-05,1.4895286005339085e-06,1.0282307087992973e-05,0.005208969846961199,0.9999598945766324
265,7.47273214417582e-05,9.954476387283015e-05,7.464327008903748e-05,0.005816035227650742,0.9997587171811909
