,meanAbundance,Variance,select,prevalence,prevalence_0,prevalence_1,featureID
0,0.00083946274,0.0005175828,No selected,0.0023221859139261627,0.0023390494441234908,0.0010570824524312897,RP11-34P13.7
1,0.04655591,0.029139508,No selected,0.11722172008621289,0.11647338978990827,0.1733615221987315,FO538757.2
2,0.040167976,0.022520496,No selected,0.10711256344295349,0.10784990629711565,0.05179704016913319,AP006222.2
3,0.0016075332,0.000997559,No selected,0.0051310574984356535,0.0051008186673054436,0.007399577167019027,RP4-669L17.10
4,0.00033876632,0.00017295303,No selected,0.0011958562191476047,0.0011695247220617454,0.003171247357293869,RP5-857K21.4
5,0.009037384,0.0060035973,No selected,0.024820969199749705,0.024757288393523934,0.02959830866807611,RP11-206L10.9
6,0.00024621468,0.0001238171,No selected,0.0006257387193214211,0.0006340796685876932,0.0,FAM87B
7,0.009878787,0.0072461674,No selected,0.02301327956615449,0.02270005213543942,0.046511627906976744,LINC00115
8,0.006398998,0.0040606586,No selected,0.017437252311756937,0.017514689512322282,0.011627906976744186,FAM41C
9,0.0021800494,0.0012690909,No selected,0.00692484182715706,0.006848060420747087,0.012684989429175475,SAMD11
10,0.11683192,0.07081898,No selected,0.23513870541611626,0.23303132353562822,0.39323467230443976,NOC2L
11,0.0024697462,0.0015692031,No selected,0.007467148717235626,0.007397596133523088,0.012684989429175475,KLHL17
12,0.0019075145,0.0014000772,No selected,0.004797330181464229,0.004804914821964519,0.004228329809725159,PLEKHN1
13,0.0004093024,0.00019759125,No selected,0.0016964471946047416,0.0016908791162338487,0.0021141649048625794,PERM1
14,0.009377057,0.005895761,No selected,0.022540499200444968,0.022516873564514085,0.024312896405919663,RP11-54O7.17
15,0.11822984,0.10288385,No selected,0.17106306055760273,0.17120151051867716,0.160676532769556,HES4
16,0.51194614,0.40391108,No selected,0.5509003684905791,0.5529879243049782,0.39429175475687106,ISG15
17,0.038506057,0.023732886,No selected,0.09263714106931795,0.09051839535571869,0.25158562367864695,AGRN
18,0.010012481,0.005832027,No selected,0.0316484738927901,0.031337626287534,0.05496828752642706,C1orf159
19,0.0005964179,0.0004303378,No selected,0.0014044357922547452,0.0014090659301948737,0.0010570824524312897,TTLL10
20,0.050833277,0.062834054,No selected,0.057748731140930265,0.058349420169369726,0.012684989429175475,TNFRSF18
21,0.07313182,0.08912486,No selected,0.08721407216853229,0.08793980470346208,0.03276955602536998,TNFRSF4
22,0.21287136,0.12060783,No selected,0.3540985886115553,0.35361918584170554,0.39006342494714585,SDF4
23,0.010659334,0.0066266092,No selected,0.029187234930125844,0.028899942228296862,0.0507399577167019,B3GALT6
24,0.0029827242,0.0017899025,No selected,0.009038448167976084,0.009088475249756936,0.005285412262156448,FAM132A
