,meanAbundance,Variance,select,prevalence,prevalence_0,prevalence_1,featureID
0,0.00083946274,0.0005175828,No selected,0.0023221859139261627,0.0026406596789087435,0.00039261876717707107,RP11-34P13.7
1,0.04655591,0.029139508,No selected,0.11722172008621289,0.1312391660051517,0.03229289360031409,FO538757.2
2,0.040167976,0.022520496,No selected,0.10711256344295349,0.12218316133944628,0.01580290537887711,AP006222.2
3,0.0016075332,0.000997559,No selected,0.0051310574984356535,0.005783530707793996,0.001177856301531213,RP4-669L17.10
4,0.00033876632,0.00017295303,No selected,0.0011958562191476047,0.0013770311209033324,9.815469179426777e-05,RP5-857K21.4
5,0.009037384,0.0060035973,No selected,0.024820969199749705,0.027718826445477667,0.0072634471927758145,RP11-206L10.9
6,0.00024621468,0.0001238171,No selected,0.0006257387193214211,0.0007128161096440779,9.815469179426777e-05,FAM87B
7,0.009878787,0.0072461674,No selected,0.02301327956615449,0.024721758711746887,0.012661955241460542,LINC00115
8,0.006398998,0.0040606586,No selected,0.017437252311756937,0.019651044113596968,0.004024342363564979,FAM41C
9,0.0021800494,0.0012690909,No selected,0.00692484182715706,0.008019181233495877,0.0002944640753828033,SAMD11
10,0.11683192,0.07081898,No selected,0.23513870541611626,0.25768302363633416,0.09854731056144483,NOC2L
11,0.0024697462,0.0015692031,No selected,0.007467148717235626,0.008456591118959288,0.0014723203769140165,KLHL17
12,0.0019075145,0.0014000772,No selected,0.004797330181464229,0.005103115330406467,0.002944640753828033,PLEKHN1
13,0.0004093024,0.00019759125,No selected,0.0016964471946047416,0.0019602443015212146,9.815469179426777e-05,PERM1
14,0.009377057,0.005895761,No selected,0.022540499200444968,0.025839583974597825,0.002552021986650962,RP11-54O7.17
15,0.11822984,0.10288385,No selected,0.17106306055760273,0.19202293971843765,0.044071456615626226,HES4
16,0.51194614,0.40391108,No selected,0.5509003684905791,0.5769112381939832,0.3933058500196309,ISG15
17,0.038506057,0.023732886,No selected,0.09263714106931795,0.10710062047402272,0.005005889281507656,AGRN
18,0.010012481,0.005832027,No selected,0.0316484738927901,0.035738007678973546,0.006870828425598744,C1orf159
19,0.0005964179,0.0004303378,No selected,0.0014044357922547452,0.0015228344160578028,0.0006870828425598744,TTLL10
20,0.050833277,0.062834054,No selected,0.057748731140930265,0.05399582030553891,0.08048684727129957,TNFRSF18
21,0.07313182,0.08912486,No selected,0.08721407216853229,0.08194145187681241,0.11915979583824107,TNFRSF4
22,0.21287136,0.12060783,No selected,0.3540985886115553,0.38730215302865845,0.1529250098154692,SDF4
23,0.010659334,0.0066266092,No selected,0.029187234930125844,0.03288674324039723,0.006772673733804476,B3GALT6
24,0.0029827242,0.0017899025,No selected,0.009038448167976084,0.010384434688223953,0.0008833922261484099,FAM132A
25,0.08342327,0.04715443,No selected,0.19147604811235486,0.21198179078847182,0.06723596387907342,UBE2J2
26,0.0017494586,0.0011012095,No selected,0.005214489327678509,0.005896933270691918,0.0010797016097369454,SCNN1D
27,0.020847537,0.013153194,No selected,0.05609399986094695,0.06253341325513957,0.01707891637220259,ACAP3
28,0.027686747,0.016074663,No selected,0.07946881735382048,0.08877800638294425,0.023066352571652925,PUSL1
