,meanAbundance,Variance,select,prevalence,prevalence_0,prevalence_1,featureID
0,0.00083946274,0.0005175828,No selected,0.0023221859139261627,0.0023621823149386685,0.0006093845216331506,RP11-34P13.7
1,0.04655591,0.029139508,No selected,0.11722172008621289,0.1189059965278766,0.04509445460085314,FO538757.2
2,0.040167976,0.022520496,No selected,0.10711256344295349,0.10887383669635996,0.031687995124923825,AP006222.2
3,0.0016075332,0.000997559,No selected,0.0051310574984356535,0.005250875145857643,0.0,RP4-669L17.10
4,0.00033876632,0.00017295303,No selected,0.0011958562191476047,0.0012237811993055753,0.0,RP5-857K21.4
5,0.009037384,0.0060035973,No selected,0.024820969199749705,0.02522981472521843,0.007312614259597806,RP11-206L10.9
6,0.00024621468,0.0001238171,No selected,0.0006257387193214211,0.000640350627543615,0.0,FAM87B
7,0.009878787,0.0072461674,No selected,0.02301327956615449,0.023280302814696757,0.01157830591102986,LINC00115
8,0.006398998,0.0040606586,No selected,0.017437252311756937,0.017744827389930842,0.0042656916514320535,FAM41C
9,0.0021800494,0.0012690909,No selected,0.00692484182715706,0.007043856902979765,0.0018281535648994515,SAMD11
10,0.11683192,0.07081898,No selected,0.23513870541611626,0.23744201269317244,0.1365021328458257,NOC2L
11,0.0024697462,0.0015692031,No selected,0.007467148717235626,0.007556137405014657,0.003656307129798903,KLHL17
12,0.0019075145,0.0014000772,No selected,0.004797330181464229,0.004667444574095682,0.010359536867763558,PLEKHN1
13,0.0004093024,0.00019759125,No selected,0.0016964471946047416,0.0017360617013404674,0.0,PERM1
14,0.009377057,0.005895761,No selected,0.022540499200444968,0.022967242507897657,0.0042656916514320535,RP11-54O7.17
15,0.11822984,0.10288385,No selected,0.17106306055760273,0.17360617013404672,0.062157221206581355,HES4
16,0.51194614,0.40391108,No selected,0.5509003684905791,0.5507157697014543,0.558805606337599,ISG15
17,0.038506057,0.023732886,No selected,0.09263714106931795,0.09457267268121923,0.009750152346130409,AGRN
18,0.010012481,0.005832027,No selected,0.0316484738927901,0.03224521160030737,0.006093845216331505,C1orf159
19,0.0005964179,0.0004303378,No selected,0.0014044357922547452,0.0014372314084867804,0.0,TTLL10
20,0.050833277,0.062834054,No selected,0.057748731140930265,0.04785553689842616,0.48141377209018893,TNFRSF18
21,0.07313182,0.08912486,No selected,0.08721407216853229,0.07763895608617696,0.49725776965265084,TNFRSF4
22,0.21287136,0.12060783,No selected,0.3540985886115553,0.3574437202948459,0.21084704448507008,SDF4
23,0.010659334,0.0066266092,No selected,0.029187234930125844,0.02968380909013291,0.007921998781230956,B3GALT6
24,0.0029827242,0.0017899025,No selected,0.009038448167976084,0.009206819022682642,0.0018281535648994515,FAM132A
25,0.08342327,0.04715443,No selected,0.19147604811235486,0.19374163986680706,0.09445460085313832,UBE2J2
26,0.0017494586,0.0011012095,No selected,0.005214489327678509,0.005322025215584711,0.0006093845216331506,SCNN1D
27,0.020847537,0.013153194,No selected,0.05609399986094695,0.05703389589321797,0.015843997562461912,ACAP3
28,0.027686747,0.016074663,No selected,0.07946881735382048,0.08075532914022256,0.02437538086532602,PUSL1
29,0.10097716,0.060317762,No selected,0.2172286727386498,0.21966872527535078,0.11273613650213285,CPSF3L
30,0.034379233,0.017169615,No selected,0.1014948202739345,0.10335259128553946,0.021937842778793418,CPTP
31,0.014644777,0.00796551,No selected,0.047291941875825624,0.04832512735862481,0.0030469226081657527,DVL1
32,0.017413313,0.013209096,No selected,0.03910171730515192,0.03985826906110368,0.006703229737964655,MXRA8
