,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,MCC
ASDC,0.9998531810102896,0.9236363636363636,0.7538461538461538,0.8288913984566157,0.8769076149980674,0.6981578678178162,0.8337265940097482
B_intermediate,0.9949617844087901,0.802201454610433,0.8827763496143959,0.8404670920969197,0.9397249846839039,0.7099270395437365,0.838953664888167
B_memory,0.9974113483391674,0.9126825376146925,0.9653818576860402,0.9381361646703335,0.9817286523255342,0.8817975363997366,0.9372821766589563
B_naive,0.9900163042214452,0.8321134137543391,0.9907675247212909,0.9045139701896252,0.990373088899014,0.8248892574464133,0.9031146929322003
CD14_Mono,0.9905108603010383,0.9690638143926004,0.9958420969943027,0.9822681619084495,0.9922208041625552,0.9661305020269382,0.9759630731888217
CD16_Mono,0.9913299537217437,0.8251157029234644,0.9875386558137171,0.8990121252780753,0.9895113567758225,0.8152960327148685,0.8984853713133625
CD4_CTL,0.9973031647472086,0.8683299793870093,0.8826662857439679,0.8753434004643953,0.94060670501464,0.7677907697301631,0.8740594274391139
CD4_Naive,0.9847771762025189,0.8969370907950818,0.9706782455962678,0.9323461070283129,0.9785816637873864,0.8738126926171461,0.9247038645438479
CD4_Proliferating,0.9997372712344316,0.7913742690058478,0.8254901960784313,0.8074146874146875,0.9126716396978278,0.6533838836320675,0.8077925488454476
CD4_TCM,0.9676920841378231,0.7636809098603432,0.9398037385581398,0.842635640040921,0.955161443747155,0.7232584283423079,0.8303656555731296
CD4_TEM,0.9818717098018697,0.6188363488886244,0.8210708433529824,0.705726201087676,0.903657618763446,0.5128675900987593,0.7039998160333185
CD8_Naive,0.9951626977321576,0.9564678914732957,0.9715575903789881,0.9639499889646,0.9842017692007972,0.9311565581283116,0.9613935357648911
CD8_Proliferating,0.9995981799213721,0.6813544350386456,0.5590476190476191,0.6004461420932009,0.779446492576486,0.3981854060527625,0.6099943845983258
CD8_TCM,0.9930840542201667,0.800371987294349,0.8152782864279612,0.8076387905469596,0.9057942118580151,0.655881453502759,0.8042145445917301
CD8_TEM,0.9887258416322536,0.8920884860460147,0.9607757695274295,0.9251479604929805,0.9758431511630421,0.859960531269947,0.9198067092915903
Doublet,0.7819507017400047,0.013494499545933219,0.7808848797250858,0.026517412954936186,0.7814194097918401,0.011321026520504813,0.08357080516411626
Eryth,0.9996522724637273,0.6422346716464363,0.8626373626373628,0.7257582743778757,0.9311795186142862,0.5507566585561735,0.7386954277478968
HSPC,0.9998454536321892,0.9879967987194878,0.9353410740203193,0.9608951849804319,0.9676589226083013,0.9242359538278648,0.9612060969989906
ILC,0.9998068185329879,0.9433625730994153,0.8129870129870129,0.8717086336855271,0.906474172361029,0.7701675828182262,0.8748368010814085
MAIT,0.9971331654144983,0.8880473666023387,0.953757242908248,0.9196582197252463,0.9758250302089605,0.847728540733225,0.9188444069138846
NK,0.9865621939756526,0.8958462678160334,0.9883532862898206,0.939818363931815,0.9873513655676736,0.886642282871499,0.9337086196016504
NK_CD56bright,0.998663174037856,0.8765467981909942,0.8978719646799117,0.8866494779514325,0.9485628975569498,0.7872671865522634,0.8862605655225231
NK_Proliferating,0.9989181760224245,0.8203609326261885,0.8721264367816091,0.8451675211748906,0.9357375689263066,0.7171110814088049,0.8451666223660588
Plasmablast,0.9997990893635853,0.9960000000000001,0.9145528930450031,0.9532871017267851,0.9572725741557109,0.9113667659584893,0.954184646367878
Platelet,0.9965767929970533,0.8319517740002583,0.9509209213680558,0.8874071065479823,0.9740769821324399,0.7919313962322658,0.8877479324958936
Treg,0.994814970195885,0.8283177997332567,0.8399796528579049,0.8340382549378189,0.9186162539631937,0.698365613653902,0.8314618078296439
cDC1,0.9999381809751953,0.9745757575757577,0.9583333333333334,0.9659384105168431,0.9791550648413129,0.9344313136581798,0.9661659310334757
cDC2,0.9945754196834642,0.7444647118161634,0.9895012468827931,0.8495498087742366,0.9920781487533814,0.7368058845972868,0.8558072167787669
dnT,0.9986013547145006,0.6920528952698343,0.6596491228070175,0.6748742200915819,0.8294992978874276,0.4605139118402999,0.6746639573057613
gdT,0.9882544715681163,0.6770845713561577,0.9170986160389105,0.778955676703147,0.9534976013619042,0.6228259498458979,0.7825033597917892
pDC,0.9998609083883903,0.9869553038606746,0.9869565217391305,0.9869352122237469,0.9934433015690873,0.9742031488374397,0.9868757564540319
