Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history,log_lambda_range
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-11.512925464970229
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-11.129161282804555
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-10.745397100638879
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-10.361632918473205
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-9.977868736307531
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-9.594104554141857
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-9.210340371976184
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-8.826576189810508
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-8.442812007644834
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-8.05904782547916
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-7.6752836433134854
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-7.291519461147811
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-6.907755278982137
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-6.523991096816463
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-6.140226914650788
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-5.756462732485113
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-5.3726985503194395
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-4.988934368153766
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-4.605170185988091
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-4.221406003822416
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-3.8376418216567423
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-3.4538776394910684
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-3.0701134573253928
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-2.686349275159719
0.014965680207043997,0.6954710144927536,0.6894593366651522,266,1.0,1.0,0.997060040922499,1.0,0.9973094170403588,0.0013727429322898388,0.024355735629796982,-2.3025850929940455
