,Accuracy,Precision,F1-score,ROC-AUC
B,0.9991345470280963,0.9945691527878349,0.9949293734154292,0.9998184059391249
CD4_T,0.9622909776527679,0.9252985620277846,0.9256369620870413,0.9922163029790775
CD8_T,0.9710073254412265,0.9251227495908347,0.906030855539972,0.9898862174709864
DC,0.996785460390072,0.9385714285714286,0.926657263751763,0.9975783142767457
Mono,0.9901400179272402,0.9741025897410259,0.9838913295965258,0.9972389772644474
NK,0.9918400148363367,0.9648887697668186,0.9646302250803858,0.9984656087330349
other,0.9904800173090594,0.8242320819112628,0.7582417582417583,0.8955906262508309
other_T,0.9816400333817575,0.8410714285714286,0.7602905569007263,0.9828004706920994
