,Percentage,Prevalence,Other_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history
9.999999999999997e-06,0.35471204188481675,0.11431451612903226,0.14633241366187805,9756,1.0,1.0,1.0,1.0,1.0,0.5313780903816223,5.361125658964738e-05
1.4677992676220687e-05,0.3261343804537522,0.12681451612903225,0.15813909237941204,8970,1.0,1.0,1.0,1.0,1.0,0.5352166295051575,5.042064003646374e-05
2.1544346900318854e-05,0.2583624200116347,0.15463709677419354,0.186414232708591,7106,1.0,1.0,1.0,1.0,1.0,0.3628232181072235,4.0145605453290045e-06
3.16227766016838e-05,0.22643979057591623,0.17278225806451614,0.20410046617828942,6228,1.0,1.0,1.0,1.0,1.0,0.3641449213027954,0.00020437160856090486
4.6415888336127784e-05,0.2206588132635253,0.18024193548387096,0.21309104747407479,6069,1.0,1.0,1.0,1.0,1.0,0.5508527755737305,7.500306674046442e-05
6.81292069057961e-05,0.1619764397905759,0.22298387096774194,0.2544191799067643,4455,1.0,1.0,1.0,1.0,1.0,0.45527511835098267,0.00018597402959130704
9.999999999999991e-05,0.13565299592786503,0.2526209677419355,0.28212348967748074,3731,1.0,1.0,1.0,1.0,1.0,0.5199928879737854,8.245997014455497e-05
0.00014677992676220703,0.11216550319953461,0.2846774193548387,0.30980877176291505,3085,1.0,1.0,1.0,1.0,1.0,0.5696437954902649,0.0007724828901700675
0.0002154434690031884,0.08355148342059336,0.3442540322580645,0.3602892208162877,2298,0.997895756672733,0.9798111604209121,0.9257429896208496,0.9388422990386582,0.9320743222662199,0.5755693912506104,0.000680234283208847
0.00031622776601683783,0.05882780686445608,0.4165322580645161,0.4276757682427933,1618,0.9959173530955283,0.9623883580765173,0.8898265380702901,0.90963482566536,0.8991536657489548,0.5813595056533813,0.000598820683080703
0.00046415888336127795,0.04144851657940663,0.5004032258064517,0.49299781181619257,1140,0.9942061081938737,0.9463675757586028,0.865979110034842,0.8912003328479301,0.877239684652401,0.5876516699790955,0.0005683895433321595
0.0006812920690579617,0.028177719604421177,0.5802419354838709,0.5673865474265055,775,0.9925901014605284,0.9309087185515115,0.846482759339858,0.8740617180984154,0.8593685936859369,0.5945158004760742,0.0005760756903328001
0.0010000000000000002,0.01988801628853985,0.6270161290322581,0.6113405004281229,547,0.9911908645627774,0.9181495927444265,0.8317605654253031,0.8628355704697986,0.8458059210526316,0.6017923951148987,0.000524303235579282
0.0014677992676220694,0.013816172193135544,0.6755040322580645,0.6277613928265626,380,0.9900513900951691,0.9076005785861443,0.8184281247832026,0.8535502958579881,0.833470903838217,0.6092553734779358,0.0004928202251903713
0.0021544346900318843,0.00894415357766143,0.7359879032258064,0.6689943868328418,246,0.9879813735840487,0.8876161057951316,0.7944148485758981,0.8351836037574722,0.8112816258813771,0.6167358756065369,0.0005046861479058862
0.003162277660168382,0.005635543920884235,0.7669354838709678,0.6767957377984968,155,0.9867249018693166,0.8773325438317041,0.7834655403510805,0.8286637931034483,0.8010416666666667,0.6244445443153381,0.0004773793916683644
0.004641588833612781,0.0037812681791739382,0.8181451612903226,0.6885263057749025,104,0.9857633209141884,0.8681437378282066,0.7673495584978238,0.8158750813272609,0.7861247518545607,0.6330097317695618,0.0004680184065364301
0.006812920690579613,0.002326934264107039,0.840625,0.6488821234896776,64,0.983671763989185,0.8530983647764374,0.7526562176436951,0.8042766746672485,0.7725034056376402,0.6425564289093018,0.00047380177420563996
0.010000000000000004,0.0017088423502036067,0.8584677419354839,0.6767957377984968,47,0.9820680830527772,0.8447585468889969,0.7426963814187937,0.8010645375914837,0.7629105502164959,0.6529286503791809,0.00042933845543302596
0.014677992676220709,0.0014179755671902268,0.8840725806451613,0.6767957377984968,39,0.9775301680881167,0.8133874494514236,0.7020971287356519,0.7794049279404928,0.7240336860289355,0.6633354425430298,0.00042006809962913394
0.02154434690031885,0.0008726003490401396,0.9553427419354839,0.7606031776234421,24,0.9687777857912294,0.7532337424665175,0.6433418010250658,0.7346051678338565,0.6684979672563454,0.6724690198898315,0.00024905474856495857
0.0316227766016838,0.0005090168702734148,0.9490927419354839,0.6965369612786605,14,0.9551439697582562,0.6754773349044841,0.5747103312464481,0.7035626869730759,0.5990505962718536,0.6807339191436768,0.0003160256892442703
0.04641588833612786,0.00018179173938336242,0.9461693548387097,0.606222053087242,5,0.9278995200112938,0.5642141591519403,0.45826450141179315,0.6536273115220483,0.4729799279464745,0.6871092915534973,0.00030411285115405917
0.0681292069057962,0.00010907504363001745,0.96875,0.5417181999809723,3,0.8929956385936699,0.39835454872177556,0.24684351351348838,0.5270367700072098,0.23034504490310384,0.6914556622505188,0.00016002259508240968
0.10000000000000002,0.0,0.0,0.0,0,0.0,0.0,-1.0,0.0,0.0,0.6931474208831787,0.0
