lambda,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history,log_lambda_range
1e-05,0.17485739359368144,0.3267229530728451,0.32570939334637966,3188,0.9962810831478471,0.9812431879121388,0.936336548210144,0.9471585244267199,0.9462151394422311,0.02002495899796486,0.029582366347312927,-11.512925464970229
1.5e-05,0.16130978499341816,0.3402709601413705,0.3405088062622309,2941,0.9963860478030706,0.9816325224864854,0.9340857531771081,0.9433962264150944,0.9443339960238568,0.02550608664751053,0.024912837892770767,-11.129161282804555
2.2e-05,0.13871215445370777,0.3689377577066562,0.36912915851272016,2529,0.996206342487016,0.9810625192926026,0.9299952745131528,0.939484126984127,0.9408842523596622,0.03130752965807915,0.02692544274032116,-10.745397100638879
3.2e-05,0.11573058358929356,0.4153740428038484,0.41487279843444225,2110,0.9951038039445954,0.9761279017592356,0.9223801225806602,0.9326065411298315,0.9344587884806356,0.03634590283036232,0.015318339690566063,-10.361632918473205
4.6e-05,0.10157964019306713,0.43176909483604947,0.4321183953033268,1852,0.9952792305626487,0.9766616264285403,0.931620685486466,0.9431704885343968,0.9422310756972112,0.04571186751127243,0.02415415458381176,-9.977868736307531
6.8e-05,0.06784774023694604,0.5107009621048498,0.511252446183953,1237,0.9914371418297352,0.9596477997477066,0.9030974475843262,0.9150197628458498,0.9181953396132871,0.05043290555477142,0.013113847002387047,-9.594104554141857
0.0001,0.04887011847301448,0.5580208128804242,0.5574853228962818,891,0.9865160018753442,0.9376436244292676,0.8866519438606446,0.9011857707509882,0.904313336638572,0.05743304640054703,0.011087138205766678,-9.210340371976184
0.000147,0.03384159719175077,0.6438248576477518,0.6421232876712328,617,0.9935302444775208,0.9738137575229585,0.9041105984982132,0.9176587301587301,0.9190263288623944,0.06459787487983704,0.00844818726181984,-8.826576189810508
0.000215,0.025449758666081616,0.7375809935205184,0.735078277886497,464,0.9948673831209917,0.9783522385954034,0.9207102894175145,0.9385699899295066,0.9329329329329329,0.071446493268013,0.0034882547333836555,-8.442812007644834
0.000316,0.013602457218078104,0.7461221284115452,0.7475538160469668,248,0.9954401824363999,0.980467013772609,0.9234865414089569,0.9442190669371197,0.9352084379708689,0.07936429977416992,0.0027992455288767815,-8.05904782547916
0.000464,0.0097082053532251,0.7584920479088946,0.7614970645792564,177,0.9954857005002435,0.9802571656087524,0.9186840345187861,0.9410569105691057,0.931121166415284,0.08836550265550613,0.014264260418713093,-7.6752836433134854
0.000681,0.005978499341816586,0.813665815825643,0.8145792563600783,109,0.9946297788277277,0.976960326873173,0.9108728475831113,0.9357798165137615,0.9244712990936556,0.09761831909418106,0.0024991121608763933,-7.291519461147811
0.001,0.0038394032470381746,0.8639308855291576,0.8644814090019569,70,0.9938488709244264,0.9730510920512903,0.9013550813342451,0.9276248725790011,0.9164149043303124,0.10841270536184311,0.0015845223097130656,-6.907755278982137
0.001468,0.0026327336551118913,0.9207736108384057,0.9202544031311155,48,0.9933632842193426,0.9697429094738719,0.898653038677194,0.9299691040164778,0.9139676113360324,0.1210823580622673,0.013962432742118835,-6.523991096816463
0.002154,0.0022487933304080735,0.9721185941488317,0.9723581213307241,41,0.9925213821104905,0.9651230242454388,0.8958976685243526,0.9243353783231084,0.9117498739283914,0.13628655672073364,0.011384142562747002,-6.140226914650788
0.003162,0.0011518209741114523,0.9915570390732378,0.9911937377690803,21,0.9909577455813339,0.9576439995501534,0.8852545133891266,0.9142857142857143,0.9027707808564231,0.15273502469062805,0.0017841464141383767,-5.756462732485113
0.004642,0.0008775778850372971,0.9858629491458866,0.9844667318982387,16,0.9862451693954746,0.9414119426976809,0.8615236277060039,0.8988648090815273,0.8824721377912869,0.17372721433639526,0.00048003700794652104,-5.3726985503194395
0.006813,0.000767880649407635,0.9998036520714706,0.9998776908023483,14,0.9849475404314203,0.9386253610766427,0.8654866028382041,0.9114857744994731,0.8853633572159673,0.20087215304374695,0.003701490815728903,-4.988934368153766
0.01,0.0010421237384817903,1.0,1.0,19,0.9848140814682308,0.9378686261640772,0.8649999304355552,0.9096638655462185,0.8850281042411855,0.23571231961250305,0.0011237520957365632,-4.605170185988091
0.014678,0.0009324265028521281,1.0,1.0,17,0.9847767566558789,0.9378120250933756,0.8667684202188886,0.9116719242902208,0.8865030674846627,0.27874448895454407,0.0006581143825314939,-4.221406003822416
0.021544,0.0006033347959631417,0.9998036520714706,0.9997553816046967,11,0.9848330169827897,0.9356655503148827,0.8621115509886627,0.9057591623036649,0.8826530612244897,0.33045607805252075,0.0012423308799043298,-3.8376418216567423
0.031623,0.0003839403247038175,0.9968584331435303,0.9965753424657534,7,0.9832082041758272,0.9306818196350748,0.8554511257046119,0.90041928721174,0.8769780500255233,0.38869285583496094,0.0004716341500170529,-3.4538776394910684
0.046416,0.0003290917068889864,0.9983310426075005,0.9981653620352251,6,0.9758047821277874,0.916316168634969,0.8362853327351264,0.9007633587786259,0.8595213319458896,0.4479486644268036,0.00022512939176522195,-3.0701134573253928
0.068129,0.00010969723562966213,0.9984292165717652,0.9982876712328768,2,0.7616254500598563,0.317000809126017,0.09778577303852214,0.42342342342342343,0.08422939068100357,0.4892204999923706,4.4153289309178945e-06,-2.686349275159719
0.1,0.0012615182097411146,1.0,1.0,23,0.8186283586641357,0.42789925182805894,0.22933339903153377,0.573170731707317,0.22541966426858512,0.521365225315094,0.04011746123433113,-2.3025850929940455
