lambda,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history,log_lambda_range
1e-05,0.06550898203592814,0.6750348675034867,0.6716287215411558,1094,0.9998505367679551,0.9944708900105547,0.9716196552692571,0.9928571428571429,0.9720279720279721,0.002076355740427971,0.008149335160851479,-11.512925464970229
1.5e-05,0.05317365269461078,0.7405857740585774,0.7381786339754817,888,0.9998288754299776,0.9937048139371406,0.9608378824622726,0.9856115107913669,0.9614035087719297,0.0024795690551400185,0.0033374738413840532,-11.129161282804555
2.2e-05,0.03437125748502994,0.7761506276150627,0.7758318739054291,574,0.9997649744829439,0.9929327453661636,0.9607704864756585,0.9927007299270073,0.96113074204947,0.003061088500544429,0.003916660323739052,-10.745397100638879
3.2e-05,0.024790419161676645,0.7733612273361228,0.7688266199649737,414,0.9997790543526293,0.9927123812097496,0.9573143857370241,0.9785714285714285,0.9580419580419579,0.00392307760193944,0.019988851621747017,-10.361632918473205
4.6e-05,0.02497005988023952,0.810320781032078,0.8003502626970228,417,0.9997963834230112,0.9928063168966639,0.9574816597357756,0.971830985915493,0.9583333333333334,0.00506522785872221,0.004203743301331997,-9.977868736307531
6.8e-05,0.012335329341317366,0.7880055788005579,0.7828371278458844,206,0.9997953003561124,0.9933199516524838,0.9538281275059275,0.9716312056737588,0.9547038327526133,0.0061904387548565865,0.003502890234813094,-9.594104554141857
0.0001,0.006167664670658683,0.8396094839609484,0.8388791593695272,103,0.9997086550042023,0.9916957037178533,0.9576959508295839,0.9652777777777778,0.9586206896551724,0.007491652853786945,0.01504270639270544,-9.210340371976184
0.000147,0.005089820359281437,0.8940027894002789,0.8896672504378283,85,0.998867653557225,0.9693070519246584,0.9373749125227613,0.9324324324324325,0.9387755102040816,0.009249750524759293,0.012306087650358677,-8.826576189810508
0.000215,0.003413173652694611,0.9274755927475593,0.9316987740805605,57,0.9997866358209213,0.9920499326194426,0.9576959508295839,0.9652777777777778,0.9586206896551724,0.011355116963386536,0.012824174016714096,-8.442812007644834
0.000316,0.0025748502994011975,0.9316596931659693,0.9334500875656743,43,0.999841872232764,0.9939850163350294,0.9576959508295839,0.9652777777777778,0.9586206896551724,0.014243634417653084,0.009977737441658974,-8.05904782547916
0.000464,0.002335329341317365,0.9316596931659693,0.9352014010507881,39,0.9998234600954832,0.9931474090489951,0.9536601318439452,0.9784172661870504,0.9543859649122808,0.018078725785017014,0.009134688414633274,-7.6752836433134854
0.000681,0.002215568862275449,0.9316596931659693,0.9352014010507881,37,0.9998364568982697,0.9936795184806545,0.9536601318439452,0.9784172661870504,0.9543859649122808,0.023135311901569366,0.006997584830969572,-7.291519461147811
0.001,0.002035928143712575,0.9358437935843793,0.9378283712784589,34,0.9998061310251011,0.9927385138013002,0.9540436067031797,0.965034965034965,0.9550173010380623,0.029827192425727844,0.006929195951670408,-6.907755278982137
0.001468,0.0017365269461077845,0.9400278940027894,0.9404553415061296,29,0.999807214092,0.9929420155699142,0.9574816597357756,0.971830985915493,0.9583333333333334,0.03837927430868149,0.02282095141708851,-6.523991096816463
0.002154,0.0014970059880239522,0.9442119944211994,0.9457092819614711,25,0.9997768882188315,0.9922845336591831,0.9574816597357756,0.971830985915493,0.9583333333333334,0.04939412325620651,0.004142699763178825,-6.140226914650788
0.003162,0.0012574850299401199,0.9400278940027894,0.9404553415061296,21,0.9997671406167417,0.9921301557665354,0.957196148858183,0.9855072463768116,0.9577464788732394,0.06316424906253815,0.0017398553900420666,-5.756462732485113
0.004642,0.001377245508982036,0.9442119944211994,0.9404553415061296,23,0.9997476454125619,0.9920236173560816,0.960955916225965,0.9787234042553191,0.9616724738675957,0.08013889193534851,0.001578096067532897,-5.3726985503194395
0.006813,0.0011377245508982037,0.9442119944211994,0.9404553415061296,19,0.9996729137965394,0.9882901423582204,0.9536601318439452,0.9784172661870504,0.9543859649122808,0.09908725321292877,0.0017009557923302054,-4.988934368153766
0.01,0.0007784431137724551,0.9218967921896792,0.9264448336252189,13,0.9992580991742699,0.972570859888336,0.8733837978442005,0.9111111111111111,0.8754448398576513,0.11860127002000809,0.0014210104709491134,-4.605170185988091
0.014678,0.0003592814371257485,0.9330543933054394,0.9334500875656743,6,0.9772989177995546,0.6078897319872515,0.4770436784305258,0.7,0.45370370370370366,0.13414406776428223,0.00017114881484303623,-4.221406003822416
0.031623,0.002155688622754491,1.0,1.0,36,0.9353246601336072,0.31865580893055073,0.2728146439007679,0.5238095238095238,0.2340425531914893,0.1653507798910141,0.00011096469825133681,-3.4538776394910684
0.068129,0.00017964071856287425,1.0,1.0,3,0.7699722951487268,0.08528359063959805,0.0,0.0,0.0,0.22111189365386963,5.954255539108999e-05,-2.686349275159719
