lambda,Percentage,Prevalence,Train_prevalence,Feature_number,AUC,AUPR,MCC,Precision,F1 score,loss_history,error_history,log_lambda_range
1e-05,0.09327796522190501,0.5827382166904713,0.5846329402814758,1797,0.9999297819227142,0.999833577922624,0.9892352097963428,0.9952731092436975,0.9924063891070961,0.004144222475588322,0.0025188145227730274,-11.512925464970229
1.5e-05,0.06104334284972748,0.6610385635584575,0.6604539114999366,1176,0.9999092037270036,0.9997835027295843,0.9870062844133953,0.9936974789915967,0.9908352971982195,0.004751566797494888,0.02321685291826725,-11.129161282804555
2.2e-05,0.06161432649883208,0.6883289124668435,0.6901229871941169,1187,0.9999139040391157,0.9997941775948662,0.9888663587875324,0.9937139863803038,0.9921548117154811,0.0059864455834031105,0.003003390971571207,-10.745397100638879
3.2e-05,0.06000519076044641,0.6881248724750051,0.6903765690376569,1156,0.9998055102561384,0.999522980300902,0.985894356573699,0.9921342422653382,0.9900575614861329,0.007992306724190712,0.0015119455056264997,-10.361632918473205
4.6e-05,0.03207889955878536,0.7565802897367884,0.7583365031063776,618,0.9999040448478561,0.9997733004713033,0.9873870072660479,0.9916361735493988,0.9911180773249738,0.009161025285720825,0.01888209395110607,-9.977868736307531
6.8e-05,0.02818582922398131,0.8208528871658846,0.8207176366172182,543,0.9994574005554393,0.9986895297599192,0.988863976310616,0.994750656167979,0.9921465968586387,0.011317993514239788,0.0028815490659326315,-9.594104554141857
0.0001,0.022839345964183754,0.8406447663742094,0.8400532521871433,440,0.9995802392000298,0.9989881600450755,0.9881211148636353,0.9942257217847769,0.9916230366492147,0.014168275520205498,0.0014940788969397545,-9.210340371976184
0.000147,0.009810537243706202,0.7631095694756173,0.7604919487764676,189,0.9989194441021114,0.9974091152761405,0.9892357410822016,0.9947534102833159,0.9924103637791153,0.016575252637267113,0.012226248160004616,-8.826576189810508
0.000215,0.009291461199065662,0.8407467863701286,0.8385951565867884,179,0.9987821032750284,0.9975218834591725,0.9858906840023178,0.9947285187137586,0.9900314795383,0.020418375730514526,0.00138222542591393,-8.442812007644834
0.000316,0.005761744095509992,0.8964497041420119,0.8918473437301889,111,0.9999337370633941,0.9998438117993076,0.9929509590138894,0.99581589958159,0.9950352756728508,0.024171536788344383,0.041008006781339645,-8.05904782547916
0.000464,0.004152608357124318,0.9640889614364415,0.9636744009128946,80,0.9998759576169417,0.9997196245971568,0.9922076232906037,0.9958115183246073,0.9945098039215686,0.02896333858370781,0.009450860321521759,-7.6752836433134854
0.000681,0.003218271476771347,0.9822995307080188,0.9822492709521998,62,0.9997584498141371,0.999390918033764,0.9892384428756592,0.993717277486911,0.9924183006535948,0.03524196147918701,0.008936606347560883,-7.291519461147811
0.001,0.003166363872307293,0.9829626606814936,0.9823760618739699,61,0.9997141980952272,0.999194352195393,0.9870177901838981,0.9911180773249739,0.9908592321755028,0.04330326244235039,0.0016678374959155917,-6.907755278982137
0.001468,0.0028549182455229693,0.9844929606202816,0.9850386712311399,55,0.9997518005921247,0.9993204215507843,0.9885089794723197,0.9911366006256517,0.991912340203496,0.053545448929071426,0.002114404458552599,-6.523991096816463
0.002154,0.002543472618738645,0.9830646806774128,0.9833903892481298,49,0.9997689968559498,0.9993687077939463,0.9858996389941734,0.9911041339612768,0.9900679560899112,0.06624079495668411,0.002560798777267337,-6.140226914650788
0.003162,0.0016610433428497274,0.9806162007753519,0.9805375935083048,32,0.9997539787855425,0.9994195518343575,0.985165356406898,0.9895561357702349,0.9895561357702349,0.08235965669155121,0.02361985296010971,-5.756462732485113
0.004642,0.0014015053205294575,0.981636400734544,0.9823760618739699,27,0.9997346043282996,0.9993983002305742,0.9844286076931852,0.9885237350026083,0.9890396659707723,0.1030522882938385,0.004661190323531628,-5.3726985503194395
0.006813,0.0011419672982091876,0.9892368904305244,0.9885254215798149,22,0.9997471002800126,0.9994213092050015,0.9840552386763087,0.988517745302714,0.988775776559645,0.12940022349357605,0.002925009233877063,-4.988934368153766
0.01,0.0008305216714248637,0.9892368904305244,0.9885254215798149,16,0.999678429866471,0.9992600528912216,0.9825667232326676,0.9879832810867294,0.9877252546356752,0.16289035975933075,1.222382161358837e-05,-4.605170185988091
0.014678,0.003425901894627563,0.9958681901652724,0.9958792950424749,66,0.9998114143067183,0.9995721429851276,0.9870261873556593,0.9900938477580813,0.9908687711974954,0.21111011505126953,0.1491209864616394,-4.221406003822416
0.021544,0.0009343368803529717,0.9983676800652928,0.9984151134778749,18,0.9993001120623193,0.9982849340786697,0.9792199987800823,0.9863945578231292,0.985363303711448,0.25899291038513184,0.0009678064961917698,-3.8376418216567423
0.031623,0.0007786140669608098,0.9940828402366864,0.99340687206796,15,0.9993606429109836,0.9984801232299905,0.9792199987800823,0.9863945578231292,0.985363303711448,0.32396721839904785,0.000918110366910696,-3.4538776394910684
0.046416,0.0006228912535686478,0.995919200163232,0.9955623177380499,12,0.999071172469928,0.9978083210380135,0.9725333806265146,0.9821896280775275,0.9806485355648535,0.40077686309814453,0.0003462590975686908,-3.0701134573253928
0.068129,0.0004671684401764859,0.9977555600897776,0.99771776340814,9,0.9988053182311923,0.9966369234655728,0.9710639545809172,0.9801359121798223,0.9796238244514106,0.48724180459976196,0.0008778498158790171,-2.686349275159719
0.1,0.0002595380223202699,0.9996939400122424,0.99961962723469,5,0.9958232568004058,0.987407755732602,0.948749458173659,0.9664041994750656,0.9638743455497383,0.5752501487731934,0.000252367346547544,-2.3025850929940455
