names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000168685,228.1512,12.837563,0.0,0.0
ENSG00000227507,203.66614,10.678112,0.0,0.0
ENSG00000277734,198.57391,4.1216745,0.0,0.0
ENSG00000167286,189.74013,3.8405747,0.0,0.0
ENSG00000111716,187.53075,4.43901,0.0,0.0
ENSG00000160654,185.22977,3.3737195,0.0,0.0
ENSG00000081059,179.5495,3.5342596,0.0,0.0
ENSG00000198851,173.97478,3.2066982,0.0,0.0
ENSG00000213741,157.04309,29.248344,0.0,0.0
ENSG00000112306,156.99861,38.908066,0.0,0.0
ENSG00000177954,153.37532,42.09234,0.0,0.0
ENSG00000143947,152.21976,23.33664,0.0,0.0
ENSG00000156482,150.10284,25.203842,0.0,0.0
ENSG00000211772,149.71747,3.9244428,0.0,0.0
ENSG00000172005,148.72968,3.7406693,0.0,0.0
ENSG00000134954,148.48247,3.1935205,0.0,0.0
ENSG00000117602,147.60829,2.744342,0.0,0.0
ENSG00000118181,145.842,14.802554,0.0,0.0
ENSG00000168028,143.75609,10.868,0.0,0.0
ENSG00000149273,143.40645,17.3608,0.0,0.0
ENSG00000008517,142.88538,4.924299,0.0,0.0
ENSG00000134419,142.73016,19.03367,0.0,0.0
ENSG00000127152,139.98146,2.6036172,0.0,0.0
ENSG00000137154,137.30807,19.20941,0.0,0.0
ENSG00000144713,136.93655,23.349117,0.0,0.0
ENSG00000142546,136.63448,2.7132835,0.0,0.0
ENSG00000145425,135.85187,19.097748,0.0,0.0
ENSG00000138795,133.8106,2.8474019,0.0,0.0
ENSG00000116824,132.7317,2.2332504,0.0,0.0
ENSG00000130255,132.3545,12.0494995,0.0,0.0
ENSG00000188846,131.798,12.106385,0.0,0.0
ENSG00000167526,130.18481,31.59882,0.0,0.0
ENSG00000163519,128.99088,3.5265553,0.0,0.0
ENSG00000008988,128.23293,10.493637,0.0,0.0
ENSG00000152495,124.46618,2.7680295,0.0,0.0
ENSG00000083845,124.27494,7.3984833,0.0,0.0
ENSG00000104660,124.226746,2.090767,0.0,0.0
ENSG00000100316,123.93848,14.1253195,0.0,0.0
ENSG00000109475,123.7923,22.541384,0.0,0.0
ENSG00000163682,123.635506,13.45865,0.0,0.0
ENSG00000107742,123.422386,2.1114662,0.0,0.0
ENSG00000231500,122.79402,24.345282,0.0,0.0
ENSG00000111678,121.84308,2.1153388,0.0,0.0
ENSG00000179144,121.57985,2.4825413,0.0,0.0
ENSG00000100100,121.14403,2.1719985,0.0,0.0
ENSG00000133872,120.33359,2.9000444,0.0,0.0
ENSG00000124614,118.03279,6.113609,0.0,0.0
ENSG00000078596,116.223206,2.462088,0.0,0.0
ENSG00000122026,116.116776,17.586374,0.0,0.0
ENSG00000139193,115.22116,2.0450613,0.0,0.0
ENSG00000245164,115.141716,2.2289226,0.0,0.0
ENSG00000177600,113.693016,15.026101,0.0,0.0
ENSG00000114942,113.345055,5.4797,0.0,0.0
ENSG00000171858,113.272,8.588476,0.0,0.0
ENSG00000126353,112.717926,2.6142867,0.0,0.0
ENSG00000122406,112.34188,8.737411,0.0,0.0
ENSG00000142541,112.34006,16.292313,0.0,0.0
ENSG00000198755,110.748825,7.5352297,0.0,0.0
ENSG00000211751,110.21546,3.3511653,0.0,0.0
ENSG00000198242,110.19493,11.251418,0.0,0.0
ENSG00000147403,109.57861,23.29005,0.0,0.0
ENSG00000142676,107.952835,15.193821,0.0,0.0
ENSG00000142937,107.357025,15.592355,0.0,0.0
ENSG00000105193,106.66177,10.108121,0.0,0.0
ENSG00000154814,104.67143,2.0964937,0.0,0.0
ENSG00000172809,104.13996,7.945522,0.0,0.0
ENSG00000182866,102.97041,1.5512769,0.0,0.0
ENSG00000165272,102.7433,3.1250854,0.0,0.0
ENSG00000186854,102.23142,2.5247104,0.0,0.0
ENSG00000181163,102.18817,2.9099405,0.0,0.0
ENSG00000198034,102.110245,11.11325,0.0,0.0
ENSG00000182899,101.314064,9.62402,0.0,0.0
ENSG00000198918,99.241425,14.114703,0.0,0.0
ENSG00000109452,99.09548,3.028889,0.0,0.0
ENSG00000110848,98.916016,1.8206288,0.0,0.0
ENSG00000114391,98.78884,5.982378,0.0,0.0
ENSG00000105373,98.435844,2.1816802,0.0,0.0
ENSG00000164587,98.43272,14.826148,0.0,0.0
ENSG00000197728,96.84994,11.867234,0.0,0.0
ENSG00000186468,95.54662,11.216546,0.0,0.0
ENSG00000133112,94.67515,19.05852,0.0,0.0
ENSG00000196683,94.652885,3.1313043,0.0,0.0
ENSG00000063177,94.10124,8.097443,0.0,0.0
ENSG00000166441,93.99261,8.523736,0.0,0.0
ENSG00000108298,93.24703,11.248785,0.0,0.0
ENSG00000104964,93.241196,1.7747608,0.0,0.0
ENSG00000071082,92.8265,4.28829,0.0,0.0
ENSG00000145592,92.34056,12.276354,0.0,0.0
ENSG00000013725,92.21663,2.3022728,0.0,0.0
ENSG00000233927,91.75157,11.175194,0.0,0.0
ENSG00000105640,91.62787,9.961204,0.0,0.0
ENSG00000089157,90.357414,4.522376,0.0,0.0
ENSG00000069493,90.31082,1.3253726,0.0,0.0
ENSG00000145247,89.81658,1.6801162,0.0,0.0
ENSG00000105372,89.02106,9.3514805,0.0,0.0
ENSG00000116251,87.333405,5.2163496,0.0,0.0
ENSG00000163346,84.931465,1.6290678,0.0,0.0
ENSG00000213658,84.777145,1.5012615,0.0,0.0
ENSG00000115977,83.63874,1.3011801,0.0,0.0
ENSG00000169567,83.15687,1.6715634,0.0,0.0
ENSG00000196405,82.84589,1.2300184,0.0,0.0
ENSG00000172575,82.82334,1.5031502,0.0,0.0
ENSG00000171791,82.38969,1.8694037,0.0,0.0
ENSG00000069667,82.37716,1.6378248,0.0,0.0
ENSG00000171863,81.019585,5.3394923,0.0,0.0
ENSG00000065357,80.6328,1.718506,0.0,0.0
ENSG00000136942,80.44405,4.920487,0.0,0.0
ENSG00000197457,79.886375,1.8081491,0.0,0.0
ENSG00000229117,79.881966,16.029665,0.0,0.0
ENSG00000115268,79.594696,6.4702473,0.0,0.0
ENSG00000102245,79.58783,4.38023,0.0,0.0
ENSG00000241343,78.924164,2.1959343,0.0,0.0
ENSG00000269893,78.452995,1.2576891,0.0,0.0
ENSG00000114861,77.83014,1.3835039,0.0,0.0
ENSG00000135426,77.67208,2.2188177,0.0,0.0
