names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000172116,205.21326,8.05204,0.0,0.0
ENSG00000153563,194.76831,6.344171,0.0,0.0
ENSG00000167286,168.77274,4.827651,0.0,0.0
ENSG00000160654,161.7047,4.2084136,0.0,0.0
ENSG00000198851,148.94456,3.5310636,0.0,0.0
ENSG00000277734,147.49803,3.497129,0.0,0.0
ENSG00000008517,142.49516,6.3047404,0.0,0.0
ENSG00000211772,124.23692,3.6769898,0.0,0.0
ENSG00000116824,112.10057,2.5412838,0.0,0.0
ENSG00000197540,111.56436,2.0897613,0.0,0.0
ENSG00000182866,99.60006,1.8414303,0.0,0.0
ENSG00000069493,98.36816,1.9148617,0.0,0.0
ENSG00000168685,90.465256,3.6892757,0.0,0.0
ENSG00000134954,86.4214,1.8664188,0.0,0.0
ENSG00000081059,85.86249,1.8991956,0.0,0.0
ENSG00000070081,84.05696,1.799225,0.0,0.0
ENSG00000173762,83.97551,1.3833563,0.0,0.0
ENSG00000172543,82.39361,1.4377373,0.0,0.0
ENSG00000271503,79.79663,11.861026,0.0,0.0
ENSG00000149273,78.61299,11.778398,0.0,0.0
ENSG00000127152,76.88053,1.5117548,0.0,0.0
ENSG00000107742,74.63055,1.3613816,0.0,0.0
ENSG00000111678,74.12722,1.5840255,0.0,0.0
ENSG00000164543,73.7431,1.4650912,0.0,0.0
ENSG00000111716,71.675476,1.9222934,0.0,0.0
ENSG00000213626,71.4761,1.4716245,0.0,0.0
ENSG00000054654,71.02479,1.8161114,0.0,0.0
ENSG00000153283,70.96258,1.5781789,0.0,0.0
ENSG00000139193,70.78717,1.5814008,0.0,0.0
ENSG00000256039,70.61545,5.439274,0.0,0.0
ENSG00000196405,69.27116,1.2730576,0.0,0.0
ENSG00000138795,67.99706,1.7953944,0.0,0.0
ENSG00000136732,67.72183,1.3364471,0.0,0.0
ENSG00000154814,67.56194,1.8391619,0.0,0.0
ENSG00000211751,67.09577,2.0176132,0.0,0.0
ENSG00000213658,66.75357,1.3408867,0.0,0.0
ENSG00000112306,66.652054,24.464773,0.0,0.0
ENSG00000168028,66.455025,5.830791,0.0,0.0
ENSG00000213741,65.536285,14.594906,0.0,0.0
ENSG00000177954,65.41455,20.483707,0.0,0.0
ENSG00000172673,65.06811,2.482733,0.0,0.0
ENSG00000141293,63.95977,1.187756,0.0,0.0
ENSG00000184613,63.81311,2.8429053,0.0,0.0
ENSG00000235576,63.703526,2.0645158,0.0,0.0
ENSG00000172575,63.25349,1.2870954,0.0,0.0
ENSG00000245164,62.89059,1.2627621,0.0,0.0
ENSG00000152270,62.253468,1.7199332,0.0,0.0
ENSG00000100316,62.136276,8.506404,0.0,0.0
ENSG00000072818,59.660645,1.0341529,0.0,0.0
ENSG00000160310,58.84731,1.2497668,0.0,0.0
ENSG00000133321,58.826702,1.0681787,0.0,0.0
ENSG00000164483,58.241886,1.3321531,0.0,0.0
ENSG00000198242,57.503506,7.2788014,0.0,0.0
ENSG00000179144,57.50177,1.1896887,0.0,0.0
ENSG00000161405,57.425266,1.1271113,0.0,0.0
ENSG00000166750,57.21111,1.0901285,0.0,0.0
ENSG00000100100,57.15843,1.2534442,0.0,0.0
ENSG00000104660,56.932587,1.3007478,0.0,0.0
ENSG00000077984,56.62336,1.8145349,0.0,0.0
ENSG00000111371,56.282215,1.0394273,0.0,0.0
ENSG00000134419,56.27829,9.065133,0.0,0.0
ENSG00000071073,55.994186,1.1407393,0.0,0.0
ENSG00000104964,55.900692,1.1528347,0.0,0.0
ENSG00000115977,55.621086,0.96714294,0.0,0.0
ENSG00000105374,55.0443,5.9873962,0.0,0.0
ENSG00000227191,54.79598,2.866568,0.0,0.0
ENSG00000143947,54.33808,10.127262,0.0,0.0
ENSG00000188846,54.080086,6.048222,0.0,0.0
ENSG00000113263,53.977695,1.4858458,0.0,0.0
ENSG00000152495,53.90802,1.3192095,0.0,0.0
ENSG00000129824,53.795246,1.9013299,0.0,0.0
ENSG00000069667,53.489594,0.82825,0.0,0.0
ENSG00000142546,52.664364,1.3381262,0.0,0.0
ENSG00000027075,52.65721,1.1345991,0.0,0.0
ENSG00000147168,52.274483,0.88363695,0.0,0.0
ENSG00000149311,51.91534,1.1796154,0.0,0.0
ENSG00000134539,51.24457,1.3659518,0.0,0.0
ENSG00000100450,50.800518,3.3280954,0.0,0.0
ENSG00000231500,50.394974,13.38026,0.0,0.0
ENSG00000172183,50.35798,0.62204415,0.0,0.0
ENSG00000083845,50.12314,4.5355573,0.0,0.0
ENSG00000127528,49.712223,1.4280877,0.0,0.0
ENSG00000126353,49.42893,1.5344427,0.0,0.0
ENSG00000186854,49.362976,1.5248909,0.0,0.0
ENSG00000068796,49.21161,0.81722695,0.0,0.0
ENSG00000145649,48.87973,1.6173322,0.0,0.0
ENSG00000088179,48.397137,1.0028406,0.0,0.0
ENSG00000137154,48.23031,9.861619,0.0,0.0
ENSG00000115085,48.085117,1.0612823,0.0,0.0
ENSG00000145247,47.324966,0.9653474,0.0,0.0
ENSG00000126264,46.70814,1.1746848,0.0,0.0
ENSG00000235162,46.579414,0.9408441,0.0,0.0
ENSG00000215845,45.89378,0.75899553,0.0,0.0
ENSG00000181163,45.875732,1.778193,0.0,0.0
ENSG00000164466,45.600178,1.2437452,0.0,0.0
ENSG00000251562,45.474606,61.62526,0.0,0.0
ENSG00000168421,45.223965,0.9820689,0.0,0.0
ENSG00000146285,45.076294,1.4789283,0.0,0.0
ENSG00000020633,43.86464,0.76758075,0.0,0.0
ENSG00000136717,43.696354,0.7662026,0.0,0.0
ENSG00000118181,43.330788,5.726579,0.0,0.0
