names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000168497,77.117134,18.064735,0.0,0.0
ENSG00000127920,75.77229,18.397472,0.0,0.0
ENSG00000163737,73.87099,29.83434,0.0,0.0
ENSG00000163736,73.71194,51.246147,0.0,0.0
ENSG00000154146,72.9797,24.98379,0.0,0.0
ENSG00000101162,72.05757,17.814753,0.0,0.0
ENSG00000120885,70.44983,12.481312,0.0,0.0
ENSG00000180573,70.29218,11.614134,0.0,0.0
ENSG00000005249,69.166176,10.362318,0.0,0.0
ENSG00000113140,66.873985,9.631221,0.0,0.0
ENSG00000180354,64.97029,6.728049,0.0,0.0
ENSG00000150681,64.951004,11.261515,0.0,0.0
ENSG00000102804,64.60069,10.3181,0.0,0.0
ENSG00000169704,63.131325,12.221086,0.0,0.0
ENSG00000101856,62.187176,6.106542,0.0,0.0
ENSG00000161911,60.09204,9.979036,0.0,0.0
ENSG00000169756,59.80513,7.82686,0.0,0.0
ENSG00000156265,59.288807,7.627007,0.0,0.0
ENSG00000124491,58.353626,6.0572,0.0,0.0
ENSG00000111644,58.131966,9.453149,0.0,0.0
ENSG00000108960,57.242764,6.8509045,0.0,0.0
ENSG00000166681,56.982418,5.3438134,0.0,0.0
ENSG00000176783,56.63994,6.0248995,0.0,0.0
ENSG00000005961,56.60338,9.532329,0.0,0.0
ENSG00000158710,55.95206,6.7209406,0.0,0.0
ENSG00000035403,54.655838,6.0561976,0.0,0.0
ENSG00000204420,54.63723,8.341274,0.0,0.0
ENSG00000166091,54.59944,9.666945,0.0,0.0
ENSG00000099785,52.577133,4.512584,0.0,0.0
ENSG00000187699,52.32843,8.362171,0.0,0.0
ENSG00000101335,51.95504,8.981347,0.0,0.0
ENSG00000127824,50.967518,6.1922326,0.0,0.0
ENSG00000115758,50.314518,5.4757,0.0,0.0
ENSG00000130830,50.04053,4.4936194,0.0,0.0
ENSG00000137076,49.60139,8.429725,0.0,0.0
ENSG00000228474,48.759212,6.1485357,0.0,0.0
ENSG00000010278,48.264,5.8186336,0.0,0.0
ENSG00000140416,48.078686,4.8540792,0.0,0.0
ENSG00000167460,47.7346,4.685487,0.0,0.0
ENSG00000145335,47.732132,5.71871,0.0,0.0
ENSG00000128245,47.37642,4.1172214,0.0,0.0
ENSG00000171611,47.118496,8.3462715,0.0,0.0
ENSG00000266412,46.857197,5.516193,0.0,0.0
ENSG00000107438,46.67753,4.329219,0.0,0.0
ENSG00000160014,46.53162,3.9241247,0.0,0.0
ENSG00000125952,46.175484,3.629131,0.0,0.0
ENSG00000085733,46.09929,8.643744,0.0,0.0
ENSG00000088726,45.830097,9.5852375,0.0,0.0
ENSG00000104904,45.527683,15.122501,0.0,0.0
