gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000170364,False,SETMAR,NCBITaxon:9606,gene
ENSG00000150995,False,ITPR1,NCBITaxon:9606,gene
ENSG00000235947,False,EGOT,NCBITaxon:9606,gene
ENSG00000235978,False,AC018816.3,NCBITaxon:9606,gene
ENSG00000235831,False,BHLHE40-AS1,NCBITaxon:9606,gene
ENSG00000134107,False,BHLHE40,NCBITaxon:9606,gene
ENSG00000134108,False,ARL8B,NCBITaxon:9606,gene
ENSG00000233912,False,AC026202.3,NCBITaxon:9606,gene
ENSG00000268509,False,RP11-572B2.1,NCBITaxon:9606,gene
ENSG00000134109,False,EDEM1,NCBITaxon:9606,gene
ENSG00000071282,False,LMCD1,NCBITaxon:9606,gene
ENSG00000180914,False,OXTR,NCBITaxon:9606,gene
ENSG00000070950,False,RAD18,NCBITaxon:9606,gene
ENSG00000196220,False,SRGAP3,NCBITaxon:9606,gene
ENSG00000254485,False,RP11-380O24.1,NCBITaxon:9606,gene
ENSG00000206573,False,THUMPD3-AS1,NCBITaxon:9606,gene
ENSG00000134077,False,THUMPD3,NCBITaxon:9606,gene
ENSG00000168137,False,SETD5,NCBITaxon:9606,gene
ENSG00000156959,False,LHFPL4,NCBITaxon:9606,gene
ENSG00000163719,False,MTMR14,NCBITaxon:9606,gene
ENSG00000144550,False,CPNE9,NCBITaxon:9606,gene
ENSG00000156983,False,BRPF1,NCBITaxon:9606,gene
ENSG00000114026,False,OGG1,NCBITaxon:9606,gene
ENSG00000134072,False,CAMK1,NCBITaxon:9606,gene
ENSG00000171148,False,TADA3,NCBITaxon:9606,gene
ENSG00000241553,False,ARPC4,NCBITaxon:9606,gene
ENSG00000250151,False,ARPC4-TTLL3,NCBITaxon:9606,gene
ENSG00000214021,False,TTLL3,NCBITaxon:9606,gene
ENSG00000269886,False,RP11-266J6.2,NCBITaxon:9606,gene
ENSG00000156990,False,RPUSD3,NCBITaxon:9606,gene
ENSG00000171135,False,JAGN1,NCBITaxon:9606,gene
ENSG00000163701,False,IL17RE,NCBITaxon:9606,gene
ENSG00000163702,False,IL17RC,NCBITaxon:9606,gene
ENSG00000163703,False,CRELD1,NCBITaxon:9606,gene
ENSG00000163704,False,PRRT3,NCBITaxon:9606,gene
ENSG00000230082,False,PRRT3-AS1,NCBITaxon:9606,gene
ENSG00000269982,False,RP11-1020A11.2,NCBITaxon:9606,gene
ENSG00000125037,False,EMC3,NCBITaxon:9606,gene
ENSG00000144554,False,FANCD2,NCBITaxon:9606,gene
ENSG00000254999,False,BRK1,NCBITaxon:9606,gene
ENSG00000134086,False,VHL,NCBITaxon:9606,gene
ENSG00000134070,False,IRAK2,NCBITaxon:9606,gene
ENSG00000157014,False,TATDN2,NCBITaxon:9606,gene
ENSG00000231177,False,LINC00852,NCBITaxon:9606,gene
ENSG00000157017,False,GHRL,NCBITaxon:9606,gene
ENSG00000240288,False,GHRLOS,NCBITaxon:9606,gene
ENSG00000157020,False,SEC13,NCBITaxon:9606,gene
ENSG00000196639,False,HRH1,NCBITaxon:9606,gene
ENSG00000197548,False,ATG7,NCBITaxon:9606,gene
ENSG00000144560,False,VGLL4,NCBITaxon:9606,gene
ENSG00000144559,False,TAMM41,NCBITaxon:9606,gene
ENSG00000154743,False,TSEN2,NCBITaxon:9606,gene
ENSG00000075975,False,MKRN2,NCBITaxon:9606,gene
ENSG00000132155,False,RAF1,NCBITaxon:9606,gene
ENSG00000088726,False,TMEM40,NCBITaxon:9606,gene
ENSG00000144712,False,CAND2,NCBITaxon:9606,gene
ENSG00000144713,False,RPL32,NCBITaxon:9606,gene
ENSG00000144711,False,IQSEC1,NCBITaxon:9606,gene
ENSG00000132182,False,NUP210,NCBITaxon:9606,gene
ENSG00000163517,False,HDAC11,NCBITaxon:9606,gene
ENSG00000163520,False,FBLN2,NCBITaxon:9606,gene
ENSG00000154764,False,WNT7A,NCBITaxon:9606,gene
ENSG00000163528,False,CHCHD4,NCBITaxon:9606,gene
ENSG00000170876,False,TMEM43,NCBITaxon:9606,gene
ENSG00000228242,False,XPC-AS1,NCBITaxon:9606,gene
ENSG00000154767,False,XPC,NCBITaxon:9606,gene
ENSG00000170860,False,LSM3,NCBITaxon:9606,gene
ENSG00000131389,False,SLC6A6,NCBITaxon:9606,gene
ENSG00000154781,False,CCDC174,NCBITaxon:9606,gene
ENSG00000225733,False,FGD5-AS1,NCBITaxon:9606,gene
ENSG00000177463,False,NR2C2,NCBITaxon:9606,gene
ENSG00000131368,False,MRPS25,NCBITaxon:9606,gene
ENSG00000131381,False,RBSN,NCBITaxon:9606,gene
ENSG00000131375,False,CAPN7,NCBITaxon:9606,gene
ENSG00000224660,False,SH3BP5-AS1,NCBITaxon:9606,gene
ENSG00000131370,False,SH3BP5,NCBITaxon:9606,gene
ENSG00000206562,False,METTL6,NCBITaxon:9606,gene
ENSG00000144597,False,EAF1,NCBITaxon:9606,gene
ENSG00000249786,False,EAF1-AS1,NCBITaxon:9606,gene
ENSG00000206561,False,COLQ,NCBITaxon:9606,gene
ENSG00000131373,False,HACL1,NCBITaxon:9606,gene
ENSG00000169814,False,BTD,NCBITaxon:9606,gene
ENSG00000206560,False,ANKRD28,NCBITaxon:9606,gene
ENSG00000154813,False,DPH3,NCBITaxon:9606,gene
ENSG00000154814,False,OXNAD1,NCBITaxon:9606,gene
ENSG00000131378,False,RFTN1,NCBITaxon:9606,gene
ENSG00000271964,False,RP11-415F23.2,NCBITaxon:9606,gene
ENSG00000272498,False,RP11-415F23.3,NCBITaxon:9606,gene
ENSG00000272529,False,RP11-415F23.4,NCBITaxon:9606,gene
ENSG00000154822,False,PLCL2,NCBITaxon:9606,gene
ENSG00000131374,False,TBC1D5,NCBITaxon:9606,gene
ENSG00000182568,False,SATB1,NCBITaxon:9606,gene
ENSG00000183960,False,KCNH8,NCBITaxon:9606,gene
ENSG00000163576,False,EFHB,NCBITaxon:9606,gene
ENSG00000144566,False,RAB5A,NCBITaxon:9606,gene
ENSG00000114166,False,KAT2B,NCBITaxon:9606,gene
ENSG00000129810,False,SGO1,NCBITaxon:9606,gene
ENSG00000261734,False,RP11-669C19.1,NCBITaxon:9606,gene
ENSG00000151789,False,ZNF385D,NCBITaxon:9606,gene
ENSG00000182247,False,UBE2E2,NCBITaxon:9606,gene
ENSG00000170142,False,UBE2E1,NCBITaxon:9606,gene
ENSG00000197885,False,NKIRAS1,NCBITaxon:9606,gene
ENSG00000174748,False,RPL15,NCBITaxon:9606,gene
ENSG00000174738,False,NR1D2,NCBITaxon:9606,gene
ENSG00000151090,False,THRB,NCBITaxon:9606,gene
ENSG00000077092,False,RARB,NCBITaxon:9606,gene
ENSG00000077097,False,TOP2B,NCBITaxon:9606,gene
ENSG00000151092,False,NGLY1,NCBITaxon:9606,gene
ENSG00000151093,False,OXSM,NCBITaxon:9606,gene
ENSG00000033867,False,SLC4A7,NCBITaxon:9606,gene
ENSG00000271943,False,AC098614.2,NCBITaxon:9606,gene
ENSG00000272282,False,LINC02084,NCBITaxon:9606,gene
ENSG00000163508,False,EOMES,NCBITaxon:9606,gene
ENSG00000187118,False,CMC1,NCBITaxon:9606,gene
ENSG00000163512,False,AZI2,NCBITaxon:9606,gene
ENSG00000206559,False,ZCWPW2,NCBITaxon:9606,gene
ENSG00000283563,False,RP11-9J18.1,NCBITaxon:9606,gene
ENSG00000144642,False,RBMS3,NCBITaxon:9606,gene
ENSG00000163513,False,TGFBR2,NCBITaxon:9606,gene
ENSG00000163527,False,STT3B,NCBITaxon:9606,gene
ENSG00000144645,False,OSBPL10,NCBITaxon:9606,gene
ENSG00000232490,False,OSBPL10-AS1,NCBITaxon:9606,gene
ENSG00000197385,False,ZNF860,NCBITaxon:9606,gene
ENSG00000152642,False,GPD1L,NCBITaxon:9606,gene
ENSG00000170293,False,CMTM8,NCBITaxon:9606,gene
ENSG00000153551,False,CMTM7,NCBITaxon:9606,gene
ENSG00000091317,False,CMTM6,NCBITaxon:9606,gene
ENSG00000144635,False,DYNC1LI1,NCBITaxon:9606,gene
ENSG00000182973,False,CNOT10,NCBITaxon:9606,gene
ENSG00000206557,False,TRIM71,NCBITaxon:9606,gene
ENSG00000183813,False,CCR4,NCBITaxon:9606,gene
ENSG00000170266,False,GLB1,NCBITaxon:9606,gene
ENSG00000188167,False,TMPPE,NCBITaxon:9606,gene
ENSG00000170275,False,CRTAP,NCBITaxon:9606,gene
ENSG00000153558,False,FBXL2,NCBITaxon:9606,gene
ENSG00000153560,False,UBP1,NCBITaxon:9606,gene
ENSG00000163539,False,CLASP2,NCBITaxon:9606,gene
ENSG00000271643,False,PDCD6IP-DT,NCBITaxon:9606,gene
ENSG00000170248,False,PDCD6IP,NCBITaxon:9606,gene
ENSG00000279727,False,LINC02033,NCBITaxon:9606,gene
ENSG00000168016,False,TRANK1,NCBITaxon:9606,gene
ENSG00000272334,False,RP11-129K12.1,NCBITaxon:9606,gene
ENSG00000178567,False,EPM2AIP1,NCBITaxon:9606,gene
ENSG00000076242,False,MLH1,NCBITaxon:9606,gene
ENSG00000093167,False,LRRFIP2,NCBITaxon:9606,gene
ENSG00000270194,False,GOLGA4-AS1,NCBITaxon:9606,gene
ENSG00000144674,False,GOLGA4,NCBITaxon:9606,gene
ENSG00000144677,False,CTDSPL,NCBITaxon:9606,gene
ENSG00000136059,False,VILL,NCBITaxon:9606,gene
ENSG00000187091,False,PLCD1,NCBITaxon:9606,gene
ENSG00000008226,False,DLEC1,NCBITaxon:9606,gene
ENSG00000060971,False,ACAA1,NCBITaxon:9606,gene
ENSG00000172936,False,MYD88,NCBITaxon:9606,gene
ENSG00000172939,False,OXSR1,NCBITaxon:9606,gene
ENSG00000144671,False,SLC22A14,NCBITaxon:9606,gene
ENSG00000093217,False,XYLB,NCBITaxon:9606,gene
ENSG00000114739,False,ACVR2B,NCBITaxon:9606,gene
ENSG00000157036,False,EXOG,NCBITaxon:9606,gene
ENSG00000168356,False,SCN11A,NCBITaxon:9606,gene
ENSG00000114742,False,WDR48,NCBITaxon:9606,gene
ENSG00000114745,False,GORASP1,NCBITaxon:9606,gene
ENSG00000168026,False,TTC21A,NCBITaxon:9606,gene
ENSG00000144655,False,CSRNP1,NCBITaxon:9606,gene
ENSG00000284669,False,RP11-331G2.8,NCBITaxon:9606,gene
ENSG00000283849,False,RP11-331G2.7,NCBITaxon:9606,gene
ENSG00000168329,False,CX3CR1,NCBITaxon:9606,gene
ENSG00000144659,False,SLC25A38,NCBITaxon:9606,gene
ENSG00000168028,False,RPSA,NCBITaxon:9606,gene
ENSG00000114784,False,EIF1B,NCBITaxon:9606,gene
ENSG00000223797,False,ENTPD3-AS1,NCBITaxon:9606,gene
ENSG00000188846,False,RPL14,NCBITaxon:9606,gene
ENSG00000177873,False,ZNF619,NCBITaxon:9606,gene
ENSG00000177842,False,ZNF620,NCBITaxon:9606,gene
ENSG00000172888,False,ZNF621,NCBITaxon:9606,gene
ENSG00000168036,False,CTNNB1,NCBITaxon:9606,gene
ENSG00000168038,False,ULK4,NCBITaxon:9606,gene
ENSG00000182606,False,TRAK1,NCBITaxon:9606,gene
ENSG00000114812,False,VIPR1,NCBITaxon:9606,gene
ENSG00000232354,False,VIPR1-AS1,NCBITaxon:9606,gene
ENSG00000093183,False,SEC22C,NCBITaxon:9606,gene
ENSG00000008324,False,SS18L2,NCBITaxon:9606,gene
ENSG00000114857,False,NKTR,NCBITaxon:9606,gene
ENSG00000230084,False,RP4-613B23.1,NCBITaxon:9606,gene
ENSG00000114853,False,ZBTB47,NCBITaxon:9606,gene
ENSG00000244607,False,CCDC13,NCBITaxon:9606,gene
ENSG00000225611,False,LINC02158,NCBITaxon:9606,gene
ENSG00000181061,False,HIGD1A,NCBITaxon:9606,gene
ENSG00000182983,False,ZNF662,NCBITaxon:9606,gene
ENSG00000144647,False,POMGNT2,NCBITaxon:9606,gene
ENSG00000163788,False,SNRK,NCBITaxon:9606,gene
ENSG00000234617,False,SNRK-AS1,NCBITaxon:9606,gene
ENSG00000160746,False,ANO10,NCBITaxon:9606,gene
ENSG00000011198,False,ABHD5,NCBITaxon:9606,gene
ENSG00000271937,False,RP11-424N24.2,NCBITaxon:9606,gene
ENSG00000179152,False,TCAIM,NCBITaxon:9606,gene
ENSG00000185219,False,ZNF445,NCBITaxon:9606,gene
ENSG00000178917,False,ZNF852,NCBITaxon:9606,gene
ENSG00000196345,False,ZKSCAN7,NCBITaxon:9606,gene
ENSG00000144792,False,ZNF660,NCBITaxon:9606,gene
ENSG00000186448,False,ZNF197,NCBITaxon:9606,gene
ENSG00000169981,False,ZNF35,NCBITaxon:9606,gene
ENSG00000272077,False,RP11-348P10.2,NCBITaxon:9606,gene
ENSG00000196653,False,ZNF502,NCBITaxon:9606,gene
ENSG00000186446,False,ZNF501,NCBITaxon:9606,gene
ENSG00000163807,False,KIAA1143,NCBITaxon:9606,gene
ENSG00000163808,False,KIF15,NCBITaxon:9606,gene
ENSG00000169964,False,TMEM42,NCBITaxon:9606,gene
ENSG00000163812,False,ZDHHC3,NCBITaxon:9606,gene
ENSG00000075914,False,EXOSC7,NCBITaxon:9606,gene
ENSG00000163815,False,CLEC3B,NCBITaxon:9606,gene
ENSG00000163814,False,CDCP1,NCBITaxon:9606,gene
ENSG00000249992,False,TMEM158,NCBITaxon:9606,gene
ENSG00000011376,False,LARS2,NCBITaxon:9606,gene
ENSG00000144791,False,LIMD1,NCBITaxon:9606,gene
ENSG00000211456,False,SACM1L,NCBITaxon:9606,gene
ENSG00000163818,False,LZTFL1,NCBITaxon:9606,gene
ENSG00000173585,False,CCR9,NCBITaxon:9606,gene
ENSG00000163820,False,FYCO1,NCBITaxon:9606,gene
ENSG00000172215,False,CXCR6,NCBITaxon:9606,gene
ENSG00000163823,False,CCR1,NCBITaxon:9606,gene
ENSG00000121807,False,CCR2,NCBITaxon:9606,gene
ENSG00000160791,False,CCR5,NCBITaxon:9606,gene
ENSG00000121797,False,CCRL2,NCBITaxon:9606,gene
ENSG00000163827,False,LRRC2,NCBITaxon:9606,gene
ENSG00000178038,False,ALS2CL,NCBITaxon:9606,gene
ENSG00000181585,False,TMIE,NCBITaxon:9606,gene
ENSG00000160799,False,CCDC12,NCBITaxon:9606,gene
ENSG00000160796,False,NBEAL2,NCBITaxon:9606,gene
ENSG00000181555,False,SETD2,NCBITaxon:9606,gene
ENSG00000227398,False,KIF9-AS1,NCBITaxon:9606,gene
ENSG00000088727,False,KIF9,NCBITaxon:9606,gene
ENSG00000114648,False,KLHL18,NCBITaxon:9606,gene
ENSG00000260236,False,RP11-708J19.1,NCBITaxon:9606,gene
ENSG00000076201,False,PTPN23,NCBITaxon:9606,gene
ENSG00000114650,False,SCAP,NCBITaxon:9606,gene
ENSG00000163832,False,ELP6,NCBITaxon:9606,gene
ENSG00000173473,False,SMARCC1,NCBITaxon:9606,gene
ENSG00000132153,False,DHX30,NCBITaxon:9606,gene
ENSG00000047849,False,MAP4,NCBITaxon:9606,gene
ENSG00000164045,False,CDC25A,NCBITaxon:9606,gene
ENSG00000164047,False,CAMP,NCBITaxon:9606,gene
ENSG00000164048,False,ZNF589,NCBITaxon:9606,gene
ENSG00000172113,False,NME6,NCBITaxon:9606,gene
ENSG00000164050,False,PLXNB1,NCBITaxon:9606,gene
ENSG00000164051,False,CCDC51,NCBITaxon:9606,gene
ENSG00000232112,False,TMA7,NCBITaxon:9606,gene
ENSG00000244380,False,RP11-24C3.2,NCBITaxon:9606,gene
ENSG00000164053,False,ATRIP,NCBITaxon:9606,gene
ENSG00000164054,False,SHISA5,NCBITaxon:9606,gene
ENSG00000114268,False,PFKFB4,NCBITaxon:9606,gene
ENSG00000010256,False,UQCRC1,NCBITaxon:9606,gene
ENSG00000225697,False,SLC26A6,NCBITaxon:9606,gene
ENSG00000008300,False,CELSR3,NCBITaxon:9606,gene
ENSG00000213672,False,NCKIPSD,NCBITaxon:9606,gene
ENSG00000068745,False,IP6K2,NCBITaxon:9606,gene
ENSG00000114302,False,PRKAR2A,NCBITaxon:9606,gene
ENSG00000224424,False,PRKAR2A-AS1,NCBITaxon:9606,gene
ENSG00000178537,False,SLC25A20,NCBITaxon:9606,gene
ENSG00000221883,False,ARIH2OS,NCBITaxon:9606,gene
ENSG00000177479,False,ARIH2,NCBITaxon:9606,gene
ENSG00000235236,False,RP13-131K19.1,NCBITaxon:9606,gene
ENSG00000273211,False,RP13-131K19.7,NCBITaxon:9606,gene
ENSG00000178467,False,P4HTM,NCBITaxon:9606,gene
ENSG00000178252,False,WDR6,NCBITaxon:9606,gene
ENSG00000178149,False,DALRD3,NCBITaxon:9606,gene
ENSG00000178057,False,NDUFAF3,NCBITaxon:9606,gene
ENSG00000178035,False,IMPDH2,NCBITaxon:9606,gene
ENSG00000272434,False,RP13-131K19.6,NCBITaxon:9606,gene
ENSG00000198218,False,QRICH1,NCBITaxon:9606,gene
ENSG00000172053,False,QARS1,NCBITaxon:9606,gene
ENSG00000172046,False,USP19,NCBITaxon:9606,gene
ENSG00000172037,False,LAMB2,NCBITaxon:9606,gene
ENSG00000177352,False,CCDC71,NCBITaxon:9606,gene
ENSG00000185909,False,KLHDC8B,NCBITaxon:9606,gene
ENSG00000188315,False,C3orf62,NCBITaxon:9606,gene
ENSG00000114316,False,USP4,NCBITaxon:9606,gene
ENSG00000067560,False,RHOA,NCBITaxon:9606,gene
ENSG00000145022,False,TCTA,NCBITaxon:9606,gene
ENSG00000145020,False,AMT,NCBITaxon:9606,gene
ENSG00000173402,False,DAG1,NCBITaxon:9606,gene
ENSG00000164062,False,APEH,NCBITaxon:9606,gene
ENSG00000173531,False,MST1,NCBITaxon:9606,gene
ENSG00000164068,False,RNF123,NCBITaxon:9606,gene
ENSG00000173540,False,GMPPB,NCBITaxon:9606,gene
ENSG00000176095,False,IP6K1,NCBITaxon:9606,gene
ENSG00000185614,False,INKA1,NCBITaxon:9606,gene
ENSG00000182179,False,UBA7,NCBITaxon:9606,gene
ENSG00000183763,False,TRAIP,NCBITaxon:9606,gene
ENSG00000164077,False,MON1A,NCBITaxon:9606,gene
ENSG00000004534,False,RBM6,NCBITaxon:9606,gene
ENSG00000003756,False,RBM5,NCBITaxon:9606,gene
ENSG00000281691,False,RBM5-AS1,NCBITaxon:9606,gene
ENSG00000235016,False,SEMA3F-AS1,NCBITaxon:9606,gene
ENSG00000114353,False,GNAI2,NCBITaxon:9606,gene
ENSG00000230454,False,U73166.2,NCBITaxon:9606,gene
ENSG00000012171,False,SEMA3B,NCBITaxon:9606,gene
ENSG00000214706,False,IFRD2,NCBITaxon:9606,gene
ENSG00000186792,False,HYAL3,NCBITaxon:9606,gene
ENSG00000243477,False,NAA80,NCBITaxon:9606,gene
ENSG00000068001,False,HYAL2,NCBITaxon:9606,gene
ENSG00000114383,False,TUSC2,NCBITaxon:9606,gene
ENSG00000068028,False,RASSF1,NCBITaxon:9606,gene
ENSG00000281358,False,RASSF1-AS1,NCBITaxon:9606,gene
ENSG00000004838,False,ZMYND10,NCBITaxon:9606,gene
ENSG00000114388,False,NPRL2,NCBITaxon:9606,gene
ENSG00000126062,False,TMEM115,NCBITaxon:9606,gene
ENSG00000007402,False,CACNA2D2,NCBITaxon:9606,gene
ENSG00000088543,False,C3orf18,NCBITaxon:9606,gene
ENSG00000114735,False,HEMK1,NCBITaxon:9606,gene
ENSG00000114737,False,CISH,NCBITaxon:9606,gene
ENSG00000114738,False,MAPKAPK3,NCBITaxon:9606,gene
ENSG00000273356,False,LINC02019,NCBITaxon:9606,gene
ENSG00000088538,False,DOCK3,NCBITaxon:9606,gene
ENSG00000145050,False,MANF,NCBITaxon:9606,gene
ENSG00000259956,False,RBM15B,NCBITaxon:9606,gene
ENSG00000145041,False,DCAF1,NCBITaxon:9606,gene
ENSG00000164080,False,RAD54L2,NCBITaxon:9606,gene
ENSG00000164081,False,TEX264,NCBITaxon:9606,gene
ENSG00000164082,False,GRM2,NCBITaxon:9606,gene
ENSG00000114767,False,RRP9,NCBITaxon:9606,gene
ENSG00000041880,False,PARP3,NCBITaxon:9606,gene
ENSG00000090097,False,PCBP4,NCBITaxon:9606,gene
ENSG00000114779,False,ABHD14B,NCBITaxon:9606,gene
ENSG00000248487,False,ABHD14A,NCBITaxon:9606,gene
ENSG00000114786,False,ABHD14A-ACY1,NCBITaxon:9606,gene
ENSG00000243989,False,ACY1,NCBITaxon:9606,gene
ENSG00000162244,False,RPL29,NCBITaxon:9606,gene
ENSG00000164086,False,DUSP7,NCBITaxon:9606,gene
ENSG00000164087,False,POC1A,NCBITaxon:9606,gene
ENSG00000023330,False,ALAS1,NCBITaxon:9606,gene
ENSG00000239732,False,TLR9,NCBITaxon:9606,gene
ENSG00000247596,False,TWF2,NCBITaxon:9606,gene
ENSG00000243224,False,RP5-1157M23.2,NCBITaxon:9606,gene
ENSG00000164088,False,PPM1M,NCBITaxon:9606,gene
ENSG00000164091,False,WDR82,NCBITaxon:9606,gene
ENSG00000168237,False,GLYCTK,NCBITaxon:9606,gene
ENSG00000114841,False,DNAH1,NCBITaxon:9606,gene
ENSG00000163930,False,BAP1,NCBITaxon:9606,gene
ENSG00000010318,False,PHF7,NCBITaxon:9606,gene
ENSG00000114854,False,TNNC1,NCBITaxon:9606,gene
ENSG00000010322,False,NISCH,NCBITaxon:9606,gene
ENSG00000010327,False,STAB1,NCBITaxon:9606,gene
ENSG00000168268,False,NT5DC2,NCBITaxon:9606,gene
ENSG00000168273,False,SMIM4,NCBITaxon:9606,gene
ENSG00000163939,False,PBRM1,NCBITaxon:9606,gene
ENSG00000163938,False,GNL3,NCBITaxon:9606,gene
ENSG00000016864,False,GLT8D1,NCBITaxon:9606,gene
ENSG00000114902,False,SPCS1,NCBITaxon:9606,gene
ENSG00000114904,False,NEK4,NCBITaxon:9606,gene
ENSG00000055955,False,ITIH4,NCBITaxon:9606,gene
ENSG00000248592,False,STIMATE-MUSTN1,NCBITaxon:9606,gene
ENSG00000213533,False,STIMATE,NCBITaxon:9606,gene
ENSG00000163935,False,SFMBT1,NCBITaxon:9606,gene
ENSG00000272305,False,RP11-894J14.5,NCBITaxon:9606,gene
ENSG00000163933,False,RFT1,NCBITaxon:9606,gene
ENSG00000163932,False,PRKCD,NCBITaxon:9606,gene
ENSG00000163931,False,TKT,NCBITaxon:9606,gene
ENSG00000272886,False,DCP1A,NCBITaxon:9606,gene
ENSG00000157388,False,CACNA1D,NCBITaxon:9606,gene
ENSG00000016391,False,CHDH,NCBITaxon:9606,gene
ENSG00000271976,False,RP11-884K10.7,NCBITaxon:9606,gene
ENSG00000113812,False,ACTR8,NCBITaxon:9606,gene
ENSG00000113811,False,SELENOK,NCBITaxon:9606,gene
ENSG00000157445,False,CACNA2D3,NCBITaxon:9606,gene
ENSG00000180376,False,CCDC66,NCBITaxon:9606,gene
ENSG00000163946,False,TASOR,NCBITaxon:9606,gene
ENSG00000163947,False,ARHGEF3,NCBITaxon:9606,gene
ENSG00000163666,False,HESX1,NCBITaxon:9606,gene
ENSG00000157500,False,APPL1,NCBITaxon:9606,gene
ENSG00000174840,False,PDE12,NCBITaxon:9606,gene
ENSG00000168374,False,ARF4,NCBITaxon:9606,gene
ENSG00000272146,False,ARF4-AS1,NCBITaxon:9606,gene
ENSG00000174839,False,DENND6A,NCBITaxon:9606,gene
ENSG00000163681,False,SLMAP,NCBITaxon:9606,gene
ENSG00000136068,False,FLNB,NCBITaxon:9606,gene
ENSG00000163687,False,DNASE1L3,NCBITaxon:9606,gene
ENSG00000163686,False,ABHD6,NCBITaxon:9606,gene
ENSG00000163684,False,RPP14,NCBITaxon:9606,gene
ENSG00000168297,False,PXK,NCBITaxon:9606,gene
ENSG00000168291,False,PDHB,NCBITaxon:9606,gene
ENSG00000272182,False,RP11-802O23.3,NCBITaxon:9606,gene
ENSG00000272360,False,RP11-359I18.5,NCBITaxon:9606,gene
ENSG00000168301,False,KCTD6,NCBITaxon:9606,gene
ENSG00000168306,False,ACOX2,NCBITaxon:9606,gene
ENSG00000163689,False,CFAP20DC,NCBITaxon:9606,gene
ENSG00000189283,False,FHIT,NCBITaxon:9606,gene
ENSG00000144724,False,PTPRG,NCBITaxon:9606,gene
ENSG00000114405,False,C3orf14,NCBITaxon:9606,gene
ENSG00000163632,False,C3orf49,NCBITaxon:9606,gene
ENSG00000163634,False,THOC7,NCBITaxon:9606,gene
ENSG00000280620,False,SCAANT1,NCBITaxon:9606,gene
ENSG00000239653,False,PSMD6-AS2,NCBITaxon:9606,gene
ENSG00000271843,False,RP11-245J9.5,NCBITaxon:9606,gene
ENSG00000163636,False,PSMD6,NCBITaxon:9606,gene
ENSG00000243410,False,PSMD6-AS1,NCBITaxon:9606,gene
ENSG00000272181,False,RP11-245J9.6,NCBITaxon:9606,gene
ENSG00000241111,False,PRICKLE2-AS1_ENSG00000241111,NCBITaxon:9606,gene
ENSG00000163637,False,PRICKLE2,NCBITaxon:9606,gene
ENSG00000144741,False,SLC25A26,NCBITaxon:9606,gene
ENSG00000144749,False,LRIG1,NCBITaxon:9606,gene
ENSG00000163376,False,KBTBD8,NCBITaxon:9606,gene
ENSG00000172340,False,SUCLG2,NCBITaxon:9606,gene
ENSG00000241316,False,SUCLG2-AS1,NCBITaxon:9606,gene
ENSG00000183662,False,TAFA1,NCBITaxon:9606,gene
ENSG00000163378,False,EOGT,NCBITaxon:9606,gene
ENSG00000144747,False,TMF1,NCBITaxon:9606,gene
ENSG00000144744,False,UBA3,NCBITaxon:9606,gene
ENSG00000144746,False,ARL6IP5,NCBITaxon:9606,gene
ENSG00000163380,False,LMOD3,NCBITaxon:9606,gene
ENSG00000114541,False,FRMD4B,NCBITaxon:9606,gene
ENSG00000187098,False,MITF,NCBITaxon:9606,gene
ENSG00000114861,False,FOXP1,NCBITaxon:9606,gene
ENSG00000277855,False,RP11-154H23.4,NCBITaxon:9606,gene
ENSG00000270562,False,RP11-154H23.3,NCBITaxon:9606,gene
ENSG00000163412,False,EIF4E3,NCBITaxon:9606,gene
ENSG00000170837,False,GPR27,NCBITaxon:9606,gene
ENSG00000163421,False,PROK2,NCBITaxon:9606,gene
ENSG00000241163,False,LINC00877,NCBITaxon:9606,gene
ENSG00000163602,False,RYBP,NCBITaxon:9606,gene
ENSG00000144736,False,SHQ1,NCBITaxon:9606,gene
ENSG00000163605,False,PPP4R2,NCBITaxon:9606,gene
ENSG00000255423,False,EBLN2,NCBITaxon:9606,gene
ENSG00000272690,False,LINC02018,NCBITaxon:9606,gene
ENSG00000227124,False,ZNF717,NCBITaxon:9606,gene
ENSG00000169855,False,ROBO1,NCBITaxon:9606,gene
ENSG00000114480,False,GBE1,NCBITaxon:9606,gene
ENSG00000083937,False,CHMP2B,NCBITaxon:9606,gene
ENSG00000179097,False,HTR1F,NCBITaxon:9606,gene
ENSG00000163320,False,CGGBP1,NCBITaxon:9606,gene
ENSG00000175105,False,ZNF654,NCBITaxon:9606,gene
ENSG00000179021,False,C3orf38,NCBITaxon:9606,gene
ENSG00000184500,False,PROS1,NCBITaxon:9606,gene
ENSG00000169379,False,ARL13B,NCBITaxon:9606,gene
ENSG00000178700,False,DHFR2,NCBITaxon:9606,gene
ENSG00000178694,False,NSUN3,NCBITaxon:9606,gene
ENSG00000269028,False,MTRNR2L12,NCBITaxon:9606,gene
ENSG00000113966,False,ARL6,NCBITaxon:9606,gene
ENSG00000080200,False,CRYBG3,NCBITaxon:9606,gene
ENSG00000170854,False,RIOX2,NCBITaxon:9606,gene
ENSG00000080822,False,CLDND1,NCBITaxon:9606,gene
ENSG00000080819,False,CPOX,NCBITaxon:9606,gene
ENSG00000154165,False,GPR15,NCBITaxon:9606,gene
ENSG00000064225,False,ST3GAL6,NCBITaxon:9606,gene
