gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000165244,False,ZNF367,NCBITaxon:9606,gene
ENSG00000130956,False,HABP4,NCBITaxon:9606,gene
ENSG00000081377,False,CDC14B,NCBITaxon:9606,gene
ENSG00000158122,False,PRXL2C,NCBITaxon:9606,gene
ENSG00000081386,False,ZNF510,NCBITaxon:9606,gene
ENSG00000196597,False,ZNF782,NCBITaxon:9606,gene
ENSG00000196312,False,MFSD14C,NCBITaxon:9606,gene
ENSG00000136943,False,CTSV,NCBITaxon:9606,gene
ENSG00000203279,False,RP11-498P14.5,NCBITaxon:9606,gene
ENSG00000197816,False,CCDC180,NCBITaxon:9606,gene
ENSG00000196116,False,TDRD7,NCBITaxon:9606,gene
ENSG00000136842,False,TMOD1,NCBITaxon:9606,gene
ENSG00000136925,False,TSTD2,NCBITaxon:9606,gene
ENSG00000136937,False,NCBP1,NCBITaxon:9606,gene
ENSG00000136936,False,XPA,NCBITaxon:9606,gene
ENSG00000136932,False,TRMO,NCBITaxon:9606,gene
ENSG00000136929,False,HEMGN,NCBITaxon:9606,gene
ENSG00000136938,False,ANP32B,NCBITaxon:9606,gene
ENSG00000095380,False,NANS,NCBITaxon:9606,gene
ENSG00000106785,False,TRIM14,NCBITaxon:9606,gene
ENSG00000106789,False,CORO2A,NCBITaxon:9606,gene
ENSG00000095383,False,TBC1D2,NCBITaxon:9606,gene
ENSG00000165138,False,ANKS6,NCBITaxon:9606,gene
ENSG00000119514,False,GALNT12,NCBITaxon:9606,gene
ENSG00000106799,False,TGFBR1,NCBITaxon:9606,gene
ENSG00000119523,False,ALG2,NCBITaxon:9606,gene
ENSG00000106803,False,SEC61B,NCBITaxon:9606,gene
ENSG00000119508,False,NR4A3,NCBITaxon:9606,gene
ENSG00000255145,False,STX17-AS1,NCBITaxon:9606,gene
ENSG00000136874,False,STX17,NCBITaxon:9606,gene
ENSG00000023318,False,ERP44,NCBITaxon:9606,gene
ENSG00000119509,False,INVS,NCBITaxon:9606,gene
ENSG00000136891,False,TEX10,NCBITaxon:9606,gene
ENSG00000066697,False,MSANTD3,NCBITaxon:9606,gene
ENSG00000170681,False,CAVIN4,NCBITaxon:9606,gene
ENSG00000136897,False,MRPL50,NCBITaxon:9606,gene
ENSG00000136870,False,ZNF189,NCBITaxon:9606,gene
ENSG00000155827,False,RNF20,NCBITaxon:9606,gene
ENSG00000136824,False,SMC2,NCBITaxon:9606,gene
ENSG00000136783,False,NIPSNAP3A,NCBITaxon:9606,gene
ENSG00000165028,False,NIPSNAP3B,NCBITaxon:9606,gene
ENSG00000165029,False,ABCA1,NCBITaxon:9606,gene
ENSG00000070214,False,SLC44A1,NCBITaxon:9606,gene
ENSG00000106701,False,FSD1L,NCBITaxon:9606,gene
ENSG00000106692,False,FKTN,NCBITaxon:9606,gene
ENSG00000186051,False,TAL2,NCBITaxon:9606,gene
ENSG00000095209,False,TMEM38B,NCBITaxon:9606,gene
ENSG00000148143,False,ZNF462,NCBITaxon:9606,gene
ENSG00000119318,False,RAD23B,NCBITaxon:9606,gene
ENSG00000136826,False,KLF4,NCBITaxon:9606,gene
ENSG00000070061,False,ELP1,NCBITaxon:9606,gene
ENSG00000119328,False,ABITRAM,NCBITaxon:9606,gene
ENSG00000119326,False,CTNNAL1,NCBITaxon:9606,gene
ENSG00000106771,False,TMEM245,NCBITaxon:9606,gene
ENSG00000136810,False,TXN,NCBITaxon:9606,gene
ENSG00000198121,False,LPAR1,NCBITaxon:9606,gene
ENSG00000136813,False,ECPAS,NCBITaxon:9606,gene
ENSG00000173258,False,ZNF483,NCBITaxon:9606,gene
ENSG00000106853,False,PTGR1,NCBITaxon:9606,gene
ENSG00000059769,False,DNAJC25,NCBITaxon:9606,gene
ENSG00000244115,False,DNAJC25-GNG10,NCBITaxon:9606,gene
ENSG00000242616,False,GNG10,NCBITaxon:9606,gene
ENSG00000148154,False,UGCG,NCBITaxon:9606,gene
ENSG00000106868,False,SUSD1,NCBITaxon:9606,gene
ENSG00000119314,False,PTBP3,NCBITaxon:9606,gene
ENSG00000119471,False,HSDL2,NCBITaxon:9606,gene
ENSG00000230185,False,C9orf147,NCBITaxon:9606,gene
ENSG00000165185,False,KIAA1958,NCBITaxon:9606,gene
ENSG00000148153,False,INIP,NCBITaxon:9606,gene
ENSG00000148158,False,SNX30,NCBITaxon:9606,gene
ENSG00000119457,False,SLC46A2,NCBITaxon:9606,gene
ENSG00000271631,False,RP11-408O19.5,NCBITaxon:9606,gene
ENSG00000136866,False,ZFP37,NCBITaxon:9606,gene
ENSG00000231528,False,FAM225A,NCBITaxon:9606,gene
ENSG00000136867,False,SLC31A2,NCBITaxon:9606,gene
ENSG00000119321,False,FKBP15,NCBITaxon:9606,gene
ENSG00000136868,False,SLC31A1,NCBITaxon:9606,gene
ENSG00000176386,False,CDC26,NCBITaxon:9606,gene
ENSG00000136875,False,PRPF4,NCBITaxon:9606,gene
ENSG00000148225,False,WDR31,NCBITaxon:9606,gene
ENSG00000119411,False,BSPRY,NCBITaxon:9606,gene
ENSG00000119431,False,HDHD3,NCBITaxon:9606,gene
ENSG00000148218,False,ALAD,NCBITaxon:9606,gene
ENSG00000148229,False,POLE3,NCBITaxon:9606,gene
ENSG00000157653,False,C9orf43,NCBITaxon:9606,gene
ENSG00000138835,False,RGS3,NCBITaxon:9606,gene
ENSG00000157657,False,ZNF618,NCBITaxon:9606,gene
ENSG00000196739,False,COL27A1,NCBITaxon:9606,gene
ENSG00000106948,False,AKNA,NCBITaxon:9606,gene
ENSG00000235119,False,RP11-9M16.2,NCBITaxon:9606,gene
ENSG00000095397,False,WHRN,NCBITaxon:9606,gene
ENSG00000136888,False,ATP6V1G1,NCBITaxon:9606,gene
ENSG00000157693,False,TMEM268,NCBITaxon:9606,gene
ENSG00000181634,False,TNFSF15,NCBITaxon:9606,gene
ENSG00000106952,False,TNFSF8,NCBITaxon:9606,gene
ENSG00000041982,False,TNC,NCBITaxon:9606,gene
ENSG00000182752,False,PAPPA,NCBITaxon:9606,gene
ENSG00000148219,False,ASTN2,NCBITaxon:9606,gene
ENSG00000119401,False,TRIM32,NCBITaxon:9606,gene
ENSG00000136869,False,TLR4,NCBITaxon:9606,gene
ENSG00000284977,False,RP11-281A20.2,NCBITaxon:9606,gene
ENSG00000136861,False,CDK5RAP2,NCBITaxon:9606,gene
ENSG00000106780,False,MEGF9,NCBITaxon:9606,gene
ENSG00000119402,False,FBXW2,NCBITaxon:9606,gene
ENSG00000214654,False,B3GALT9,NCBITaxon:9606,gene
ENSG00000095261,False,PSMD5,NCBITaxon:9606,gene
ENSG00000119403,False,PHF19,NCBITaxon:9606,gene
ENSG00000056558,False,TRAF1,NCBITaxon:9606,gene
ENSG00000106804,False,C5,NCBITaxon:9606,gene
ENSG00000119397,False,CNTRL,NCBITaxon:9606,gene
ENSG00000119396,False,RAB14,NCBITaxon:9606,gene
ENSG00000148180,False,GSN,NCBITaxon:9606,gene
ENSG00000235865,False,GSN-AS1,NCBITaxon:9606,gene
ENSG00000148175,False,STOM,NCBITaxon:9606,gene
ENSG00000227355,False,RP11-162D16.2,NCBITaxon:9606,gene
ENSG00000136848,False,DAB2IP,NCBITaxon:9606,gene
ENSG00000175764,False,TTLL11,NCBITaxon:9606,gene
ENSG00000119421,False,NDUFA8,NCBITaxon:9606,gene
ENSG00000119446,False,RBM18,NCBITaxon:9606,gene
ENSG00000148187,False,MRRF,NCBITaxon:9606,gene
ENSG00000095303,False,PTGS1,NCBITaxon:9606,gene
ENSG00000136940,False,PDCL,NCBITaxon:9606,gene
ENSG00000056586,False,RC3H2,NCBITaxon:9606,gene
ENSG00000186130,False,ZBTB6,NCBITaxon:9606,gene
ENSG00000171448,False,ZBTB26,NCBITaxon:9606,gene
ENSG00000011454,False,RABGAP1,NCBITaxon:9606,gene
ENSG00000165209,False,STRBP,NCBITaxon:9606,gene
ENSG00000148204,False,CRB2,NCBITaxon:9606,gene
ENSG00000119522,False,DENND1A,NCBITaxon:9606,gene
ENSG00000119408,False,NEK6,NCBITaxon:9606,gene
ENSG00000136930,False,PSMB7,NCBITaxon:9606,gene
ENSG00000148200,False,NR6A1,NCBITaxon:9606,gene
ENSG00000224020,False,MIR181A2HG,NCBITaxon:9606,gene
ENSG00000185585,False,OLFML2A,NCBITaxon:9606,gene
ENSG00000136942,False,RPL35,NCBITaxon:9606,gene
ENSG00000136950,False,ARPC5L,NCBITaxon:9606,gene
ENSG00000136935,False,GOLGA1,NCBITaxon:9606,gene
ENSG00000173611,False,SCAI,NCBITaxon:9606,gene
ENSG00000119414,False,PPP6C,NCBITaxon:9606,gene
ENSG00000136933,False,RABEPK,NCBITaxon:9606,gene
ENSG00000044574,False,HSPA5,NCBITaxon:9606,gene
ENSG00000165219,False,GAPVD1,NCBITaxon:9606,gene
ENSG00000119487,False,MAPKAP1,NCBITaxon:9606,gene
ENSG00000167081,False,PBX3,NCBITaxon:9606,gene
ENSG00000196814,False,MVB12B,NCBITaxon:9606,gene
ENSG00000169155,False,ZBTB43,NCBITaxon:9606,gene
ENSG00000177125,False,ZBTB34,NCBITaxon:9606,gene
ENSG00000136828,False,RALGPS1,NCBITaxon:9606,gene
ENSG00000136895,False,GARNL3,NCBITaxon:9606,gene
ENSG00000136856,False,SLC2A8,NCBITaxon:9606,gene
ENSG00000196152,False,ZNF79,NCBITaxon:9606,gene
ENSG00000197958,False,RPL12,NCBITaxon:9606,gene
ENSG00000148356,False,LRSAM1,NCBITaxon:9606,gene
ENSG00000136830,False,NIBAN2,NCBITaxon:9606,gene
ENSG00000136854,False,STXBP1,NCBITaxon:9606,gene
ENSG00000279571,False,RP11-56D16.8,NCBITaxon:9606,gene
ENSG00000187024,False,PTRH1,NCBITaxon:9606,gene
ENSG00000167094,False,TTC16,NCBITaxon:9606,gene
ENSG00000160404,False,TOR2A,NCBITaxon:9606,gene
ENSG00000095370,False,SH2D3C,NCBITaxon:9606,gene
ENSG00000136807,False,CDK9,NCBITaxon:9606,gene
ENSG00000136877,False,FPGS,NCBITaxon:9606,gene
ENSG00000106991,False,ENG,NCBITaxon:9606,gene
ENSG00000225032,False,RP11-228B15.4,NCBITaxon:9606,gene
ENSG00000106992,False,AK1,NCBITaxon:9606,gene
ENSG00000257524,False,RP11-203J24.9,NCBITaxon:9606,gene
ENSG00000160408,False,ST6GALNAC6,NCBITaxon:9606,gene
ENSG00000136840,False,ST6GALNAC4,NCBITaxon:9606,gene
ENSG00000167103,False,PIP5KL1,NCBITaxon:9606,gene
ENSG00000227218,False,RP11-203J24.8,NCBITaxon:9606,gene
ENSG00000136908,False,DPM2,NCBITaxon:9606,gene
ENSG00000167106,False,FAM102A,NCBITaxon:9606,gene
ENSG00000171169,False,NAIF1,NCBITaxon:9606,gene
ENSG00000148339,False,SLC25A25,NCBITaxon:9606,gene
ENSG00000234771,False,SLC25A25-AS1,NCBITaxon:9606,gene
ENSG00000148334,False,PTGES2,NCBITaxon:9606,gene
ENSG00000148346,False,LCN2,NCBITaxon:9606,gene
ENSG00000171159,False,C9orf16,NCBITaxon:9606,gene
ENSG00000148337,False,CIZ1,NCBITaxon:9606,gene
ENSG00000106976,False,DNM1,NCBITaxon:9606,gene
ENSG00000167110,False,GOLGA2,NCBITaxon:9606,gene
ENSG00000175854,False,SWI5,NCBITaxon:9606,gene
ENSG00000167112,False,TRUB2,NCBITaxon:9606,gene
ENSG00000272696,False,RP11-339B21.13,NCBITaxon:9606,gene
ENSG00000167113,False,COQ4,NCBITaxon:9606,gene
ENSG00000167114,False,SLC27A4,NCBITaxon:9606,gene
ENSG00000167118,False,URM1,NCBITaxon:9606,gene
ENSG00000167123,False,CERCAM,NCBITaxon:9606,gene
ENSG00000136811,False,ODF2,NCBITaxon:9606,gene
ENSG00000119392,False,GLE1,NCBITaxon:9606,gene
ENSG00000228395,False,RP11-216B9.6,NCBITaxon:9606,gene
ENSG00000197694,False,SPTAN1,NCBITaxon:9606,gene
ENSG00000119333,False,DYNC2I2,NCBITaxon:9606,gene
ENSG00000234705,False,HMGA1P4,NCBITaxon:9606,gene
ENSG00000119335,False,SET,NCBITaxon:9606,gene
ENSG00000160447,False,PKN3,NCBITaxon:9606,gene
ENSG00000160446,False,ZDHHC12,NCBITaxon:9606,gene
ENSG00000223478,False,RP11-545E17.3,NCBITaxon:9606,gene
ENSG00000160445,False,ZER1,NCBITaxon:9606,gene
ENSG00000107021,False,TBC1D13,NCBITaxon:9606,gene
ENSG00000167136,False,ENDOG,NCBITaxon:9606,gene
ENSG00000198917,False,SPOUT1,NCBITaxon:9606,gene
ENSG00000171097,False,KYAT1,NCBITaxon:9606,gene
ENSG00000136802,False,LRRC8A,NCBITaxon:9606,gene
ENSG00000175287,False,PHYHD1,NCBITaxon:9606,gene
ENSG00000175283,False,DOLK,NCBITaxon:9606,gene
ENSG00000095319,False,NUP188,NCBITaxon:9606,gene
ENSG00000267834,False,RP11-167N5.5,NCBITaxon:9606,gene
ENSG00000148341,False,SH3GLB2,NCBITaxon:9606,gene
ENSG00000148343,False,MIGA2,NCBITaxon:9606,gene
ENSG00000167130,False,DOLPP1,NCBITaxon:9606,gene
ENSG00000095321,False,CRAT,NCBITaxon:9606,gene
ENSG00000119383,False,PTPA,NCBITaxon:9606,gene
ENSG00000188483,False,IER5L,NCBITaxon:9606,gene
ENSG00000204055,False,RP11-344B5.4,NCBITaxon:9606,gene
ENSG00000224307,False,RP11-344B5.2,NCBITaxon:9606,gene
ENSG00000179082,False,C9orf106,NCBITaxon:9606,gene
ENSG00000233901,False,LINC01503,NCBITaxon:9606,gene
ENSG00000148335,False,NTMT1,NCBITaxon:9606,gene
ENSG00000148331,False,ASB6,NCBITaxon:9606,gene
ENSG00000148344,False,PTGES,NCBITaxon:9606,gene
ENSG00000136816,False,TOR1B,NCBITaxon:9606,gene
ENSG00000136827,False,TOR1A,NCBITaxon:9606,gene
ENSG00000136819,False,C9orf78,NCBITaxon:9606,gene
ENSG00000136878,False,USP20,NCBITaxon:9606,gene
ENSG00000187239,False,FNBP1,NCBITaxon:9606,gene
ENSG00000270755,False,RP11-138E2.1,NCBITaxon:9606,gene
ENSG00000148358,False,GPR107,NCBITaxon:9606,gene
ENSG00000107130,False,NCS1,NCBITaxon:9606,gene
ENSG00000107164,False,FUBP3,NCBITaxon:9606,gene
ENSG00000130713,False,EXOSC2,NCBITaxon:9606,gene
ENSG00000097007,False,ABL1,NCBITaxon:9606,gene
ENSG00000130720,False,FIBCD1,NCBITaxon:9606,gene
ENSG00000050555,False,LAMC3,NCBITaxon:9606,gene
ENSG00000126883,False,NUP214,NCBITaxon:9606,gene
ENSG00000246851,False,RP11-544A12.8,NCBITaxon:9606,gene
ENSG00000126882,False,FAM78A,NCBITaxon:9606,gene
ENSG00000160539,False,PLPP7,NCBITaxon:9606,gene
ENSG00000176868,False,RP11-334J6.7,NCBITaxon:9606,gene
ENSG00000130714,False,POMT1,NCBITaxon:9606,gene
ENSG00000230289,False,RP11-334J6.6,NCBITaxon:9606,gene
ENSG00000130717,False,UCK1,NCBITaxon:9606,gene
ENSG00000107263,False,RAPGEF1,NCBITaxon:9606,gene
ENSG00000160563,False,MED27,NCBITaxon:9606,gene
ENSG00000196358,False,NTNG2,NCBITaxon:9606,gene
ENSG00000107290,False,SETX,NCBITaxon:9606,gene
ENSG00000125482,False,TTF1,NCBITaxon:9606,gene
ENSG00000125485,False,DDX31,NCBITaxon:9606,gene
ENSG00000125484,False,GTF3C4,NCBITaxon:9606,gene
ENSG00000165698,False,SPACA9,NCBITaxon:9606,gene
ENSG00000165699,False,TSC1,NCBITaxon:9606,gene
ENSG00000165702,False,GFI1B,NCBITaxon:9606,gene
ENSG00000148308,False,GTF3C5,NCBITaxon:9606,gene
ENSG00000170835,False,CEL,NCBITaxon:9606,gene
ENSG00000160271,False,RALGDS,NCBITaxon:9606,gene
ENSG00000148288,False,GBGT1,NCBITaxon:9606,gene
ENSG00000175164,False,ABO,NCBITaxon:9606,gene
ENSG00000148296,False,SURF6,NCBITaxon:9606,gene
ENSG00000148297,False,MED22,NCBITaxon:9606,gene
ENSG00000148303,False,RPL7A,NCBITaxon:9606,gene
ENSG00000148290,False,SURF1,NCBITaxon:9606,gene
ENSG00000148291,False,SURF2,NCBITaxon:9606,gene
ENSG00000148248,False,SURF4,NCBITaxon:9606,gene
ENSG00000198870,False,STKLD1,NCBITaxon:9606,gene
ENSG00000148300,False,REXO4,NCBITaxon:9606,gene
ENSG00000160323,False,ADAMTS13,NCBITaxon:9606,gene
ENSG00000160325,False,CACFD1,NCBITaxon:9606,gene
ENSG00000160326,False,SLC2A6,NCBITaxon:9606,gene
ENSG00000225756,False,DBH-AS1,NCBITaxon:9606,gene
ENSG00000123453,False,SARDH,NCBITaxon:9606,gene
ENSG00000160293,False,VAV2,NCBITaxon:9606,gene
ENSG00000235106,False,BRD3OS,NCBITaxon:9606,gene
ENSG00000169925,False,BRD3,NCBITaxon:9606,gene
ENSG00000196363,False,WDR5,NCBITaxon:9606,gene
ENSG00000186350,False,RXRA,NCBITaxon:9606,gene
ENSG00000085265,False,FCN1,NCBITaxon:9606,gene
ENSG00000236403,False,RP11-447M12.2,NCBITaxon:9606,gene
ENSG00000130558,False,OLFM1,NCBITaxon:9606,gene
ENSG00000196422,False,PPP1R26,NCBITaxon:9606,gene
ENSG00000160345,False,C9orf116,NCBITaxon:9606,gene
ENSG00000122140,False,MRPS2,NCBITaxon:9606,gene
ENSG00000130559,False,CAMSAP1,NCBITaxon:9606,gene
ENSG00000130560,False,UBAC1,NCBITaxon:9606,gene
ENSG00000148411,False,NACC2,NCBITaxon:9606,gene
ENSG00000260193,False,LINC02846,NCBITaxon:9606,gene
ENSG00000238227,False,TMEM250,NCBITaxon:9606,gene
ENSG00000275329,False,RP11-83N9.6,NCBITaxon:9606,gene
ENSG00000165661,False,QSOX2,NCBITaxon:9606,gene
ENSG00000160360,False,GPSM1,NCBITaxon:9606,gene
ENSG00000213221,False,DNLZ,NCBITaxon:9606,gene
ENSG00000187796,False,CARD9,NCBITaxon:9606,gene
ENSG00000165684,False,SNAPC4,NCBITaxon:9606,gene
ENSG00000165689,False,ENTR1,NCBITaxon:9606,gene
ENSG00000165688,False,PMPCA,NCBITaxon:9606,gene
ENSG00000148384,False,INPP5E,NCBITaxon:9606,gene
ENSG00000148396,False,SEC16A,NCBITaxon:9606,gene
ENSG00000148400,False,NOTCH1,NCBITaxon:9606,gene
ENSG00000237886,False,NALT1,NCBITaxon:9606,gene
ENSG00000279141,False,LINC01451,NCBITaxon:9606,gene
ENSG00000172889,False,EGFL7,NCBITaxon:9606,gene
ENSG00000169692,False,AGPAT2,NCBITaxon:9606,gene
ENSG00000165716,False,DIPK1B,NCBITaxon:9606,gene
ENSG00000233016,False,SNHG7,NCBITaxon:9606,gene
ENSG00000204001,False,LCN8,NCBITaxon:9606,gene
ENSG00000244187,False,TMEM141,NCBITaxon:9606,gene
ENSG00000213213,False,CCDC183,NCBITaxon:9606,gene
ENSG00000196642,False,RABL6,NCBITaxon:9606,gene
ENSG00000232434,False,AJM1,NCBITaxon:9606,gene
ENSG00000054148,False,PHPT1,NCBITaxon:9606,gene
ENSG00000177943,False,MAMDC4,NCBITaxon:9606,gene
ENSG00000107223,False,EDF1,NCBITaxon:9606,gene
ENSG00000127191,False,TRAF2,NCBITaxon:9606,gene
ENSG00000159069,False,FBXW5,NCBITaxon:9606,gene
ENSG00000176919,False,C8G,NCBITaxon:9606,gene
ENSG00000184925,False,LCN12,NCBITaxon:9606,gene
ENSG00000107317,False,PTGDS,NCBITaxon:9606,gene
ENSG00000214402,False,LCNL1,NCBITaxon:9606,gene
ENSG00000148362,False,PAXX,NCBITaxon:9606,gene
ENSG00000169583,False,CLIC3,NCBITaxon:9606,gene
ENSG00000107331,False,ABCA2,NCBITaxon:9606,gene
ENSG00000180539,False,C9orf139,NCBITaxon:9606,gene
ENSG00000180549,False,FUT7,NCBITaxon:9606,gene
ENSG00000107281,False,NPDC1,NCBITaxon:9606,gene
ENSG00000186193,False,SAPCD2,NCBITaxon:9606,gene
ENSG00000197355,False,UAP1L1,NCBITaxon:9606,gene
ENSG00000268996,False,MAN1B1-DT,NCBITaxon:9606,gene
ENSG00000177239,False,MAN1B1,NCBITaxon:9606,gene
ENSG00000176978,False,DPP7,NCBITaxon:9606,gene
ENSG00000184709,False,LRRC26,NCBITaxon:9606,gene
ENSG00000176248,False,ANAPC2,NCBITaxon:9606,gene
ENSG00000176101,False,SSNA1,NCBITaxon:9606,gene
ENSG00000176058,False,TPRN,NCBITaxon:9606,gene
ENSG00000187713,False,TMEM203,NCBITaxon:9606,gene
ENSG00000188566,False,NDOR1,NCBITaxon:9606,gene
ENSG00000284976,False,RP13-122B23.13,NCBITaxon:9606,gene
ENSG00000212864,False,RNF208,NCBITaxon:9606,gene
ENSG00000197191,False,CYSRT1,NCBITaxon:9606,gene
ENSG00000188229,False,TUBB4B,NCBITaxon:9606,gene
ENSG00000275549,False,STPG3-AS1,NCBITaxon:9606,gene
ENSG00000188986,False,NELFB,NCBITaxon:9606,gene
ENSG00000198113,False,TOR4A,NCBITaxon:9606,gene
ENSG00000198435,False,NRARP,NCBITaxon:9606,gene
ENSG00000187609,False,EXD3,NCBITaxon:9606,gene
ENSG00000188747,False,NOXA1,NCBITaxon:9606,gene
ENSG00000165802,False,NSMF,NCBITaxon:9606,gene
ENSG00000130653,False,PNPLA7,NCBITaxon:9606,gene
ENSG00000182154,False,MRPL41,NCBITaxon:9606,gene
ENSG00000148399,False,DPH7,NCBITaxon:9606,gene
ENSG00000165724,False,ZMYND19,NCBITaxon:9606,gene
ENSG00000197070,False,ARRDC1,NCBITaxon:9606,gene
ENSG00000203993,False,ARRDC1-AS1,NCBITaxon:9606,gene
ENSG00000181090,False,EHMT1,NCBITaxon:9606,gene
ENSG00000230724,False,LINC01001,NCBITaxon:9606,gene
ENSG00000177951,False,BET1L,NCBITaxon:9606,gene
ENSG00000254559,False,RP11-304M2.5,NCBITaxon:9606,gene
ENSG00000177963,False,RIC8A,NCBITaxon:9606,gene
ENSG00000142082,False,SIRT3,NCBITaxon:9606,gene
ENSG00000185627,False,PSMD13,NCBITaxon:9606,gene
ENSG00000174885,False,NLRP6,NCBITaxon:9606,gene
ENSG00000255026,False,RP11-326C3.2,NCBITaxon:9606,gene
ENSG00000142102,False,PGGHG,NCBITaxon:9606,gene
ENSG00000185201,False,IFITM2,NCBITaxon:9606,gene
ENSG00000185885,False,IFITM1,NCBITaxon:9606,gene
ENSG00000251661,False,RP11-326C3.11,NCBITaxon:9606,gene
ENSG00000142089,False,IFITM3,NCBITaxon:9606,gene
ENSG00000255328,False,RP11-326C3.12,NCBITaxon:9606,gene
ENSG00000270972,False,RP11-326C3.15,NCBITaxon:9606,gene
ENSG00000182272,False,B4GALNT4,NCBITaxon:9606,gene
ENSG00000185187,False,SIGIRR,NCBITaxon:9606,gene
ENSG00000185101,False,ANO9,NCBITaxon:9606,gene
ENSG00000174915,False,PTDSS2,NCBITaxon:9606,gene
ENSG00000255237,False,RP13-317D12.3,NCBITaxon:9606,gene
ENSG00000023191,False,RNH1,NCBITaxon:9606,gene
ENSG00000174775,False,HRAS,NCBITaxon:9606,gene
ENSG00000161328,False,LRRC56,NCBITaxon:9606,gene
ENSG00000185522,False,LMNTD2,NCBITaxon:9606,gene
ENSG00000254815,False,LMNTD2-AS1,NCBITaxon:9606,gene
ENSG00000099849,False,RASSF7,NCBITaxon:9606,gene
ENSG00000247095,False,MIR210HG,NCBITaxon:9606,gene
ENSG00000070047,False,PHRF1,NCBITaxon:9606,gene
ENSG00000185507,False,IRF7,NCBITaxon:9606,gene
ENSG00000070031,False,SCT,NCBITaxon:9606,gene
ENSG00000177030,False,DEAF1,NCBITaxon:9606,gene
ENSG00000177106,False,EPS8L2,NCBITaxon:9606,gene
ENSG00000177042,False,TMEM80,NCBITaxon:9606,gene
ENSG00000177156,False,TALDO1,NCBITaxon:9606,gene
ENSG00000177225,False,GATD1,NCBITaxon:9606,gene
ENSG00000255284,False,AP006621.5,NCBITaxon:9606,gene
ENSG00000177542,False,SLC25A22,NCBITaxon:9606,gene
ENSG00000177595,False,PIDD1,NCBITaxon:9606,gene
ENSG00000177600,False,RPLP2,NCBITaxon:9606,gene
ENSG00000177666,False,PNPLA2,NCBITaxon:9606,gene
ENSG00000177685,False,CRACR2B,NCBITaxon:9606,gene
ENSG00000177697,False,CD151,NCBITaxon:9606,gene
ENSG00000177700,False,POLR2L,NCBITaxon:9606,gene
ENSG00000214063,False,TSPAN4,NCBITaxon:9606,gene
ENSG00000250397,False,RP11-1391J7.1,NCBITaxon:9606,gene
ENSG00000177830,False,CHID1,NCBITaxon:9606,gene
ENSG00000183020,False,AP2A2,NCBITaxon:9606,gene
ENSG00000078902,False,TOLLIP,NCBITaxon:9606,gene
ENSG00000255153,False,TOLLIP-AS1,NCBITaxon:9606,gene
ENSG00000174672,False,BRSK2,NCBITaxon:9606,gene
ENSG00000182208,False,MOB2,NCBITaxon:9606,gene
ENSG00000184545,False,DUSP8,NCBITaxon:9606,gene
ENSG00000233930,False,KRTAP5-AS1,NCBITaxon:9606,gene
ENSG00000244242,False,IFITM10,NCBITaxon:9606,gene
ENSG00000250644,False,RP11-295K3.1,NCBITaxon:9606,gene
ENSG00000117984,False,CTSD,NCBITaxon:9606,gene
ENSG00000130598,False,TNNI2,NCBITaxon:9606,gene
ENSG00000130592,False,LSP1,NCBITaxon:9606,gene
ENSG00000283787,False,PRR33,NCBITaxon:9606,gene
ENSG00000130595,False,TNNT3,NCBITaxon:9606,gene
ENSG00000214026,False,MRPL23,NCBITaxon:9606,gene
ENSG00000183734,False,ASCL2,NCBITaxon:9606,gene
ENSG00000110665,False,C11orf21,NCBITaxon:9606,gene
ENSG00000064201,False,TSPAN32,NCBITaxon:9606,gene
ENSG00000110651,False,CD81,NCBITaxon:9606,gene
ENSG00000184281,False,TSSC4,NCBITaxon:9606,gene
ENSG00000053918,False,KCNQ1,NCBITaxon:9606,gene
ENSG00000269821,False,KCNQ1OT1,NCBITaxon:9606,gene
ENSG00000129757,False,CDKN1C,NCBITaxon:9606,gene
ENSG00000254827,False,SLC22A18AS,NCBITaxon:9606,gene
ENSG00000110628,False,SLC22A18,NCBITaxon:9606,gene
ENSG00000181649,False,PHLDA2,NCBITaxon:9606,gene
ENSG00000205531,False,NAP1L4,NCBITaxon:9606,gene
ENSG00000110619,False,CARS1,NCBITaxon:9606,gene
ENSG00000021762,False,OSBPL5,NCBITaxon:9606,gene
ENSG00000005801,False,ZNF195,NCBITaxon:9606,gene
ENSG00000129749,False,CHRNA10,NCBITaxon:9606,gene
ENSG00000110713,False,NUP98,NCBITaxon:9606,gene
ENSG00000148985,False,PGAP2,NCBITaxon:9606,gene
ENSG00000177105,False,RHOG,NCBITaxon:9606,gene
ENSG00000228661,False,STIM1-AS1,NCBITaxon:9606,gene
ENSG00000167323,False,STIM1,NCBITaxon:9606,gene
ENSG00000167325,False,RRM1,NCBITaxon:9606,gene
ENSG00000132109,False,TRIM21,NCBITaxon:9606,gene
ENSG00000181963,False,OR52K2,NCBITaxon:9606,gene
ENSG00000196778,False,OR52K1,NCBITaxon:9606,gene
ENSG00000167333,False,TRIM68,NCBITaxon:9606,gene
ENSG00000244734,False,HBB,NCBITaxon:9606,gene
ENSG00000223609,False,HBD,NCBITaxon:9606,gene
ENSG00000239920,False,CTD-2643I7.5,NCBITaxon:9606,gene
ENSG00000181616,False,OR52H1,NCBITaxon:9606,gene
ENSG00000121236,False,TRIM6,NCBITaxon:9606,gene
ENSG00000258659,False,TRIM34,NCBITaxon:9606,gene
